R10LATIN_AM,R10INDIA+,R10AFRICA,R10CHINA+,R10MIDDLE_EAST,R10EUROPE,R10REST_ASIA,R10PAC_OECD,R10REF_ECON,R10NORTH_AM
0.10655787986135974,0.14331489056890542,0.4403422876373927,0.028753877066451588,0.06217680649543077,0.05096188745732871,0.007546088702309106,0.0037500227111865623,0.00514730685232607,0.0012302816601085275
