model,scenario,carbon_budget_share,region
WITCH 5.0,ENGAGE-INDCi2030-500f,0.15593550221990232,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-600f,0.15593550221990232,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,0.14544014737578886,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-700f,0.15593550221990232,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,0.14544014737578886,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-800,0.15593550221990232,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,0.14544014737578886,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-800f,0.15593550221990232,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,0.14544014737578886,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-900,0.15593550221990232,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,0.14544014737578886,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-900f,0.15593550221990232,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,0.14544014737578886,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1000,12.675739436225184,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1000f,12.67457498493591,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1200,12.675866813377493,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1200f,12.674133809197563,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1400f,12.674133809197563,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-800f,12.674892167256663,R10CHINA+
IMAGE 3.0,ENGAGE-NPi2020-1000,11.668183406651295,R10CHINA+
IMAGE 3.0,ENGAGE-NPi2020-1200,11.791816185579165,R10CHINA+
IMAGE 3.0,ENGAGE-NPi2020-1400,11.964601587978624,R10CHINA+
IMAGE 3.0,ENGAGE-NPi2020-1400f,11.722896671872736,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,12.59946117394555,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,12.261016933228472,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,12.2010964210082,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,13.382985078534457,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,13.281721886618504,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,13.50204948265757,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,12.5080404114544,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,13.077920240954134,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,11.090710080728794,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,13.568205422857682,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,13.191583848543022,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,12.698843968933152,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,13.070013995381565,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,12.036344380027536,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,11.697583705599113,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,13.546936427753442,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,13.373043298643456,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,13.503498984985685,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,12.44315053396837,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,13.604057692571496,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,12.043799759145147,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),13.660378241503409,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,11.981580568422384,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,13.605397980271627,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,13.908637522876738,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,14.279854025970224,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,13.605397980271627,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,13.90863711745541,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,14.279854428228678,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,13.605397980271627,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,13.90863711745541,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,14.279854025970224,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,14.166034214861359,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,13.950897343109315,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,14.473888015950957,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,14.1609508932111,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,13.692418344445143,R10CHINA+
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,12.356102942613708,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,13.738059949265587,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,13.738059949265587,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,13.738059949265587,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,13.738059949265587,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,13.155478876822153,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,13.19403258534312,R10CHINA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,12.767731242523151,R10CHINA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,13.265137987081873,R10CHINA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,10.900498220701236,R10CHINA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,11.250733278905582,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1000,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1000f,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1200,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1200f,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1400,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1400f,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-500f,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-600f,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-700f,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-800,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-800f,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-900,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,11.558649336184171,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-900f,12.404834787286863,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,11.558649336184171,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1000,1.131921532256464,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1000f,1.1319895628246301,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1200,1.1319241247441345,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1200f,1.1291242699992863,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1400f,1.1291242699992863,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-800f,1.1319833611783168,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-NPi2020-1000,1.0459581567221894,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-NPi2020-1200,1.0547953381916113,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-NPi2020-1400,1.0678199022055248,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-NPi2020-1400f,1.048629818965976,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,0.9682237005407422,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,0.9740855211803278,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,0.9657877902653836,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,0.9970408579578861,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,1.0289054551997419,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,1.0389567225001348,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,1.003153240903979,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,0.9458999600370769,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,0.9310969191658194,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,1.0628323134244853,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,1.0678403212494816,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,1.0696968200255805,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,1.0798617286130272,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,0.8752607215210321,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,0.8809972013366614,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,0.9455624017121254,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,0.9354060313457214,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,0.943771522307137,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,1.583092710306296,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,1.69756035087867,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,1.4962899143752582,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),1.5422982123123923,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,1.4788114535634271,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,1.0092856685773204,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,1.0087549260846629,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,1.21062636441565,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,1.0092856685773204,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,1.0087814727176476,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,1.2106557036814636,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,1.0092856685773204,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,1.0087814727176476,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,1.21062636441565,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,1.0802797725767577,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,1.041548375983483,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,0.9850827806616118,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,1.0476892354263718,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,1.0338053958612994,R10MIDDLE_EAST
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,1.3523000577505655,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,1.5878920481440595,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,1.5878920481440595,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,1.5878920481440595,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,1.5878920481440595,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,1.477655959561221,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,1.4732528760028967,R10MIDDLE_EAST
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,1.430816582611335,R10MIDDLE_EAST
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,1.5510288702787973,R10MIDDLE_EAST
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,1.2314115425963132,R10MIDDLE_EAST
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,1.2724940723222538,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1000,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1000f,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1200,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1200f,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1400,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1400f,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-500f,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-600f,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-700f,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-800,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-800f,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-900,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,1.4308590189009034,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-900f,1.4533803990351974,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,1.4308590189009034,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1000,2.243617966592372,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1000f,2.2632897118714985,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1200,2.244515159352533,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1200f,2.2624355842693653,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1400f,2.2624355842693653,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-800f,2.264697553646511,R10EUROPE
IMAGE 3.0,ENGAGE-NPi2020-1000,2.257028245355089,R10EUROPE
IMAGE 3.0,ENGAGE-NPi2020-1200,2.270801538291654,R10EUROPE
IMAGE 3.0,ENGAGE-NPi2020-1400,2.2861761406004897,R10EUROPE
IMAGE 3.0,ENGAGE-NPi2020-1400f,2.256134037863132,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,2.091565683168377,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,2.0611010769222355,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,2.0886399413770644,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,2.1413186431715183,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,2.1059293284175236,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,2.166352363050712,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,2.147181711897155,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,2.161422903795157,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,2.0985303134158295,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,2.22626649805719,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,2.1902691937205363,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,2.105604972426167,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,2.244640640674,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,1.7983530373372025,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,1.779393232958688,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1.8375463822756835,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,1.826225179237142,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,1.8397018653710273,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,2.104505270387159,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2.1453489598203674,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,1.9825098525502631,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2.1039921170599265,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,1.9257332239174987,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2.126714874430221,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,1.7507266002202018,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,1.6938465317549618,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2.126714874430221,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,1.750726541520074,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,1.6938464735820038,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,2.126714874430221,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,1.750726541520074,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,1.6938465317549618,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,2.1606957517562217,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,2.0906706303647735,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,2.1207839055123796,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,2.126534993722792,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,2.052299188005215,R10EUROPE
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,1.6979697149556354,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,2.159705264338933,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,2.159705264338933,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,2.159705264338933,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,2.159705264338933,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,2.088004871380921,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,2.081507681668109,R10EUROPE
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,2.1290183619270215,R10EUROPE
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,2.2192221038749897,R10EUROPE
