model,scenario,final_demand_reduction,electrification,share_food_crop,transition_speed_score,Region
IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.29564431234465155,0.4658155833305208,0.03503690462343876,0.7964968002986111,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_LI,0.1842965945317901,0.20502031229134518,0.05297778644839229,0.44229469327152754,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.1979389237903067,0.35240302622772557,0.05297778644839229,0.6033197364664244,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.3168928411294769,0.5623518781194412,0.05297778644839229,0.9322225056973104,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_RE,0.18196132790659908,0.3248621143833333,0.034955224476829215,0.5417786667667616,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.2952417917819864,0.43979523761325684,0.03503690462343876,0.7700739340186821,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.2968426302170858,0.5784517355367532,0.0,0.875294365753839,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.3175373957065817,0.5844229807534914,0.02241624760530709,0.9243766240653802,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.29965588025137585,0.5343121250457042,0.0,0.8339680052970802,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA2_19I_D,0.3598958789752664,0.4326188733611567,0.0,0.7925147523364231,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA2_19I_LI,0.3659539745625641,0.5496641968825168,0.02241624760530709,0.938034419050388,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.3910104239419857,0.39011059407932014,0.02241624760530709,0.803537265626613,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA2_19I_RE,0.48830875874081436,0.31104898617467347,0.0,0.7993577449154878,R10MIDDLE_EAST
