model,scenario,final_energy_demand,energy_per_gdp,region
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,4434.02680859375,0.002639182371923034,R10INDIA+
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,4202.565019531249,0.0024445473254382567,R10INDIA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,4462.396373046875,0.002595685984173981,R10INDIA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,3985.6443437500006,0.002318368942629451,R10INDIA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,3967.903310546875,0.0023080493413703018,R10INDIA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,4393.93678125,0.0025558644201410913,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,3841.801423828125,0.0022979852836387373,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,3616.42632421875,0.0021631764778038713,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,4090.53589453125,0.0024467665688098746,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,4124.97980859375,0.002467369301459099,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,3884.6038007812504,0.0023235876564560785,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,5995.521975494658,0.0014749195348683916,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,6030.783368905996,0.0014834981610348992,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,3186.0409270198,0.0007787166706486168,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),5948.339640178465,0.001458645621153221,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,5442.404103360487,0.0013436106589620076,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,4634.68607711792,0.0026510428616939898,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,4003.001678466797,0.0027140292947033682,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,4002.331531524658,0.0027135749360548307,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,4823.703159332275,0.00275916073164349,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,4475.61124420166,0.0025600519740134036,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,3980.003911972046,0.0026984368425904304,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,4006.5170764923096,0.0027164127294331377,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,4648.139600753784,0.0026587382842546627,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,4656.133310317993,0.002663310690308932,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,4668.958059310913,0.0026706464534447688,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,4574.452209472656,0.00261658905787725,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,4529.739583969116,0.0025910134126886837,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,4195.67587852478,0.0023999287983408717,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,4187.971727371216,0.0023955220198490328,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,3786.119602203369,0.0025669835635857923,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,3777.085012435913,0.0025608581249115087,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,4274.511381149292,0.002445022747100986,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,4216.01487159729,0.0024115627130228455,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,4301.436771392822,0.002460424084411802,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,5658.130462646484,0.003236453585840272,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,4368.664794921875,0.00249887854905449,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,4652.767286300659,0.002661385322809394,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,4065.296060562134,0.0027562647948310985,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,4771.857229232788,0.0027295048324927967,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,4573.527500152588,0.0026160601236622206,R10INDIA+
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,3748.05205,0.0033936394747318605,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,4717.86722965,0.005625060327444752,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,4754.339797300001,0.005665552114499545,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,4422.563255200001,0.005262750016191418,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,4470.766197999999,0.00531426531256697,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,4706.751130750001,0.00559484144959163,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,4710.233603900001,0.0055979772553513465,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,4648.74394815,0.0041160034243595866,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,4559.44060475,0.00409654984195301,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,3318.7130864000005,0.002944238751941554,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,4169.4187886,0.0037507191151746446,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000,2669.0672887279825,0.0020931285809822164,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,2665.3385763027554,0.0020850630417944735,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000f,2695.1788056044797,0.0020976108910996404,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,2742.192916107944,0.0021315346286327223,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200,2763.3551985175322,0.002150712629044676,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,2776.4082274028597,0.0021580097682919485,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200f,2830.767836423558,0.002192388657256853,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,2857.3984399677365,0.002211232554241975,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400,2890.3079468183496,0.0022351409302820277,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,2950.6156819235457,0.002281034988668697,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400f,2980.222136552356,0.0022998915464228103,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,3016.0372315628065,0.0023261494666517654,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,3083.366364410981,0.002373817595565649,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-500f,2268.6641186597208,0.0018207411180558915,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-600f,2361.424668236059,0.0018758503214906213,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,2401.351839184996,0.0019009269501497144,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-700f,2456.028491952306,0.0019359443061025257,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,2500.203361366209,0.001965535842405891,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800,2480.9522800925174,0.0019540485439776614,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,2500.461777654564,0.00196864074528915,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800f,2548.8528995732345,0.0019968275938915116,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,2590.747847968213,0.0020265680511258205,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900,2562.759911062407,0.002005144344414197,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,2625.0202424433564,0.0020535671604168105,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900f,2625.924413315949,0.002049642613266573,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,2651.6864260887287,0.002067074654753296,R10INDIA+
IMAGE 3.0,ENGAGE-INDCi2030-1000,4483.3494112548815,0.0016380012199376534,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1000f,4294.05159765625,0.001568840862097219,R10AFRICA
