,scenario,model,mean_value,mean_value_2050,region
208,SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,0.7025468646011395,1.1164731211166352,R10AFRICA
209,SSP1_SPA1_19I_RE,IMAGE 3.2,0.6246111250089781,1.0779438884463792,R10AFRICA
210,SSP1_SPA1_19I_RE_LB,IMAGE 3.2,0.6566761292400313,1.2328051671549665,R10AFRICA
211,SSP2_SPA1_19I_D_LB,IMAGE 3.2,0.5916468220122544,0.9835587926262191,R10AFRICA
212,SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,0.7181084695769412,1.1349283199162445,R10AFRICA
213,SSP2_SPA1_19I_RE_LB,IMAGE 3.2,0.7878610654451016,1.2161927358165037,R10AFRICA
214,SSP2_SPA2_19I_D,IMAGE 3.2,0.6381448476573893,1.050335846034456,R10AFRICA
215,SSP2_SPA2_19I_LI,IMAGE 3.2,0.5820771907307881,0.9880206502535274,R10AFRICA
216,SSP2_SPA2_19I_LIRE,IMAGE 3.2,0.8004055020743563,1.2295664650233338,R10AFRICA
217,SSP2_SPA2_19I_RE,IMAGE 3.2,0.8389321939211253,1.307152118417554,R10AFRICA
218,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,0.6641835270270539,0.9298116303775914,R10AFRICA
219,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.6682840843953608,0.938588999269644,R10AFRICA
220,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,0.6135057274208506,0.8653538824919936,R10AFRICA
221,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,0.6606384653820848,0.9105865330622428,R10AFRICA
222,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.660966770716003,0.9139179169513144,R10AFRICA
223,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,0.611443428885183,0.8604083218871958,R10AFRICA
224,EN_NPi2020_200f,MESSAGEix-GLOBIOM_1.1,0.7285481049425536,1.011217154844917,R10AFRICA
