model,scenario,final_energy_demand,energy_diversity,gini_coefficient,resilience_score,Region
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,0.36593556576318514,0.4370560576751759,0.0,0.8029916234383611,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,0.3646821086446339,0.4906512808370307,0.0,0.8553333894816646,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,0.3409785526028037,0.3154267292204461,0.0,0.6564052818232498,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,0.33413157883775846,0.3512502797545855,0.0,0.6853818585923439,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,0.34413014988652135,0.35258849221115285,0.0,0.6967186420976742,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,0.5029301566280913,0.2636464500682383,0.0,0.7665766066963295,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,0.35199914099222257,0.3214345030064284,0.0,0.673433643998651,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,0.38525313033196695,0.22252219685399866,0.0,0.6077753271859656,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,0.4046684499415296,0.20831314522991057,0.0,0.6129815951714401,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,0.39919252126626104,0.17364172569424183,0.0,0.5728342469605029,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,0.3759781711752788,0.2706541403136568,0.0,0.6466323114889356,R10INDIA+
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,0.535095325825547,0.9152085671049709,0.0,1.4503038929305179,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,0.9917141087478721,0.7456698491121828,0.0,1.737383957860055,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,1.0,0.7533928941813419,0.0,1.753392894181342,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,0.9175740409235653,0.8215405824974177,0.0,1.739114623420983,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,0.9281156883695364,0.8323932478257203,0.0,1.7605089361952566,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,0.9855303773330674,0.756126787910236,0.0,1.7416571652433035,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,0.9861720616696378,0.756713757082967,0.0,1.7428858187526046,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,0.6829136753336466,0.6300586400512463,0.0,1.312972315384893,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,0.6789328614449663,0.6207287731963813,0.0,1.2996616346413477,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,0.44313382477770946,0.6611873127548941,0.0,1.1043211375326036,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,0.6081650341358799,0.8966370246023299,0.0,1.5048020587382096,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000,0.26896995518593025,0.4011789829361585,0.0,0.6701489381220888,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,0.2673194925746116,0.4011139182854342,0.0,0.6684334108600458,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000f,0.26988717660026373,0.40276888687241896,0.0,0.6726560634726827,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,0.2768290386545238,0.3972262429199552,0.0,0.6740552815744789,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200,0.280753459812614,0.39574958969637275,0.0,0.6765030495089868,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,0.282246683664965,0.3972248295210949,0.0,0.6794715131860599,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200f,0.28928168399593857,0.4032039392477218,0.0,0.6924856232436604,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,0.29313773710057767,0.4054591973549925,0.0,0.6985969344555701,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400,0.29803014166683667,0.40650799188886183,0.0,0.7045381335556985,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,0.30742150728861506,0.3995892879727044,0.0,0.7070107952613194,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400f,0.3112801511841938,0.40285484559283563,0.0,0.7141349967770294,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,0.31665334627755326,0.4069105881849014,0.0,0.7235639344624547,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,0.3264077424428394,0.41182272464511316,0.0,0.7382304670879525,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-500f,0.2132309261034044,0.4706124046694715,0.0,0.683843330772876,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-600f,0.22450799979821714,0.4359901169476028,0.0,0.6604981167458199,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,0.22963946553861705,0.4266147440978922,0.0,0.6562542096365093,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-700f,0.23680511626599593,0.4175707956602319,0.0,0.6543759119262278,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,0.24286047389842866,0.4115351511199636,0.0,0.6543956250183922,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800,0.2405098118881733,0.4018245666777748,0.0,0.6423343785659481,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,0.24349583453598928,0.4024009792483952,0.0,0.6458968137843845,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800f,0.24926374895140688,0.4088861259262989,0.0,0.6581498748777058,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,0.25534958048308476,0.40395331555531766,0.0,0.6593028960384024,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900,0.2509656172909988,0.4005068235317943,0.0,0.6514724408227931,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,0.26087444613514243,0.40316096277996627,0.0,0.6640354089151087,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900f,0.26007136054011265,0.4028740619784721,0.0,0.6629454225185847,R10INDIA+
