model,scenario,economic_score,environmental_score,resource_score,resilience_score,robustness_score,fairness_score,transition_speed_score
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.1769128066263087,0.6963678251284595,0.5301392768013106,0.46032106891766156,0.11652233514921756,0.4085472426825514,0.5251454282043304
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.5985023820031131,0.6963794460272976,0.4415088429550879,0.8315973352716636,0.34342116494620706,0.7009061853203038,0.15129787284969615
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.7555079473481487,0.6963676213626252,0.5589170157781388,0.9464480067928516,0.016853358960705108,0.6214297016519695,0.3484996824404666
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.9003542138109033,0.7473713599302645,0.1404205538944337,0.7713678375315558,0.6521091874266891,0.7930567612026432,0.4212960134714143
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.8555961932011006,0.7468424192893011,0.1404205538944337,0.7469122106056276,0.6463345296696593,0.7919528023288409,0.4056477693218158
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.8053592669204349,0.7375818270644208,0.1404205538944337,0.7377013321937996,0.6462271291756672,0.7911331215427192,0.38901013259881284
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.6629819268892145,0.6964223737369727,0.0,0.569104068381307,0.5646380831285996,0.8909859270785397,1.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.6534612149310529,0.6967784739830906,0.0,0.5649751914895901,0.5638701335754626,0.8128297954362048,0.9449214078066236
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.7583392224793152,0.7343410574028825,0.1404205538944337,0.7143016434526951,0.638690831751249,0.7903192583169885,0.36736192839064075
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.6579635180982176,0.6964611831476167,0.0,0.5833632052629486,0.5383499605034079,0.8756090272993298,0.30163176718000695
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.6585458240193847,0.6967727861856998,0.0,0.5934911702742852,0.5353735684050367,0.7979305283313111,0.2857635851761418
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.7605212906850378,0.7274128298536947,0.29834032436378793,0.7199199842195386,0.6374119951835053,0.713509886942163,0.3564921507002583
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.9355037385938396,0.6963663003224504,0.7006800939260066,0.7900137718275649,0.20454781351137227,0.7103857258915522,0.15890444902302173
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.8799710696137903,0.6963686110481483,0.6815924361942947,0.7812013017891511,0.2266103081217307,0.7178048912611802,0.1606760781805624
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.7765606383350121,0.6963685620154122,0.8649865435492676,0.737826175362235,0.04401250457558447,0.4971134221755517,0.4221276126544458
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.8311394772358607,0.6963685620154122,0.6550218310552777,0.7442527928736284,0.25846837659091093,0.7287425581604594,0.16438029037953403
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.6959754149967281,0.6963665332170569,0.7776469806604828,0.6961111882567504,0.09320615764387628,0.6271110349793949,0.2870809140902834
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.7850047929700656,0.6963660735378294,0.6354241604377655,0.7306264269042326,0.27887007600271874,0.7363843064638559,0.16220256278769996
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.6525594932260076,0.6964321574741681,0.7113185824484719,0.6935003620119107,0.18329270628805255,0.7012561764502275,0.1780919500609277
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.5754665761415667,0.6963795436419663,0.6069301700947262,0.5554775261204858,0.21728689167819898,0.7734946572915633,0.1278848312008437
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.7386757692594554,0.6963685620154122,0.6105124130259972,0.7088932855087572,0.31000952886473904,0.7512561074086354,0.14963685440945776
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.6049329602181424,0.6963685848254421,0.537732029580416,0.5482874565368233,0.30180970432381377,0.8338581331498366,0.10343478984512428
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.041425565082296,0.6963678204634272,0.6358840888571483,0.5190269341876959,0.30928899896605927,0.35189013114468476,0.7776096338200885
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.1863955993756401,0.6963683843398926,0.6762812450270488,0.31096308740471773,0.279965500371772,0.39888972201058254,0.37753896018058436
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.6740603081215205,0.6964891274526038,0.6755607273140191,0.7730188325336064,0.26337036263343955,0.6254294818468522,0.21035079068970317
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.4035576642180798,0.6963884695291598,1.0,0.8226903838653707,0.21013324827750882,0.48742617949550693,0.5121769165783819
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.3099332754310011,0.6964870756705809,0.500257723984665,0.6886433893004584,0.4549854843664276,0.6535044674345872,0.06199870862421873
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.3860355762698629,0.6963928580173037,0.58929570681756,0.7405901865829616,0.4277577115986768,0.5456255619137432,0.20296121764085262
WITCH 5.0,EN_INDCi2030_500f,0.0386327822192488,0.9657401866773433,0.0,0.37834936033413646,0.47156063292151196,1.0,0.4811261334817273
WITCH 5.0,EN_NPi2020_400f,0.0194639862313438,0.9951402623622481,0.0,0.38424888592557366,0.1051776134097317,0.47062447015934633,0.4039789715582358
WITCH 5.0,EN_NPi2020_450,0.0,0.9800467318256209,0.0,0.37946689062361827,0.013798360217292083,0.36166403377156475,0.6044776134349418
WITCH 5.0,EN_NPi2020_450f,0.0205702925683583,0.9985903579689727,0.0,0.3850228528709714,0.11928703800763317,0.4901724102058367,0.3670960171331595
WITCH 5.0,EN_NPi2020_500,0.0208323445915447,0.9128999551615102,0.0,0.3823689507298193,0.05798343898974088,0.41327230265483844,0.5479675413526258
WITCH 5.0,EN_NPi2020_500f,0.0249597895198414,1.0,0.0,0.3864568164831358,0.13514401678636045,0.5070122095176987,0.3285399519330383
