,model,scenario,total_CDR,total_CDR_gdp,total_CDR_land,region
116,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,2144.749318446818,0.007375932833853096,5.01446138260725,R10INDIA+
117,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,2144.749318446818,0.007369537456102911,5.01446138260725,R10INDIA+
118,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,2133.669844813428,0.00692213126525128,4.988557379656227,R10INDIA+
119,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,2126.228267519184,0.007196206705130959,4.971158841912573,R10INDIA+
120,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,2126.228267519184,0.007191268128867665,4.971158841912573,R10INDIA+
121,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,2131.850669747472,0.0069061438836082265,4.984304116564834,R10INDIA+
122,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,2789.596535509853,0.00908057083377299,6.522125443778752,R10INDIA+
123,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,2545.741889072617,0.008229651834044574,5.9519890194369145,R10INDIA+
124,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,2510.0318571100293,0.008060782001178119,5.868498340732447,R10INDIA+
125,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,3838.4430854632155,0.013525457430854137,8.97434700449277,R10INDIA+
126,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,2444.066409183074,0.007831656716051206,5.714269970838081,R10INDIA+
127,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,3463.3267450414523,0.011660206841689318,8.097318446026053,R10INDIA+
128,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,2437.86872310226,0.007797215865737152,5.699779672486444,R10INDIA+
129,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,2490.251780428674,0.008115477318390777,5.822252175826101,R10INDIA+
130,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,2405.074975724727,0.00820127354323833,5.623107318099264,R10INDIA+
131,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,2572.8267488488564,0.008494092237134236,6.015313894858551,R10INDIA+
132,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,2441.773768464717,0.007960126375564279,5.708909736778317,R10INDIA+
133,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,2423.5438858490747,0.007878872616636234,5.66628795268478,R10INDIA+
134,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,2429.7678220883513,0.007894445094247506,5.680839624365582,R10INDIA+
135,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,2461.223016046556,0.008005237216349898,5.754382417469283,R10INDIA+
136,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,2362.9239812832534,0.007537030682510922,5.524557556573601,R10INDIA+
137,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,2351.9140416798127,0.007873039305094504,5.498816125399597,R10INDIA+
138,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,2430.8702168252566,0.007781475145195424,5.683417042523059,R10INDIA+
