model,scenario,investment_score,investment_score_2050,Region
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,0.19853650392710717,0.2548281834793534,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,0.18947392773199992,0.2438727299708726,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,0.1822255783258516,0.23311874380913708,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.15726472588391785,0.16720386488408281,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.17055195733834508,0.17383318210818097,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.11464501028641223,0.13309077508615771,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.194166685886857,0.2313994286578802,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.18240502450718118,0.2102465949274302,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.1742551707552183,0.19682735769648899,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.16287181034589146,0.17532680413151627,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.16381998785243237,0.19793997425680754,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.17092306692409323,0.19744195280485777,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.14872266356165126,0.15538239800584944,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.1653659771918036,0.16470430269617273,R10INDIA+
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.1550138817803398,0.20179784165650877,R10INDIA+
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.15753055859388465,0.19806914626178163,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.7224870765785861,0.6531242203848951,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.7880799830210844,0.7130748245709985,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.7203431359134299,0.6763657739290341,R10INDIA+
