,model,scenario,total_CDR,total_CDR_gdp,total_CDR_land,region
173,WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,1849.7689251215163,0.009261984994300474,5.865083613878826,R10INDIA+
174,WITCH 5.0,ENGAGE-INDCi2030-1400f,1855.1501084618062,0.009284119641983717,5.8821457938104835,R10INDIA+
175,WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,1846.4983766673151,0.009240446712718085,5.854713648264948,R10INDIA+
176,WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,1796.419250384485,0.008976272357253463,5.6959271863616046,R10INDIA+
177,WITCH 5.0,ENGAGE-INDCi2030-500f,2008.6684246928048,0.010299661203357064,6.368908085428908,R10INDIA+
178,WITCH 5.0,ENGAGE-INDCi2030-600f,1969.5976110202423,0.010038956728464868,6.245025806977935,R10INDIA+
179,WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,1980.1668493444372,0.010065689001742055,6.2785378125395725,R10INDIA+
180,WITCH 5.0,ENGAGE-INDCi2030-700f,1971.2902366343467,0.009992513669172101,6.250392634487519,R10INDIA+
181,WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,1936.0806324221403,0.009801511981095239,6.138753137298645,R10INDIA+
182,WITCH 5.0,ENGAGE-INDCi2030-800,2372.852885273019,0.012173132535620433,7.523631944809342,R10INDIA+
183,WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,2193.3727881784803,0.011224393822279365,6.954552335896889,R10INDIA+
184,WITCH 5.0,ENGAGE-INDCi2030-800f,1936.9913773415062,0.009785079001042718,6.14164084669329,R10INDIA+
185,WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,1935.4039815663718,0.009769948805727527,6.136607672644878,R10INDIA+
186,WITCH 5.0,ENGAGE-INDCi2030-900,1961.3382059128635,0.009957206426189991,6.218837616173242,R10INDIA+
187,WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,1935.8075675088262,0.009807613207374694,6.1378873272361805,R10INDIA+
188,WITCH 5.0,ENGAGE-INDCi2030-900f,1927.8720207893582,0.009717568612684923,6.112725997948273,R10INDIA+
189,WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,1923.4168127599019,0.009688883390274535,6.098599818588724,R10INDIA+
190,IMAGE 3.0,ENGAGE-INDCi2030-1000,537.739200289358,0.0029544069561553534,0.18070658155807454,R10AFRICA
191,IMAGE 3.0,ENGAGE-INDCi2030-1000f,787.5395716739681,0.004326841687474472,0.2646516820092973,R10AFRICA
192,IMAGE 3.0,ENGAGE-INDCi2030-1200,692.6366274253301,0.003805432947890439,0.23275966702184667,R10AFRICA
193,IMAGE 3.0,ENGAGE-INDCi2030-1200f,-227.9326834789199,-0.001252290897228465,-0.07659649144914564,R10AFRICA
194,IMAGE 3.0,ENGAGE-INDCi2030-1400f,-102.16368885370048,-0.0005613001857656037,-0.034331979074950725,R10AFRICA
195,IMAGE 3.0,ENGAGE-INDCi2030-800f,220.85902273088868,0.0012134273133420363,0.0742193966563717,R10AFRICA
196,IMAGE 3.0,ENGAGE-NPi2020-1000,915.6468037655295,0.005030678970345902,0.30770195614158297,R10AFRICA
197,IMAGE 3.0,ENGAGE-NPi2020-1200,1195.1201741175814,0.006566140898700735,0.40161863055486263,R10AFRICA
198,IMAGE 3.0,ENGAGE-NPi2020-1400,386.4544629680486,0.002123229537693571,0.1298675359602561,R10AFRICA
