model,scenario,Final energy per cap reductions,Share of final energy from electricity,Share of food demand from crops,region
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,-0.0014236034537571697,0.1839913031921086,0.002187041836518522,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE,-0.0007748259223227111,0.18259783700271787,0.0,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,-0.0017675813373035608,0.18452849695768014,0.0,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_D_LB,-0.0010312827499379326,0.09676797713510271,0.0,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,-0.0014716167436500914,0.18628522710808704,0.0018832276345589483,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,-0.0010856476438882295,0.188509983148543,0.0,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_D,-0.0011163121501101027,0.09491191691305456,0.0,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LI,-0.0014320589479708372,0.10122975510753154,0.0018832276345589483,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LIRE,-0.0010784817964787745,0.15804363529618592,0.0018832276345589483,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_RE,-0.0012367016668181144,0.1640060198935268,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,-0.0036672857818800357,0.10065852782628365,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,-0.0036232181690964323,0.10030162902591394,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,-0.004002405684452353,0.10029320881254561,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,-0.002686371045153183,0.10597061320725781,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,-0.002585572074106271,0.10624740785562672,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,-0.0039766771454370076,0.09989158376478763,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,-0.0030354422763343193,0.14273602686973252,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,-0.0025351092957207576,0.1397808162546279,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,-0.0021367511037783393,0.12917543756322752,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,-0.005790859166622156,0.11868142284316707,3.010530659774968e-05,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,-0.0018092450622162817,0.13245290239366775,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,-0.004724440655777703,0.11288355255474095,3.010530659774968e-05,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,-0.001942454353810845,0.12872162994010722,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,-0.003174574637255047,0.11259768416508545,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,-0.0030037434094791066,0.10633874349485892,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,-0.002781133432279252,0.10473894246720183,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,-0.0036001365998881117,0.10381756443789752,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,-0.003517109780296287,0.10366184676914394,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,-0.003370436816773816,0.1123974942389408,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,-0.0032129563610072825,0.11211801980120012,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,-0.0019441259836235174,0.12463031252576082,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,-0.001482500751948574,0.11536718804405843,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,-0.0010754009054986559,0.13812065578846178,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,-0.002627322496180331,0.10719631303575525,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,-0.002172376606894115,0.10863397721395415,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,-0.002118896113728553,0.11234016314017886,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,-0.001984499180888867,0.11866296528951087,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,-0.002538659097761381,0.10804118305319838,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,-0.0021988900020578697,0.10730584888960959,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,-0.0017819978510099053,0.12480410555618493,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,-0.001405711113716547,0.11607725313392792,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,-0.003670188609232062,0.10090773166932854,0.0,R10AFRICA
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,-0.002914762581362803,0.10702738222620825,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,-0.004219107850641252,0.2000582537032649,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,-0.006493350004623168,0.24010428554901678,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,-0.0020981498803629497,0.16419020520442973,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,-0.0032507301627172393,0.20136729764337374,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,-0.0008215096485245897,0.156861750085673,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,-0.002750795222709577,0.1856401453103696,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_Bridge,-0.001113758801031147,0.18289707370575128,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,-0.005374606132366202,0.23348138832877388,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,-0.0018590708619279743,0.1826704452402158,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,-0.003498540602833833,0.22091141606294368,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,-0.0019443175971623969,0.21236005533399482,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,-0.0043506993216601494,0.2701433235038153,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,-0.002750795222709577,0.1856401453103696,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,-0.0008215096485245897,0.156861750085673,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,-0.0010673847929380774,0.1777845683495551,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,-0.0003523145608160978,0.16443581146124858,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,-0.006169232979622158,0.2825173264290294,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,-0.001832864993725175,0.18326467674962182,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,-0.004275732599432695,0.2596389830871949,0.0,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,-0.0025218805537375495,0.23536343537162163,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,-0.00035554712454661033,0.25471795117840107,0.035566741750620356,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,-0.0010766660619664428,0.3066515337319402,0.03558152267366299,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,-0.0015265356593587576,0.23445009666650146,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,-0.002096390321022955,0.2755192846028446,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,-0.002109870584924782,0.2531151300871453,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,-0.0019997612022640485,0.2529788121929719,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,-0.001843739543681746,0.25374779716057816,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,-0.004678993873662688,0.21618455559764443,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,-0.00462632174555171,0.21740687938119574,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,-0.0016165138176455,0.2521153738502387,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,-0.0007826565855339959,0.2339784395551341,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,-0.000815669577020825,0.23370427767617985,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,-0.0016466076531217316,0.25308558959313443,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,-0.00031743291152708936,0.23657784311652774,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,-0.00021291086428433526,0.23765338694013116,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,-0.00031259667305993943,0.23567406842467967,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,-0.00010512270549454389,0.23977521046466338,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,-0.0006902624841662701,0.2198812703815666,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,-0.00010274950762424045,0.23890823869757993,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,-0.0004313436912807764,0.24264346432188338,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,-0.0006083018048248963,0.23370434963910308,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,-4.853837411736284e-05,0.23314889638530784,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,-0.00047195708192572516,0.21244099329675936,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.0,0.23730138310935794,0.04976644210561698,R10AFRICA
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,-0.00014096387200974309,0.29779788818440023,0.0356457103514074,R10AFRICA
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,-0.0014616789372501292,0.274051061759244,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,-0.0035544901325702052,0.306200376620134,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,-0.002780308901793191,0.16323183923911636,0.0,R10AFRICA
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,-0.0029951606879755482,0.18005401329924056,0.0,R10AFRICA
WITCH 5.0,EN_INDCi2030_500f,-0.007129313077632964,0.22623426099231808,0.0008233608131652526,R10AFRICA
WITCH 5.0,EN_NPi2020_400f,-0.0042137814485595105,0.222401303166261,0.003062135100979746,R10AFRICA
WITCH 5.0,EN_NPi2020_450,-0.006220292411030549,0.18963993939531248,0.003270206471314485,R10AFRICA
WITCH 5.0,EN_NPi2020_450f,-0.004042591659917261,0.21143222202379253,0.0027034322711275705,R10AFRICA
WITCH 5.0,EN_NPi2020_500,-0.005435203833886609,0.2016116971588161,0.003052337477605138,R10AFRICA
WITCH 5.0,EN_NPi2020_500f,-0.003849539584947709,0.20561070712542606,0.002349549983061583,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_D,-0.005133722874476394,0.11679636549715589,0.013744260078019321,R10CHINA+
IMAGE 3.2,SSP1_SPA1_19I_D_LB,-0.00522150005780618,0.10032463655357765,0.013744260078019321,R10CHINA+
IMAGE 3.2,SSP1_SPA1_19I_LI,-0.006823655600186017,0.11087254373341376,0.041242935492981636,R10CHINA+
IMAGE 3.2,SSP1_SPA1_19I_LIRE,-0.005627384660105587,0.10738325193324538,0.041242935492981636,R10CHINA+
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,-0.004774650287134731,0.12954911219591358,0.041242935492981636,R10CHINA+
IMAGE 3.2,SSP1_SPA1_19I_RE,-0.0037432781975649046,0.13531334068738082,0.01376219700346315,R10CHINA+
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,-0.003989000609118297,0.12171894114849968,0.013744260078019321,R10CHINA+
IMAGE 3.2,SSP2_SPA1_19I_D_LB,-0.004264767130849355,0.12470805518496947,0.0007793884289210018,R10CHINA+
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,-0.004789660928311006,0.13126744299644644,0.040516310822457324,R10CHINA+
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,-0.0034475855609342396,0.12123653419588465,0.0007793884289210018,R10CHINA+
IMAGE 3.2,SSP2_SPA2_19I_D,-0.00942301005625766,0.10439698594249025,0.0007793884289210018,R10CHINA+
IMAGE 3.2,SSP2_SPA2_19I_LI,-0.010982294182223115,0.12796689462584226,0.040516310822457324,R10CHINA+
IMAGE 3.2,SSP2_SPA2_19I_LIRE,-0.011741650296549763,0.10205437133468931,0.040516310822457324,R10CHINA+
IMAGE 3.2,SSP2_SPA2_19I_RE,-0.010122867096345772,0.11697708641866184,0.0007170409871839478,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,-0.012796278362267884,0.18283022046554204,0.05713948594955898,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,-0.012610499997649405,0.19266520028732453,0.05713948594955898,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,-0.014146705469606877,0.16130164360624027,0.05713948594955898,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,-0.01107778911606968,0.15015258244382174,0.05713948594955898,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,-0.010983699154538819,0.15087858906692536,0.05713948594955898,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,-0.01389346431509856,0.1561316908663064,0.05713948594955898,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,-0.008400305368484906,0.13974505473434468,0.062424560715753086,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,-0.007212050546246317,0.11484986215606952,0.061926095387975666,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,-0.005429326234334987,0.11041464853278588,0.06190662184605866,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,-0.015135664143201888,0.19564402134983788,0.06358726798451864,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,-0.004715703303537815,0.10221035887763857,0.06190662184605866,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,-0.012543608852869453,0.16852205064031395,0.06282437908257033,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,-0.0031411796636276676,0.11756136536645201,0.06171497965614736,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,-0.008523616169233077,0.13807061329762654,0.06242202690182219,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,-0.012301388797207408,0.1327933166514042,0.06241998063666998,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,-0.008556883901345139,0.14787304104805998,0.06264289906461118,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,-0.009415306190987287,0.14688185693864014,0.06241550236617821,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,-0.009109755345695893,0.15058740524223596,0.06241550236617821,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,-0.00913540950674703,0.14782869034128993,0.06241621100246486,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,-0.008528253201997502,0.14979624992771956,0.062419149155365394,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,-0.002618146153402355,0.11424205659265946,0.06105946870258172,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,-0.006427395444200797,0.11065229179902042,0.06105946870258172,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,-0.00421110234324297,0.10790522990444296,0.05938486885935679,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,-0.006818374089387028,0.11315655710752165,0.06190662184605866,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,-0.005548226962127457,0.09334634684495213,0.06190662184605866,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,-0.004397188261846013,0.09558411641695624,0.06171497965614736,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,-0.0026683464213119387,0.11246537837375059,0.06105946870258172,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,-0.006273457490176576,0.11161697076475202,0.06190662184605866,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,-0.010168636484213206,0.10737970734808389,0.06190662184605866,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,-0.001933045297024004,0.10096102292608883,0.06068064229598469,R10CHINA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,-0.005633669915137043,0.09151015999333595,0.05938486885935679,R10CHINA+
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,-0.013654267122921476,0.14738403820713908,0.06243520880990705,R10CHINA+
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,-0.012110817645821823,0.12791846659852502,0.06230486217474118,R10CHINA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.0,0.11463334889341775,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,-0.004960009481620356,0.129131763902338,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.0,0.09755843095028749,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.0,0.11390513091803867,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.0,0.09275704604506524,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.0,0.10119480548385307,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.0,0.09223669475843788,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,-0.0035821982392288537,0.1019271376684106,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,-0.0008583703347818383,0.10244388164772683,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.0,0.10368200952108092,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.0,0.12008704817428034,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,-0.007633573237525247,0.10875282675499093,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.0,0.10119480548385307,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.0,0.09275704604506524,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.0,0.08825920744301524,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.0,0.09478451694745266,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,-0.0057478741512913545,0.11030765112141033,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,-0.00022451065611586718,0.09968937688999674,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,-0.00034697467756704403,0.10209061709021294,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,-0.0001574817887325386,0.11710718713722751,0.03150000842508627,R10CHINA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,-0.0054529482627367135,0.13589643309570237,0.03922902070483114,R10CHINA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,-0.005326953373442522,0.1407524897124845,0.03937027758579348,R10CHINA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.0,0.09628152592133193,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,-0.004719969387458986,0.16028486119445196,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,-0.011540336970922924,0.11293341678129815,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,-0.010663503538999197,0.10868068311181739,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,-0.010079239031073925,0.10554991771761779,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,-0.03191224724760656,0.15998943678020755,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,-0.030390631444054912,0.16207418421337688,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,-0.009398834336929271,0.10180448340024434,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,-0.007886734655207173,0.0936030942002321,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,-0.0081450586959914,0.09416044708595472,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,-0.009525567165728055,0.10184372446301831,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,-0.0034067795373654564,0.11618236775894647,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,-0.0032447548805471654,0.10939008687770074,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,-0.0069704610218201055,0.1165678700753926,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,-0.0026728039386032937,0.10265914343881,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,-0.004139702758796458,0.09850054819752646,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,-0.0022044645791043788,0.09853662414754921,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,-0.003607987408473484,0.10909380025667392,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,-0.0025403771472716496,0.09457572777118456,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,-0.0015718707566114293,0.09869296208917183,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,-0.0017344293683945883,0.08792889417987737,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,-0.009882105482230584,0.12127064868771814,0.08792457200216897,R10CHINA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,-0.010071775955500045,0.09779298422355531,0.039265400723891286,R10CHINA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,-0.004657006641473074,0.09245771939955921,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,-0.013385822585720304,0.1616534084889819,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,-0.00692910625330731,0.12090923722705271,0.0,R10CHINA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,-0.012505762096817252,0.1351983157991805,0.0,R10CHINA+
WITCH 5.0,EN_INDCi2030_500f,-0.013127254645402951,0.09999213009752522,0.003994434535163127,R10CHINA+
WITCH 5.0,EN_NPi2020_400f,-0.0063561174662840544,0.1342514460679109,0.0,R10CHINA+
WITCH 5.0,EN_NPi2020_450,-0.013728976932088681,0.14384004172290582,0.0,R10CHINA+
WITCH 5.0,EN_NPi2020_450f,-0.005758812369969717,0.13281185440765864,0.0,R10CHINA+
WITCH 5.0,EN_NPi2020_500,-0.011480258761496179,0.14158158415362343,0.0,R10CHINA+
WITCH 5.0,EN_NPi2020_500f,-0.005174633633859123,0.13144712871452058,0.0,R10CHINA+
IMAGE 3.2,SSP1_SPA1_19I_D,-0.010024353825590873,0.10907259756020149,0.007433550345957718,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_D_LB,-0.017748109045503405,0.19047849323911115,0.007433550345957718,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_LI,-0.01106368673398335,0.11446318916296705,0.011239949619238687,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_LIRE,-0.011882662568135569,0.15742156709213734,0.011239949619238687,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,-0.019023699984286532,0.21861641066960683,0.011239949619238687,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_RE,-0.010923496089402643,0.14939407955356437,0.007416220804760787,R10MIDDLE_EAST
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,-0.017723944945126968,0.1828942127267275,0.007433550345957718,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA1_19I_D_LB,-0.017820046422219626,0.2233091167615654,0.0,R10MIDDLE_EAST
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,-0.019062393862174877,0.22504958551721016,0.004755908289627686,R10MIDDLE_EAST
