model,scenario,CDR_2050,flexibility_scores,shannon_index,carbon_budgets,robustness_score
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.21819562088988298,0.6679510065840512,0.5524290355607445,1.0,2.438575663034679
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.2204341580516882,0.5207923619057369,0.4836908133393138,0.6366482492069088,1.8615655825036477
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.18836058300933686,0.6297607894222311,0.4790624107266862,0.8480094568777381,2.1451932400359923
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.17879348638186984,0.5996962108939827,0.3800586624717718,0.7497596482483148,1.9083080079959391
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.4183429800601626,0.5873946068326713,0.6540349791884823,0.9910285347153143,2.65080110079663
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.4172984086883962,0.43011359980154623,0.6187994426889846,0.5316560904848531,1.99786754166378
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.37035436996269133,0.5395995482238723,0.6010438224804765,0.8394778855522579,2.350475626219298
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.33414702759919884,0.5118906423728248,0.5156763899604607,0.7390900350825805,2.100804095015065
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.13200884700003318,0.3318242799590634,0.8485551659306528,0.37408050701116574,1.686468799900915
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.014535953187209648,0.1797344361471157,0.7909499496326726,0.2924630775574195,1.2776834165244173
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.24543069185393454,0.370168547281685,0.6306070198865843,0.4032629843048718,1.6494692433270757
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.0,0.16047063133824224,0.7133068850372061,0.2405929701000357,1.114370486475484
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.26991145344841105,0.3687998739106125,0.7148352329512755,0.8017244615656862,2.1552710218759854
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.24523333281868015,0.37805693018345093,0.7207942127719871,0.8017244615656862,2.145808937339804
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.22759677227436373,0.3898839759958721,0.7264277460698056,0.8017244615656862,2.145632955905728
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.2907122667296556,0.3343848805055396,0.6601842803622673,0.7266635274940292,2.011944955091492
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.2932068905313329,0.32928264715990624,0.6702617025232203,0.7179353886009066,2.0106866288153658
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.1960119346445649,0.4031113645378076,0.7324365701274081,0.8017244615656862,2.1332843308754668
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.06849024941993195,0.43258068050751264,0.7411360075369438,0.7266635274940292,1.9688704649584174
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.07838578025776717,0.4276873851951156,0.7399849338035476,0.7179353886009066,1.9639934878573369
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.19583596954267143,0.3960926193793301,0.7324532040516096,0.8068070960209549,2.131188888994566
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.1731405855256798,0.2184696675830403,0.7026262995383614,0.3276813021150926,1.4219178547621742
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.1543291030930635,0.23812485702933056,0.7168058486336941,0.3488086194020803,1.4580684281581686
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.38213740100635024,0.0,0.6666916586475519,0.11004313455059941,1.1588721942045015
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.13672458943481813,0.26378310660912285,0.7317966981502356,0.3779651772521582,1.5102695714463348
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.2528709222285905,0.12272658733197121,0.6368550139392899,0.22702609338123209,1.2394786168810836
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.12358554141554907,0.2805789876232101,0.7409812045078654,0.3985531098390356,1.5436988433856602
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.16910099984809746,0.2115823542680949,0.689934662470375,0.316472212048705,1.3870902286352724
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.14007041826887343,0.2748752889799104,0.738877476774128,0.2889683293350115,1.4427915133579234
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.10849768369490952,0.30210822536248527,0.7553670759589515,0.4287495116814397,1.594722496697786
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.08681535311721894,0.3489717839064802,0.7598963934111539,0.38560311668489755,1.5812866471197504
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.04203031634430052,0.2732327979344188,0.9053558387751162,0.37292291699921915,1.5935418700530546
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.13996458707056533,0.2108116947141251,0.86407869576161,0.3306387770564543,1.5454937546027547
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.21851135746283717,0.23769844898459616,0.6940236668008878,0.36806826361476436,1.5183017368630856
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.09653945779383517,0.013860800359959012,1.0,0.32066962918800324,1.4310698873417973
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.14217097320610203,0.4431746007519916,0.6837529643367157,0.5631747890129278,1.8322733273077372
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.3420923693692769,0.3851213505703215,0.67167701724944,0.388768433141731,1.7876591703307692
WITCH 5.0,EN_INDCi2030_500f,0.16638328132210944,0.6299336752358107,0.3573747941183791,0.7057408410288895,1.8594325917051888
WITCH 5.0,EN_NPi2020_400f,0.24799580779499283,0.5559540980666186,0.3157618926340181,0.139382686761339,1.2590944852569685
WITCH 5.0,EN_NPi2020_450,0.3063006401611663,0.4807615815373725,0.3223024864980658,0.0,1.1093647081966047
WITCH 5.0,EN_NPi2020_450f,0.24917085728722554,0.5673354390408885,0.3117788695284169,0.153928363665822,1.282213529522353
WITCH 5.0,EN_NPi2020_500,0.298917397980402,0.5001879925570742,0.32024887715483374,0.06241004722969447,1.1817643149220045
WITCH 5.0,EN_NPi2020_500f,0.24825198078162333,0.5776205517950378,0.3093758774105392,0.17294762447409862,1.3081960344612988
