model,scenario,final_demand_reduction,electrification,transition_speed_score,Region
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,0.0,0.1476604412844797,0.1476604412844797,R10INDIA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,0.0,0.4709200152539533,0.4709200152539533,R10INDIA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,0.0,0.39215714986758016,0.39215714986758016,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,0.008099714108047213,0.41309045038188086,0.4211901644899281,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,0.018694272683151426,0.22077288895627226,0.2394671616394237,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,0.0,0.4069170376892859,0.4069170376892859,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,0.0,0.2284814217002517,0.2284814217002517,R10INDIA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,0.0,0.14487042834240355,0.14487042834240355,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,0.0,0.4131729345645544,0.4131729345645544,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,0.0,0.48451915516498684,0.48451915516498684,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,0.14932804860031973,0.5320405291393813,0.6813685777397009,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),0.0,0.3601412547101218,0.3601412547101218,R10INDIA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,0.0,0.5146201382420618,0.5146201382420618,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,0.6622475158354645,0.4653651224484918,1.1276126382839564,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,0.4502754724333518,0.4430868575162018,0.8933623299495537,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,0.4458896960365,0.444062743596543,0.889952439633043,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,0.6488724217592244,0.5206630741798279,1.1695354959390523,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,0.3646130061555795,0.47240380055415215,0.8370168067097317,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,0.29233722286470926,0.41323822627488266,0.7055754491395919,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,0.2662484029477036,0.4101266786746167,0.6763750816223203,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,0.3926214268328082,0.5183068294535154,0.9109282562863236,R10INDIA+
