model,scenario,between_region_gini,carbon_budget_fairness,fairness_score
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.17161081482391488,0.3491892321214079,0.5208000469453228
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.8395141944018463,0.4649305347143835,1.3044447291162298
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.8651186927309662,0.46340139226553045,1.3285200849964967
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.8348953151273919,0.4373320486185742,1.2722273637459662
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.8519802631244978,0.31945231497902116,1.171432578103519
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.8367329802953489,0.43016237846930905,1.2668953587646579
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.8417663647499707,0.43366665082125333,1.275433015571224
REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.8445098311823257,0.3897510462244445,1.2342608774067703
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.8710233737201429,0.46407042314044483,1.3350937968605878
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.855128243516528,0.3100233055140355,1.1651515490305635
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.8654015748756498,0.43241795210831047,1.2978195269839603
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.8586990860369528,0.3935272113206759,1.2522262973576286
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.9276803921598056,0.0,0.9276803921598056
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.8417663647499707,0.46136177695127906,1.3031281417012497
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.8367329802953489,0.4578887167674327,1.2946216970627815
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.8420466762962457,0.4314134972712897,1.2734601735675355
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.8368749089810095,0.3912471621566927,1.228122071137702
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.8942761153948259,0.46296070759141533,1.3572368229862413
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.8580854841592538,0.31341734844254565,1.1715028326017993
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.881823593195005,0.42735600697586595,1.309179600170871
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.871642423901151,0.3853145836560728,1.2569570075572238
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.6198143448384461,0.20066810520328054,0.8204824500417267
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.6279647218759601,0.12934982384873997,0.7573145457247
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.841233295149942,0.28711574554438585,1.128349040694328
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.8605149027879406,0.16697005379872215,1.0274849565866628
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.8434541394933367,0.4018437520730804,1.245297891566417
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.8420530986374871,0.4018437520730804,1.2438968507105674
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.8410128368149102,0.4018437520730804,1.2428565888879906
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,1.0,0.36958038580358227,1.3695803858035822
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.9988725841015473,0.2715193843030012,1.2703919684045486
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.8399799580932645,0.4018437520730804,1.241823710166345
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.9804850838756556,0.36958038580358227,1.3500654696792378
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.9799638344809432,0.2715193843030012,1.2514832187839444
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.8400806217197249,0.3042638526145745,1.1443444743342994
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.8433091813928849,0.29707040133536755,1.1403795827282526
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.8425763744218463,0.30721891576238397,1.1497952901842303
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.8536624205370066,0.01605199701337378,0.8697144175503804
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.8415927617214285,0.32208358740187604,1.1636763491233046
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.8478319834423188,0.186863187488659,1.0346951709309777
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.8411348929482545,0.332239644972883,1.1733745379211376
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.8447608225083726,0.2840323940369265,1.128793216545299
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.9826273093742686,0.2378441982967046,1.2204715076709731
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.8400824889487156,0.3521659411237972,1.192248430072513
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.979900728541983,0.3171784299079049,1.297079158449888
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.6007769104021852,0.08463375382593545,0.6854106642281206
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.6170631765382057,0.12799495153477716,0.7450581280729829
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.8414020863502057,0.19115901537232408,1.0325611017225298
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.8304131106118728,0.027007168907326615,0.8574202795191994
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.8247522571380753,0.24343897788854074,1.068191235026616
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.8311681399887317,0.1001133262903699,0.9312814662791016
WITCH 5.0,EN_INDCi2030_500f,0.6284435594302893,0.8794872429060046,1.5079308023362938
WITCH 5.0,EN_NPi2020_400f,0.621839847596092,0.21425728140845698,0.836097129004549
WITCH 5.0,EN_NPi2020_450,0.6342155359660205,0.06359924695375953,0.69781478291978
WITCH 5.0,EN_NPi2020_450f,0.6198270471151802,0.24107849033895373,0.8609055374541339
WITCH 5.0,EN_NPi2020_500,0.6358109368685755,0.12750021092583094,0.7633111477944065
WITCH 5.0,EN_NPi2020_500f,0.618292603189977,0.2639844249963845,0.8822770281863616
