model,scenario,Final energy per cap reductions,Share of final energy from electricity,region
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,-0.0023917997226104697,0.10555334884060943,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,-0.0029525230627345835,0.10220046921447618,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,-0.0013308801903377972,0.13046687095219855,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,-0.0017122550440455651,0.11285807848824447,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,-0.0017122550440455651,0.1040436095462779,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,-0.0030045948358119814,0.18116737006038702,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,-0.0028116139468583237,0.17634188032095066,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,-0.002456328935580534,0.15974112864255038,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,-0.0022087355969122695,0.15146583535056,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,-0.0023917997226104697,0.17608700256319243,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,-0.0029525230627345835,0.18201352254515682,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,-0.0018893656058655596,0.16281284922851114,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,-0.001873058988964487,0.15039406148074727,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,-0.0017122550440455651,0.14855597108629193,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,-0.0031659172037620826,0.1816994206884855,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,-0.0017122550440455651,0.1324037321465862,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,-0.0017958369173311176,0.1054252466170057,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,-0.002444313690096971,0.10414426170885666,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,-0.0017470957405280024,0.10353279013854938,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,-0.0018550931799700982,0.1137868555593674,R10AFRICA
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,-0.0048050434036154485,0.21658279800172106,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,0.0,0.12693282124657268,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,0.0,0.1255409207051465,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,-0.0010853064726729054,0.1802286044474525,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,-0.0009536193655600537,0.17870797572639943,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,0.0,0.12233091866137141,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,0.0,0.12276068524901249,R10AFRICA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,-0.0010949624270394677,0.15403745815857545,R10AFRICA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,-0.0018783673016880553,0.17831104169174705,R10AFRICA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,-0.004009343348516369,0.17387253424589777,R10AFRICA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,-0.0025554055696182295,0.20052799839207672,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1000,-0.004815613337397806,0.1886899848661548,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,-0.005838414361082811,0.18657077686408652,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1000f,-0.004010901559178968,0.17370533097268426,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,-0.005838414361082811,0.16894358030011347,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1200,-0.003481843040196199,0.1690141122656592,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,-0.005838414361082811,0.17031108219221047,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1200f,-0.0031674381998872073,0.17018396999224827,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,-0.005838414361082811,0.17492283288022792,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1400,-0.0032706998005288274,0.16572658684446118,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,-0.005838414361082811,0.15969220433050757,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1400f,-0.003442236037655007,0.16243310654326115,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,-0.005838414361082811,0.1623249534886786,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,-0.005838414361082811,0.14827306179445943,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-500f,-0.007129313077632957,0.22623426099231808,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-600f,-0.0063851936588505374,0.22595776789351868,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,-0.005838414361082811,0.22468958821578539,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-700f,-0.005653287662920897,0.2144751769414318,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,-0.005838414361082811,0.2033855798113584,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-800,-0.006590953951133693,0.20878618304385121,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,-0.005838414361082811,0.2047491262255446,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-800f,-0.0050033321161146605,0.19460971417177675,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,-0.005838414361082811,0.1885693027407221,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-900,-0.005593638325106905,0.21326608873201486,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,-0.005838414361082811,0.20902260455227645,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-900f,-0.004328962765743065,0.18294355129817347,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,-0.005838414361082811,0.17664701794899212,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1000,-0.018801399759996652,0.10053154324792879,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1000f,-0.012096369545299038,0.15610875727329637,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1200,-0.014855130486849423,0.07985534098474678,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1200f,-0.007132329831748503,0.12060706467692495,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1400f,-0.00712039618152753,0.11919743837060343,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-800f,-0.018996980147457147,0.10154542911225922,R10CHINA+
IMAGE 3.0,ENGAGE-NPi2020-1000,-0.011949940068718447,0.08710900233114172,R10CHINA+
IMAGE 3.0,ENGAGE-NPi2020-1200,-0.007294540879062152,0.09182576598050485,R10CHINA+
IMAGE 3.0,ENGAGE-NPi2020-1400,-0.005268167341090112,0.08583927101030492,R10CHINA+
IMAGE 3.0,ENGAGE-NPi2020-1400f,-0.006173461467943175,0.11351991190281102,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,-0.0051337228744763735,0.11679636549715589,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,-0.005627384660105553,0.10738325193324538,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,-0.0037432781975648838,0.13531334068738082,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,-0.0034097594079658955,0.1180192499314035,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,-0.005649587708017628,0.10912402796898235,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,-0.004881069392910095,0.0961773226818855,R10CHINA+
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,-0.0032763634705049102,0.1221928929538591,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,-0.001936300720932517,0.07249429533400048,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,-0.010122867096345821,0.11697708641866184,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,-0.003923104454224613,0.07506329802767736,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,-0.005302745444089804,0.09468341620081072,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,-0.003935748474749194,0.10001903233967946,R10CHINA+
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,-0.0031408584316992144,0.09291482730510242,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,-0.006653591073818854,0.10150514217569762,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,-0.007068506072054566,0.08146367235855351,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,-0.00468301108643529,0.09075521781275875,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,-0.00447257152226245,0.06997916473293514,R10CHINA+
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,-0.006104629809092807,0.07042341096165278,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,-0.003725342376321647,0.09954866860280398,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,-0.005071869652874261,0.07756702808635146,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,-0.010049124665329139,0.06769361711603522,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),-0.004285926729492462,0.0597531906667606,R10CHINA+
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,-0.0027674315517128845,0.0902513278844791,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,-0.025464344688549995,0.12825996940785883,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,-0.016385070396573616,0.10941844535728379,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,-0.017257217627101952,0.1106944329945902,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,-0.020610238320802908,0.10841073021283348,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,-0.015692195191292557,0.11399619712303738,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,-0.00998352227858769,0.09704263010930825,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,-0.009965886589334547,0.09693531161183921,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,-0.013071517602080099,0.10030500064133929,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,-0.01390574605878156,0.11040409212669422,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,-0.009583715273968063,0.10004331031894836,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,-0.031938228038774864,0.144939042627997,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,-0.030764073284296,0.1395774503259219,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,-0.028503826892582115,0.13158116294524203,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,-0.026799277392969147,0.129494059147232,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,-0.022527351138234432,0.11176009657634117,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,-0.02329489508259474,0.11433701096464449,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,-0.02461081208516383,0.11343346144972721,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,-0.024295721688737996,0.12568498154804325,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,-0.021753366795616992,0.12387967308406689,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,-0.032876450984726135,0.1525347082124689,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,-0.01831724624603722,0.1184509784389069,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,-0.006130689504871348,0.09568909126190484,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,-0.00673497258356745,0.09211715788408265,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,-0.003617913922990601,0.09098642429594972,R10CHINA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,-0.007371942075643373,0.09895214734345115,R10CHINA+
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,-0.017168135420804295,0.11361153732777368,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,-0.008043478095551268,0.08176319944608845,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,-0.008149502224428978,0.08072039092065647,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,-0.013265885675840833,0.11493827825904152,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,-0.012792988981914846,0.11264316258776247,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,-0.00569114201077299,0.10304919696364867,R10CHINA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,-0.005687010165960293,0.10269476782338172,R10CHINA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,-0.0069021506835420104,0.10334182241614975,R10CHINA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,-0.01236016295991442,0.13251310118853366,R10CHINA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,-0.013306464644364246,0.15559709507934671,R10CHINA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,-0.009011046616623088,0.21146324899775187,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1000,-0.008157207534155816,0.08560290228748207,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,-0.0013699941070763333,0.08729379576790824,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1000f,-0.007043507799109672,0.08200873427715716,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,-0.00022426786318692493,0.08040658575679999,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1200,-0.0065057772751614396,0.07822401281745534,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,0.0,0.07852697698421984,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1200f,-0.005322781136481991,0.08038326591196016,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,0.0,0.07695212881504476,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1400,-0.004757983592747025,0.07681339278713223,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,0.0,0.07476543468692459,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1400f,-0.004598862470655024,0.07597805509308497,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,0.0,0.07412918190758205,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,0.0,0.07283931698787982,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-500f,-0.013127254645402951,0.09999213009752522,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-600f,-0.01138127293437731,0.0951554311640827,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,-0.0038686452984104808,0.0990533360344194,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-700f,-0.00991442603738786,0.09499238697733381,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,-0.0024484133403334246,0.0973495804083484,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-800,-0.012459834321496978,0.11220770803543867,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,-0.0051840046065094805,0.115261095041994,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-800f,-0.008546363215123712,0.09235885834822433,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,-0.0014011814284515395,0.09006800491585343,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-900,-0.00987933126481029,0.09830187391307943,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,-0.002611093988133792,0.0936320314142523,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-900f,-0.007712093191518665,0.08456262373821954,R10CHINA+
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,-0.0008206137443094452,0.08315870435122225,R10CHINA+
IMAGE 3.0,ENGAGE-INDCi2030-1000,-0.027320406273842336,0.09720995525322962,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1000f,-0.017438382649904577,0.10970838479066108,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1200,-0.021418940340223347,0.05813009004732128,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1200f,-0.011874849972572293,0.0772923676895283,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1400f,-0.011166493716951262,0.08343579077648983,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-800f,-0.02665235125790067,0.11804813342606402,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-NPi2020-1000,-0.018573155341016383,0.056435022159748216,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-NPi2020-1200,-0.011120524431648876,0.05758232094719881,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-NPi2020-1400,-0.008034314796957848,0.06567692900124966,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-NPi2020-1400f,-0.006031783692381429,0.08383527862889484,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,-0.010024353825590873,0.10907259756020149,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,-0.011882662568135569,0.15742156709213734,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,-0.010923496089402643,0.14939407955356437,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,-0.0071659975728785436,0.08646189469803528,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,-0.005419024028399805,0.08330638334544418,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,-0.007591865083360974,0.14434243855289525,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,-0.006840538609452884,0.13212857446328907,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,-0.008677521093945095,0.07961956739096165,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,-0.029314134370707026,0.14536789787917997,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,-0.01069033163153707,0.08780246697860616,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,-0.011689092490570624,0.08482043830156505,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,-0.010789360404994106,0.14166374312215396,R10MIDDLE_EAST
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,-0.0113041981789683,0.1510727426807318,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,-0.01277476362106933,0.1075765723641359,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,-0.015503113432557267,0.12634954847320307,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,-0.009571712109332622,0.11759112960992621,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,-0.006656288303948224,0.07440507596735316,R10MIDDLE_EAST
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,-0.009744946529593124,0.058867505749884724,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,-0.005896091250059965,0.07988595112963387,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,-0.00613592477788763,0.09475003634517526,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,-0.016738441610479514,0.14275815774365969,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),-0.012390620402619769,0.08742528354118226,R10MIDDLE_EAST
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,-0.01047440470423796,0.12482889804448291,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,-0.024715473149922354,0.08441643654944483,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,-0.019119506033479394,0.07927195220899794,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,-0.018894082293207784,0.0795859487986032,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,-0.031519767263431205,0.09526095926141617,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,-0.017849180006928755,0.08292309156736324,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,-0.015310613608306899,0.0743102343354968,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,-0.014530220241410138,0.07316298569302679,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,-0.025181475076247052,0.08938928678279875,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,-0.016603538498812874,0.0802762758605586,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,-0.014068179166772755,0.07176055508481671,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,-0.028876780933446672,0.07835159435158928,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,-0.02814323261615368,0.07626995017353289,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,-0.02671170692419371,0.07925937227544572,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,-0.025608119535972133,0.0813515568559004,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,-0.023023346433934735,0.07738593740566727,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,-0.022721312011865488,0.07634656139344678,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,-0.034664414564807455,0.09905039425821377,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,-0.023894541392211338,0.08294669845123889,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,-0.022143043229106325,0.08335421338365395,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,-0.029515956684538075,0.09870613036868747,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,-0.019668051571787255,0.083434632950011,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,-0.014708365495906858,0.07092704289606355,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,-0.013843515326582068,0.06668651119312052,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,-0.013656310030412414,0.06667311605066539,R10MIDDLE_EAST
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,-0.015275445974081675,0.07716159313558094,R10MIDDLE_EAST
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,-0.016328104903059838,0.19871241939206136,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,-0.0020999280733094428,0.08165239650576922,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,-0.0019907959847817597,0.08095086695502923,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,-0.00954737187499409,0.1140833370916211,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,-0.00865788707384893,0.12152866353628639,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,-0.0027519219027880085,0.09532031090153403,R10MIDDLE_EAST
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,-0.002609180976259007,0.0948148752841356,R10MIDDLE_EAST
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,-0.0005306087961842315,0.08080612438864254,R10MIDDLE_EAST
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,-0.005094305971174454,0.09857979522538401,R10MIDDLE_EAST
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,-0.018961878836187607,0.1629023802463226,R10MIDDLE_EAST
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,-0.009245053515314662,0.18256359074568768,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1000,-0.012444205016297283,0.1537215689895216,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,-0.01068870029218328,0.1581547326382422,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1000f,-0.010649981534203067,0.14859349314724496,R10MIDDLE_EAST
