model,scenario,Final energy per cap reductions,Share of final energy from electricity,region
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,-0.00879194906982081,0.1513666159824561,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1200,-0.00885891748219507,0.1368382715521163,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,-0.007156033695651404,0.1426302687284115,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1200f,-0.007827950364678343,0.1335916441610855,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,-0.006032930264740992,0.14046261285780998,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1400,-0.0060645170489086325,0.1225327252138983,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,-0.004465531978464304,0.1312794438246565,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1400f,-0.00587383245198457,0.12286610063844317,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,-0.0040964948794501715,0.1303721079040634,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,-0.002616082870498783,0.12060125695582741,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-500f,-0.0196903059813993,0.2230537768818619,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-600f,-0.018645642721994884,0.19953618219269015,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,-0.01652149929215077,0.1933521005794125,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-700f,-0.016124255749000463,0.1875207996170759,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,-0.013149687463517447,0.1775479660063179,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-800,-0.017864157944175132,0.2071450786798934,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,-0.016956403587181215,0.19681716120052267,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-800f,-0.013720448666105556,0.16393422851657447,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,-0.011741478515593304,0.16576763281693696,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-900,-0.015201446854692956,0.18080465323498196,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,-0.013219557756692882,0.1718082568567405,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-900f,-0.011860721844260742,0.15235705241133607,R10MIDDLE_EAST
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,-0.009881295791282454,0.15821391978515875,R10MIDDLE_EAST
IMAGE 3.0,ENGAGE-INDCi2030-1000,-0.01739111864190554,0.11219832173686428,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1000f,-0.011281471758241138,0.13522114832982235,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1200,-0.013618447372730491,0.0712439431893867,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1200f,-0.01039252704702505,0.07928377655090968,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1400f,-0.01039252704702505,0.07657135084936345,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-800f,-0.01807098827490357,0.11884442641738402,R10EUROPE
IMAGE 3.0,ENGAGE-NPi2020-1000,-0.015915925284552074,0.09326488999498661,R10EUROPE
IMAGE 3.0,ENGAGE-NPi2020-1200,-0.012473915322093423,0.05677105523088444,R10EUROPE
IMAGE 3.0,ENGAGE-NPi2020-1400,-0.011342666173912871,0.05533688314636498,R10EUROPE
IMAGE 3.0,ENGAGE-NPi2020-1400f,-0.011955495257193,0.06927610469422207,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,-0.010253967067051534,0.06453978968736307,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,-0.011048760165584773,0.07607116620503268,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,-0.009313795025153795,0.0707516255987872,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,-0.00844546007352881,0.0571007794950287,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,-0.011685936988361553,0.048061155671362404,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,-0.01083092715434067,0.06870688669628808,R10EUROPE
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,-0.008554038004479028,0.06738999695676501,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,-0.008060299234569288,0.06237823108569868,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,-0.016599958071395013,0.08391505442111169,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,-0.007681630099696482,0.062344979606993256,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,-0.00969516503394531,0.061872326384403376,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,-0.010247363311009242,0.06311705335607354,R10EUROPE
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,-0.009347646657563907,0.06244367075279478,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,-0.014517697418156394,0.09238399012904283,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,-0.015362119885069213,0.09804084400774826,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,-0.012659888888373466,0.08370264098025137,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,-0.012003292857050332,0.06243768392016549,R10EUROPE
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,-0.012487670175837642,0.06599505701468256,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,-0.010572054338424203,0.09152777974234738,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,-0.011382737319937344,0.11680970104990596,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,-0.019637240062697153,0.09743472518479512,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),-0.010708052833788492,0.08138153399660453,R10EUROPE
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,-0.011359186030515264,0.10184330355929233,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,-0.028717342475914398,0.1482200831773225,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,-0.02081974933777693,0.12522238625128396,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,-0.012971259176477186,0.12780312800479504,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,-0.017244098313840883,0.139413385509491,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,-0.019649556645465693,0.11218136200776474,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,-0.015822895851276997,0.10476084322894014,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,-0.010657426007963489,0.1140687231527186,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,-0.017244151518884324,0.11309490515175374,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,-0.018176021959753277,0.10641846031484192,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,-0.015166543428457552,0.09475890428509265,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,-0.034404587379641256,0.15559345773118116,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,-0.033434314133093404,0.15610337646237088,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,-0.03147379764310788,0.1545841464663989,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,-0.029967983968270627,0.15156412434037458,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,-0.026732396979698085,0.14650371410704277,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,-0.01796094165334894,0.16024435817273752,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,-0.018118715736200254,0.16079876009951954,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,-0.02760860474508342,0.14411754193523268,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,-0.02520868409253773,0.1352130226310433,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,-0.03516643692180747,0.15452962141951337,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,-0.021922159809068226,0.12152181493077208,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,-0.012724096717747269,0.09124586438533444,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,-0.011579724457880011,0.09185900103041444,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,-0.010771729667736388,0.08519138707808549,R10EUROPE
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,-0.01398219184618038,0.09839564656223687,R10EUROPE
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,-0.024343349582128082,0.20449959439116533,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,-0.009161956023574336,0.07639115369917521,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,-0.009030968847720935,0.07623010400133384,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,-0.012272174429582658,0.0973422797820997,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,-0.01193103403660098,0.09764226930076048,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,-0.01243966467374115,0.10017596190305522,R10EUROPE
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,-0.012539046170491286,0.10061569811527904,R10EUROPE
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,-0.014964440157468673,0.10787925029077411,R10EUROPE
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,-0.026647874465107774,0.18811968569058962,R10EUROPE
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,-0.02540954080808408,0.19006532487147404,R10EUROPE
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,-0.019197865269352923,0.21077128703836356,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1000,-0.001020159049539282,0.15039348637858874,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,-0.0006143443223520645,0.14979559603669762,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1000f,-0.001020159049539282,0.1371364936176948,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,-0.0006143443223520645,0.13440028437667478,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1200,-0.0010201590495392543,0.12889439649689743,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,-0.0006143443223520645,0.12783198335510898,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1200f,-0.001020159049539282,0.12275858345423296,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,-0.0006143443223520645,0.12010357527160048,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1400,-0.001020159049539282,0.11028441451198295,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,-0.0006143443223520645,0.1059235399210548,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1400f,-0.001020159049539282,0.10670803873074103,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,-0.0006143443223520645,0.106167013200539,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,-0.0006143443223520645,0.09178987964331065,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-500f,-0.006384380017094668,0.21594011451295902,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-600f,-0.004239217599061262,0.18747204634036874,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,-0.0028035076047038254,0.1801545854420547,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-700f,-0.0019408859867868639,0.16608160479006073,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,-0.0016810373939572104,0.1700585928696306,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-800,-0.00494796282578365,0.19919279919953015,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,-0.003999808194663945,0.1936635521138867,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-800f,-0.0012684548551507857,0.15942717491981084,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,-0.0006143443223520645,0.158270999356598,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-900,-0.0024893300249660133,0.1700592820034461,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,-0.00173275179988229,0.169841797702244,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-900f,-0.001020159049539282,0.1467965185135417,R10EUROPE
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,-0.0006143443223520645,0.1438540067703764,R10EUROPE
IMAGE 3.0,ENGAGE-INDCi2030-1000,-0.007621501676707131,0.08233857383325571,R10REST_ASIA
IMAGE 3.0,ENGAGE-INDCi2030-1000f,-0.0030622117804864207,0.10053294666172313,R10REST_ASIA
IMAGE 3.0,ENGAGE-INDCi2030-1200,-0.005093352583088816,0.04799402498307492,R10REST_ASIA
IMAGE 3.0,ENGAGE-INDCi2030-1200f,-0.0018026838539804413,0.07012932528347027,R10REST_ASIA
IMAGE 3.0,ENGAGE-INDCi2030-1400f,-0.0006119082500580103,0.0890584369164224,R10REST_ASIA
IMAGE 3.0,ENGAGE-INDCi2030-800f,-0.007609010465159487,0.09542568596910833,R10REST_ASIA
IMAGE 3.0,ENGAGE-NPi2020-1000,-0.005584267314745935,0.056147375313298,R10REST_ASIA
IMAGE 3.0,ENGAGE-NPi2020-1200,-0.0021635235483022028,0.05610463720320702,R10REST_ASIA
IMAGE 3.0,ENGAGE-NPi2020-1400,-0.00046022554710647284,0.06355409333797052,R10REST_ASIA
IMAGE 3.0,ENGAGE-NPi2020-1400f,-0.00017434808753581665,0.07804451606099122,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,0.0,0.12394620433283637,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,-0.0005469477857011247,0.11340152949285143,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,0.0,0.14015584254521568,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,-0.000697471169140991,0.09928211052581687,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,-0.0007647387967649327,0.09590170014740229,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,0.0,0.11495387329727008,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,-0.0008841599572927683,0.1398440161876917,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,0.0,0.07711037478280985,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,-0.002115567142135781,0.11154619174519942,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,0.0,0.07420889935788144,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,0.0,0.07346250947349442,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,-0.0003244483130447062,0.11378717475799377,R10REST_ASIA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,0.0,0.10505082259292603,R10REST_ASIA
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,-0.0021758228716126198,0.10771944569183953,R10REST_ASIA
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,-0.002014771942703844,0.09087404138767247,R10REST_ASIA
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,-0.0010525822775313484,0.098403185874472,R10REST_ASIA
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,0.0,0.06894831837648968,R10REST_ASIA
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,-0.0007124097513430162,0.059837730445480825,R10REST_ASIA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,-0.00565569103166675,0.11109804527094602,R10REST_ASIA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,-0.006124108540260451,0.11386201198095225,R10REST_ASIA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,-0.005524838994860726,0.08003252414440126,R10REST_ASIA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),-0.00584502339394348,0.10732926546614008,R10REST_ASIA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,-0.005122764857592041,0.08445404963576825,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,-0.008713376521569775,0.1084693213089723,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,-0.00644825660232894,0.10501237736944619,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,-0.006298474716708982,0.10534486731144299,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,-0.008241952694443649,0.12562933084904115,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,-0.005502928108007878,0.10255011428466193,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,-0.004603556773402958,0.09600242439737311,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,-0.004203265047170883,0.09426949592673262,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,-0.005581955605871741,0.11973536808098084,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,-0.004921897850100346,0.10015058509738323,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,-0.0036541836227653376,0.09425123294412935,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,-0.01096168030007422,0.11176329133866042,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,-0.010508267064201438,0.11143108590816508,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,-0.00971110077194564,0.10970916314355234,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,-0.009152318139252179,0.10932108328476547,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,-0.008374914869456126,0.11604790694616712,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,-0.00825090354100982,0.11659518036926358,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,-0.009560767750385404,0.1272295986226361,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,-0.008315269602563069,0.10833777314422116,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,-0.007490501091591176,0.1072661054773692,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,-0.011331775113340117,0.12155867570165635,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,-0.006360473365221716,0.10546367693201053,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,-0.0019419461328429588,0.09615594767539365,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,-0.0021844667734322795,0.08952467115524426,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,-0.00145621332440804,0.08811900253112775,R10REST_ASIA
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,-0.0025034072436391427,0.10141000406845274,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,-0.00754780152189918,0.20657573673563123,R10REST_ASIA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,-7.061634924102056e-07,0.09939750221463911,R10REST_ASIA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,0.0,0.09965459630338547,R10REST_ASIA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,-0.0023599265013832804,0.13466909270641925,R10REST_ASIA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,-0.002083939678067706,0.13613707283075105,R10REST_ASIA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,-0.00036533859524361806,0.10217704619205614,R10REST_ASIA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,-0.00046434898933888497,0.10345498758245852,R10REST_ASIA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,-0.0002303734982795902,0.10862113018293473,R10REST_ASIA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,-0.0012133063986217857,0.12551209230426036,R10REST_ASIA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,-0.004756744941034379,0.17928224565699913,R10REST_ASIA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,-0.0030702891182710773,0.1741680174842361,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1000,-0.006150438609545221,0.11400007586812722,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,-0.0060604387019275174,0.11226718062633279,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1000f,-0.005540207484248678,0.12266875687317663,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,-0.0053234385219186504,0.12281636624054337,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1200,-0.0047445977712395546,0.1281481024228926,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,-0.004656472996651614,0.12467163556870414,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1200f,-0.004119317657215193,0.12171913266900719,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,-0.0035974388370695505,0.1122655976649437,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1400,-0.0030425089299339625,0.09898410630360277,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,-0.0029138333461362874,0.09305122707710373,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1400f,-0.002958008936450311,0.09817048916428806,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,-0.00279353649477913,0.0925924167217258,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,-0.0019031574244608128,0.0878183488316685,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-500f,-0.007924536417730194,0.15067626373911072,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-600f,-0.007367989744160364,0.14212602672761943,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,-0.007292785824896276,0.13999002807552818,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-700f,-0.007210434857904381,0.1317384966323379,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,-0.006906731115252297,0.11782126671238691,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-800,-0.007817088167923553,0.14418982890417584,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,-0.007646332733219786,0.14716265176097587,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-800f,-0.006411534402982373,0.12309913403724676,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,-0.006283466764147282,0.121027403778325,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-900,-0.007168865412425701,0.13418767137419102,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,-0.006891247734629145,0.11811420087617919,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-900f,-0.005986816482753631,0.11681981996140495,R10REST_ASIA
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,-0.005785538923930019,0.11227374343654156,R10REST_ASIA
IMAGE 3.0,ENGAGE-INDCi2030-1000,-0.014350400452585524,0.10118636411335297,R10PAC_OECD
IMAGE 3.0,ENGAGE-INDCi2030-1000f,-0.014348708848603967,0.11753316289464077,R10PAC_OECD
IMAGE 3.0,ENGAGE-INDCi2030-1200,-0.014350400452585524,0.06552104665477937,R10PAC_OECD
IMAGE 3.0,ENGAGE-INDCi2030-1200f,-0.014348708848603967,0.05545611085724994,R10PAC_OECD
IMAGE 3.0,ENGAGE-INDCi2030-1400f,-0.014348708848603967,0.06662438618405087,R10PAC_OECD
IMAGE 3.0,ENGAGE-INDCi2030-800f,-0.014348708848603967,0.1162794887302891,R10PAC_OECD
IMAGE 3.0,ENGAGE-NPi2020-1000,-0.016586724579036816,0.08151351525878897,R10PAC_OECD
IMAGE 3.0,ENGAGE-NPi2020-1200,-0.009920127823351235,0.057526742596609726,R10PAC_OECD
IMAGE 3.0,ENGAGE-NPi2020-1400,-0.0073714515705844,0.05086580053079026,R10PAC_OECD
IMAGE 3.0,ENGAGE-NPi2020-1400f,-0.006572293833328566,0.07044503297354177,R10PAC_OECD
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,-0.006942996924907172,0.05856262079785235,R10PAC_OECD
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,-0.010642319452796534,0.09190997683032459,R10PAC_OECD
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,-0.0076830772300763295,0.07352523648930492,R10PAC_OECD
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,-0.006513174868073013,0.052639033703444416,R10PAC_OECD
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,-0.008761433934330223,0.05994813843257757,R10PAC_OECD
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,-0.01091193893766415,0.08088699436491598,R10PAC_OECD
