model,scenario,shannon_index,region
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,1.6170467912395732,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,1.6378225488053975,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,1.579690910874198,R10INDIA+
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,1.193461945105461,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,1.2950526890153042,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,1.2904248971863104,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,1.249589538551236,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,1.243086420224284,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,1.28878669736401,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,1.2884349745503905,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,1.3643290694897428,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,1.3699196987311757,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,1.3456761915257598,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,1.204590357781537,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000,1.5014780045969476,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,1.5015169925422829,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000f,1.500525304673637,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,1.5038465597180581,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200,1.5047313977141021,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,1.5038474066528664,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200f,1.5002646132223272,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,1.4989132207407816,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400,1.4982847636062357,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,1.5024305792998771,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400f,1.5004737966142623,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,1.4980435204395168,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,1.495100077177189,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-500f,1.459872210654391,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-600f,1.4806185275262391,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,1.4862364248036903,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-700f,1.4916557264271888,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,1.4952723965664978,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800,1.5010911588466471,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,1.500745761744784,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800f,1.4968597415886051,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,1.4998155730416627,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900,1.5018807749772112,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,1.5002903655188031,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900f,1.500462281799622,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,1.5008158055391152,R10INDIA+
IMAGE 3.0,ENGAGE-INDCi2030-1000,1.6369683537931485,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1000f,1.6196416828246174,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1200,1.6390749441417978,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1200f,1.646536398161179,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1400f,1.6415936361565255,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-800f,1.6122921984781664,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1000,1.6354234934717187,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1200,1.6325708036247977,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1400,1.6282014765304125,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1400f,1.6327861017221412,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,1.4734050214801586,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,1.3792470930599419,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,1.3724038917551096,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,1.5040728579523066,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,1.50195547017855,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,1.4319020105471747,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,1.3749015573332026,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,1.5012482234600564,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,1.3361431382354598,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,1.5118257487212554,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,1.5106343681171077,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,1.4229389325142392,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,1.408818177872401,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,1.127760625578075,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,1.1476532279264182,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1.3400747981482828,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,1.3634463303875797,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,1.3490232654398313,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,1.1004973404506977,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,1.1157683952873048,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,1.3141002267601558,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),1.2287994271058849,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,0.900096144409776,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,1.4222109782706651,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,1.4385922894884786,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,1.4420261097450167,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,1.4018584125292672,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,1.3751279901739337,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,1.406833345835514,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,1.4084842814724003,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,1.362924655155041,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,1.4397378992469114,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,1.4311422579879698,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,1.1910249337468009,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,1.2078722177015333,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,1.2221161631109208,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,1.2407567570141926,R10AFRICA
