model,scenario,region,economic_score,environmental_score,resource_score,resilience_score,robustness_score,transition_speed_score,economic_dimension_score,environmental_dimension_score,resource_dimension_score,resilience_dimension_score,robustness_dimension_score,transition_speed_dimension_score
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,R10AFRICA,0.5211039070145043,1.843934141824723,4.756657604615871,2.0569135714406435,1.1458124647492258,0.3217152440859057,0.5211039070145043,0.9187898689281249,0.6555993229430576,0.9084746379166462,0.3381593716951575,0.21674000796629722
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,R10AFRICA,0.5465091503763716,1.8387207710317792,4.800724789309031,2.003516475054983,1.14468820275872,0.46310975761656076,0.5465091503763716,0.9160770492866518,0.6616730030037807,0.8835100142011696,0.3374503982749618,0.311997688640085
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,R10AFRICA,0.5532553824121457,1.8597330554645217,1.4061083581885188,2.0059873326936075,1.2280760198385872,0.5719873682544805,0.5532553824121457,0.9270109613725743,0.19380072400384843,0.8846652086851029,0.3900357799537989,0.3853486865514953
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,R10AFRICA,0.3025006949191533,0.7195791124996538,4.330272858808423,1.8529274199706314,1.2932377169074727,0.5814459563087819,0.3025006949191533,0.3337226391675836,0.5968316810607942,0.8131054538352318,0.43112754648758667,0.39172095049585415
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,R10AFRICA,0.6140881619679169,1.8397507410894907,7.255433979496365,2.230018465763509,0.963051391126481,0.671123702364328,0.6140881619679169,0.916613002533344,1.0,0.9894059776821209,0.22290799386761131,0.452136972900091
WITCH 5.0,ENGAGE-INDCi2030-1000,R10AFRICA,0.06365632631292949,1.3040825336676807,0.0,1.4172433544119911,1.7024973016978802,0.6521448468457505,0.06365632631292949,0.6378737199997806,0.0,0.6094110679655649,0.6892116674727121,0.4393508915069778
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,R10AFRICA,0.06665116863068539,1.3050075006660697,0.0,1.3743106529908966,1.652444624118724,0.6567299744473328,0.06665116863068539,0.6383550340556197,0.0,0.5893388391626077,0.6576478342088341,0.44243989835748343
WITCH 5.0,ENGAGE-INDCi2030-1000f,R10AFRICA,0.06515402438349163,1.30729754136116,0.0,1.4062696123532654,1.7466977425453367,0.5807857809837634,0.06515402438349163,0.6395466752459648,0.0,0.6042805391580031,0.7170850083722611,0.3912761894600188
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,R10AFRICA,0.06566956224139207,1.3068639253934446,0.0,1.3937510414234318,1.707917922126005,0.5850105519816777,0.06566956224139207,0.6393210396714403,0.0,0.5984277600019677,0.6926299772945897,0.3941224235647951
WITCH 5.0,ENGAGE-INDCi2030-1200,R10AFRICA,0.06649954578405365,1.3048050752531077,0.0,1.373320045696512,1.7299473993695866,0.5548669405533629,0.06649954578405365,0.6382497003554041,0.0,0.5888757027745257,0.7065220362260459,0.37381463056708014
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,R10AFRICA,0.06690004227574464,1.3048716624616299,0.0,1.364208160829054,1.69261817185049,0.5905744796071482,0.06690004227574464,0.6382843495477067,0.0,0.584615643849001,0.6829817668484731,0.39787084935448613
WITCH 5.0,ENGAGE-INDCi2030-1200f,R10AFRICA,0.06076732697180061,1.3043008719587668,0.0,1.3941728184471,1.7568893585411072,0.5555667838658422,0.06076732697180061,0.6379873340947815,0.0,0.5986249524599933,0.7235119665998451,0.37428611598131006
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,R10AFRICA,0.06087176075604819,1.3037581640500977,0.0,1.388774836254298,1.7211205465874106,0.609338217487975,0.06087176075604819,0.6377049316467889,0.0,0.5961012460529471,0.7009557144439437,0.41051200569547064
WITCH 5.0,ENGAGE-INDCi2030-1400,R10AFRICA,0.06463149169556404,1.3048523897587232,0.0,1.36042895114426,1.766420160037751,0.5387645429587316,0.06463149169556404,0.6382743208409322,0.0,0.5828487584917647,0.729522207087688,0.36296642288312914
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,R10AFRICA,0.06545196566758867,1.3044805938320656,0.0,1.3514743684514983,1.735394643534581,0.5473696634181009,0.06545196566758867,0.6380808538245785,0.0,0.5786622426962362,0.709957135303405,0.36876370452023005
WITCH 5.0,ENGAGE-INDCi2030-1400f,R10AFRICA,0.06132083644277936,1.3037141369861642,0.0,1.3844170963813944,1.7660379172558862,0.527579485845373,0.06132083644277936,0.6376820218081185,0.0,0.5940638817852117,0.7292811600944672,0.355431034329376
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,R10AFRICA,0.0637540476629745,1.3038174641008387,0.0,1.3770292633285832,1.7369366555624708,0.5580814773152061,0.0637540476629745,0.6377357889076245,0.0,0.59060986490564,0.710929547028277,0.3759802684601474
