,scenario,model,forest_change_2050,forest_change_2100,bioenergy_threshold_breached,region
214,NAVIGATE Demand-1.5°C-tec_u,IMAGE 3.3,0.023863161247287434,0.08271868198151214,1,R10AFRICA
215,NAVIGATE Demand-2.0°C-ele_u,IMAGE 3.3,-0.00036594029824195407,0.025424419023186498,1,R10AFRICA
216,NAVIGATE Demand-2.0°C-ref,IMAGE 3.3,-0.00033726384203151827,0.025373645520719385,1,R10AFRICA
217,NAVIGATE Demand-2.0°C-tec_u,IMAGE 3.3,-0.0002988087793626415,0.025436125968485546,1,R10AFRICA
218,NGFS Phase 5-Below 2°C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.009148844765619918,0.04524436722105438,0,R10AFRICA
219,NGFS Phase 5-Delayed Transition,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.0072688646772372245,0.04487671997955847,0,R10AFRICA
220,NGFS Phase 5-Low Demand,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.01758421260973389,0.01996313566494809,0,R10AFRICA
221,NGFS Phase 5-Nationally Determined Contributions (NDCs),MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.00546935916678179,0.0157582574267309,0,R10AFRICA
222,NGFS Phase 5-Net-Zero 2050,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.024702605486401213,0.050247284081924776,0,R10AFRICA
223,ENGAGE-INDCi2030-1000,POLES-JRC ENGAGE,0.0026733545989991447,0.006439007023574472,1,R10AFRICA
224,ENGAGE-INDCi2030-1000-COV,POLES-JRC ENGAGE,0.002656689741055762,0.006408474005301146,1,R10AFRICA
225,ENGAGE-INDCi2030-1000-COV-NDCp,POLES-JRC ENGAGE,0.0026545850098622648,0.006425254190981111,1,R10AFRICA
226,ENGAGE-INDCi2030-1000-NDCp,POLES-JRC ENGAGE,0.002673296935130798,0.006359430885298389,1,R10AFRICA
227,ENGAGE-INDCi2030-1000f,POLES-JRC ENGAGE,0.002653402900561763,0.008735960722140779,1,R10AFRICA
228,ENGAGE-INDCi2030-1000f-COV,POLES-JRC ENGAGE,0.0026366803787501447,0.0074833285107118175,1,R10AFRICA
229,ENGAGE-INDCi2030-1000f-COV-NDCp,POLES-JRC ENGAGE,0.0026321249331531793,0.007506797705116419,1,R10AFRICA
230,ENGAGE-INDCi2030-1000f-NDCp,POLES-JRC ENGAGE,0.002649337597845469,0.008492619197847162,1,R10AFRICA
231,ENGAGE-INDCi2030-1200,POLES-JRC ENGAGE,0.002644234345499541,0.0066088559476993325,1,R10AFRICA
232,ENGAGE-INDCi2030-1200f,POLES-JRC ENGAGE,0.0026289822523299367,0.007707727454263624,1,R10AFRICA
233,ENGAGE-INDCi2030-300f,POLES-JRC ENGAGE,0.002674277220892196,0.009432396091727524,1,R10AFRICA
234,ENGAGE-INDCi2030-400f,POLES-JRC ENGAGE,0.002675978305007487,0.00891388258782988,1,R10AFRICA
235,ENGAGE-INDCi2030-500f,POLES-JRC ENGAGE,0.002674652036036229,0.009256319469824581,1,R10AFRICA
236,ENGAGE-INDCi2030-600f,POLES-JRC ENGAGE,0.002674882691509506,0.009166652154593169,1,R10AFRICA
237,ENGAGE-INDCi2030-600f-COV,POLES-JRC ENGAGE,0.0026730951115916946,0.008465632507475285,1,R10AFRICA
238,ENGAGE-INDCi2030-600f-COV-NDCp,POLES-JRC ENGAGE,0.002673642918340713,0.008747118680659915,1,R10AFRICA
239,ENGAGE-INDCi2030-600f-NDCp,POLES-JRC ENGAGE,0.0026790633219623827,0.009445831773045144,1,R10AFRICA
240,ENGAGE-INDCi2030-700f,POLES-JRC ENGAGE,0.002673642918340713,0.009196550870315012,1,R10AFRICA
241,ENGAGE-INDCi2030-800f,POLES-JRC ENGAGE,0.002672489640974385,0.0091635383057041,1,R10AFRICA
242,ENGAGE-INDCi2030-900,POLES-JRC ENGAGE,0.002675026851180262,0.006774149426227227,1,R10AFRICA
243,ENGAGE-INDCi2030-900f,POLES-JRC ENGAGE,0.002661792993401746,0.009345813793451008,1,R10AFRICA
244,ENGAGE-NPi2020-1000f,POLES-JRC ENGAGE,0.028114595636159923,0.0450946442837058,1,R10AFRICA
245,ENGAGE-NPi2020-1000f-COV,POLES-JRC ENGAGE,0.028228279952544955,0.04539190152487488,1,R10AFRICA
246,ENGAGE-NPi2020-1200f,POLES-JRC ENGAGE,0.028255468466455935,0.04535940793507881,1,R10AFRICA
247,ENGAGE-NPi2020-900f,POLES-JRC ENGAGE,0.028038882977060975,0.04469777271002073,1,R10AFRICA
248,NGFS Phase 2-Delayed Transition,REMIND-MAgPIE 2.1-4.2,-0.009846568058039018,-0.009847750441131231,0,R10AFRICA
249,RESCUE-End-of-Century-Budget-1150,REMIND-MAgPIE 3.2.0-4.8.0,-0.010746406488305715,-0.0002281114150739505,1,R10AFRICA
250,RESCUE-End-of-Century-Budget-1150-with-OAE,REMIND-MAgPIE 3.2.0-4.8.0,-0.011560386464479627,0.001226008479074725,1,R10AFRICA
251,RESCUE-End-of-Century-Budget-500,REMIND-MAgPIE 3.2.0-4.8.0,-0.009287496615948215,0.019441437025998265,1,R10AFRICA
252,RESCUE-End-of-Century-Budget-500-with-OAE,REMIND-MAgPIE 3.2.0-4.8.0,-0.009486280711611839,0.01941979174711156,1,R10AFRICA
253,RESCUE-Peak-Budget-1150,REMIND-MAgPIE 3.2.0-4.8.0,-0.007167795693149903,-0.007085507482601228,1,R10AFRICA
254,RESCUE-Peak-Budget-1150-with-OAE,REMIND-MAgPIE 3.2.0-4.8.0,-0.006181195747565815,-0.006731410602942189,1,R10AFRICA
255,NGFS Phase 5-Below 2°C,REMIND-MAgPIE 3.3-4.8,-0.0017919037348138045,-0.0056261909139807,1,R10AFRICA
256,NGFS Phase 5-Delayed Transition,REMIND-MAgPIE 3.3-4.8,-0.002023042777623385,-0.010080735082708736,1,R10AFRICA
257,NGFS Phase 5-Low Demand,REMIND-MAgPIE 3.3-4.8,0.010071968518817143,0.01963149974624412,0,R10AFRICA
258,NGFS Phase 5-Net-Zero 2050,REMIND-MAgPIE 3.3-4.8,0.0006376093634494207,-0.005844541618742483,1,R10AFRICA
259,ENGAGE-INDCi2030-1000,WITCH 5.0,0.04823848560073152,0.10771558542891851,1,R10AFRICA
260,ENGAGE-INDCi2030-1000-NDCp,WITCH 5.0,0.04787057104867021,0.10751949507224512,1,R10AFRICA
261,ENGAGE-INDCi2030-1000f,WITCH 5.0,0.04552367186732431,0.10703401299831278,1,R10AFRICA
262,ENGAGE-INDCi2030-1000f-NDCp,WITCH 5.0,0.045194153054305186,0.10712593834258638,1,R10AFRICA
263,ENGAGE-INDCi2030-1200,WITCH 5.0,0.04490277895767625,0.10756240868051076,1,R10AFRICA
264,ENGAGE-INDCi2030-1200-NDCp,WITCH 5.0,0.04443903776703212,0.10754829238285712,1,R10AFRICA
265,ENGAGE-INDCi2030-1200f,WITCH 5.0,0.043253396511349795,0.10766929833602867,1,R10AFRICA
266,ENGAGE-INDCi2030-1200f-NDCp,WITCH 5.0,0.04260149698457971,0.10778435085959515,1,R10AFRICA
267,ENGAGE-INDCi2030-1400,WITCH 5.0,0.03970466756272961,0.10755237814072055,1,R10AFRICA
268,ENGAGE-INDCi2030-1400-NDCp,WITCH 5.0,0.03948781159970477,0.10763119781320074,1,R10AFRICA
269,ENGAGE-INDCi2030-1400f,WITCH 5.0,0.039837782287289736,0.10779368447115645,1,R10AFRICA
270,ENGAGE-INDCi2030-1400f-NDCp,WITCH 5.0,0.03928376211429757,0.10777177941853744,1,R10AFRICA
271,ENGAGE-INDCi2030-1600-NDCp,WITCH 5.0,0.03662540947656062,0.10761715971159508,1,R10AFRICA
272,ENGAGE-INDCi2030-500f,WITCH 5.0,0.05190180219983881,0.10480905934955548,1,R10AFRICA
273,ENGAGE-INDCi2030-600f,WITCH 5.0,0.05145032643631997,0.10546112037320404,1,R10AFRICA
274,ENGAGE-INDCi2030-600f-NDCp,WITCH 5.0,0.050991445807991975,0.10567813478004878,1,R10AFRICA
275,ENGAGE-INDCi2030-700f,WITCH 5.0,0.05098121083568863,0.10593931454419625,1,R10AFRICA
276,ENGAGE-INDCi2030-700f-NDCp,WITCH 5.0,0.05066429608370421,0.10631478663961619,1,R10AFRICA
277,ENGAGE-INDCi2030-800,WITCH 5.0,0.05239796709264094,0.10770336771962574,1,R10AFRICA
278,ENGAGE-INDCi2030-800-NDCp,WITCH 5.0,0.05170301888279488,0.10751830191304473,1,R10AFRICA
279,ENGAGE-INDCi2030-800f,WITCH 5.0,0.048341751729254256,0.1065402778704796,1,R10AFRICA
280,ENGAGE-INDCi2030-800f-NDCp,WITCH 5.0,0.04795230603091416,0.10664953630916879,1,R10AFRICA
281,ENGAGE-INDCi2030-900,WITCH 5.0,0.050951914873484994,0.10754388427041489,1,R10AFRICA
282,ENGAGE-INDCi2030-900-NDCp,WITCH 5.0,0.050620541194332846,0.10764329189046107,1,R10AFRICA
283,ENGAGE-INDCi2030-900f,WITCH 5.0,0.04631355719546609,0.10681783213896534,1,R10AFRICA
284,ENGAGE-INDCi2030-900f-NDCp,WITCH 5.0,0.04548379470270347,0.1069156915497963,1,R10AFRICA
285,ENGAGE-INDCi2030-1000,IMAGE 3.0,0.002088069507640289,0.009551082260274124,1,R10CHINA+
286,ENGAGE-INDCi2030-1000f,IMAGE 3.0,0.0021935086746995847,0.00599530715484059,1,R10CHINA+
287,ENGAGE-INDCi2030-1200,IMAGE 3.0,0.002193750006853068,0.007368087498220738,1,R10CHINA+
288,ENGAGE-INDCi2030-1200f,IMAGE 3.0,0.002208988408544693,0.0039230102930128685,1,R10CHINA+
289,ENGAGE-INDCi2030-1400f,IMAGE 3.0,0.0022060579466809116,0.004066877351303094,1,R10CHINA+
290,ENGAGE-INDCi2030-800f,IMAGE 3.0,0.0021001820833438656,0.004889040479497314,1,R10CHINA+
291,ENGAGE-NPi2020-1000,IMAGE 3.0,0.002080197482633661,0.009143148721570071,1,R10CHINA+
292,ENGAGE-NPi2020-1200,IMAGE 3.0,0.0020812777313207187,0.0073457181353002166,1,R10CHINA+
293,ENGAGE-NPi2020-1400,IMAGE 3.0,0.0020766004843459918,0.009930453787565546,1,R10CHINA+
294,ENGAGE-NPi2020-1400f,IMAGE 3.0,0.002197358497148083,0.006137944874747364,1,R10CHINA+
295,SSP2021-SSP1-SPA1-19-Default,IMAGE 3.2,0.038870536897850055,0.11913816314488801,1,R10CHINA+
296,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,IMAGE 3.2,0.021781300770008366,0.11623798829432641,1,R10CHINA+
297,SSP2021-SSP1-SPA1-19-Renewables,IMAGE 3.2,0.04648575469156571,0.13087666497438816,1,R10CHINA+
298,SSP2021-SSP1-SPA1-26-Default,IMAGE 3.2,0.03471083329474564,0.12104988021030266,1,R10CHINA+
299,SSP2021-SSP1-SPA1-26-Lifestyle,IMAGE 3.2,0.022535389743344653,0.11217257520116869,1,R10CHINA+
300,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,IMAGE 3.2,0.02254272151190187,0.11541205851487857,1,R10CHINA+
301,SSP2021-SSP1-SPA1-26-Renewables,IMAGE 3.2,0.0467936970107837,0.1286253649249675,1,R10CHINA+
302,SSP2021-SSP2-SPA0-26-Default,IMAGE 3.2,-0.008115181922541875,-0.012392314872747973,1,R10CHINA+
303,SSP2021-SSP2-SPA2-19-Renewables,IMAGE 3.2,0.03401416300908411,0.08423368339085285,1,R10CHINA+
304,SSP2021-SSP2-SPA2-26-Default,IMAGE 3.2,0.009857286680340027,0.07200638059085379,1,R10CHINA+
305,SSP2021-SSP2-SPA2-26-Lifestyle,IMAGE 3.2,0.017042836630349778,0.05209337363008709,1,R10CHINA+
306,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,IMAGE 3.2,0.017042767678305926,0.058637842682745606,1,R10CHINA+
307,SSP2021-SSP2-SPA2-26-Renewables,IMAGE 3.2,0.011840059098354033,0.05552217523944322,1,R10CHINA+
308,NAVIGATE Demand-1.5°C-ele_u,IMAGE 3.3,0.021829596473430746,0.08361422840480112,1,R10CHINA+
309,NAVIGATE Demand-1.5°C-tec_u,IMAGE 3.3,0.02209374147655116,0.08378303322651351,1,R10CHINA+
310,NAVIGATE Demand-2.0°C-ele_u,IMAGE 3.3,-0.006187963313737277,0.032273013335015116,1,R10CHINA+
311,NAVIGATE Demand-2.0°C-ref,IMAGE 3.3,-0.006052372454523808,0.0323406382125305,1,R10CHINA+
312,NAVIGATE Demand-2.0°C-tec_u,IMAGE 3.3,-0.006006962983496872,0.032457696153417925,1,R10CHINA+
313,NGFS Phase 5-Below 2°C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.047669084153645375,0.05886026696102539,1,R10CHINA+
314,NGFS Phase 5-Delayed Transition,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.04740332512272036,0.05897182074279836,1,R10CHINA+
315,NGFS Phase 5-Low Demand,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.04913402191598784,0.05827684473624564,1,R10CHINA+
316,NGFS Phase 5-Nationally Determined Contributions (NDCs),MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.0468207149097892,0.05615350538736466,0,R10CHINA+
317,NGFS Phase 5-Net-Zero 2050,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,0.05146430156697565,0.060126833728476575,1,R10CHINA+
318,ENGAGE-INDCi2030-1000,POLES-JRC ENGAGE,0.01784975486828469,0.04652212139589562,1,R10CHINA+
319,ENGAGE-INDCi2030-1000-COV,POLES-JRC ENGAGE,0.0187137769174075,0.046109032192559185,1,R10CHINA+
320,ENGAGE-INDCi2030-1000-COV-NDCp,POLES-JRC ENGAGE,0.018760235891612492,0.04767552286607962,1,R10CHINA+
321,ENGAGE-INDCi2030-1000-NDCp,POLES-JRC ENGAGE,0.018239806036335404,0.04768133023785526,1,R10CHINA+
322,ENGAGE-INDCi2030-1000f,POLES-JRC ENGAGE,0.018347386003047,0.030479272820051417,1,R10CHINA+
323,ENGAGE-INDCi2030-1000f-COV,POLES-JRC ENGAGE,0.02137508480517769,0.03674608109299077,1,R10CHINA+
324,ENGAGE-INDCi2030-1000f-COV-NDCp,POLES-JRC ENGAGE,0.02242719230996762,0.03788518749418862,1,R10CHINA+
325,ENGAGE-INDCi2030-1000f-NDCp,POLES-JRC ENGAGE,0.020475404855179763,0.03236544016463838,1,R10CHINA+
326,ENGAGE-INDCi2030-1200,POLES-JRC ENGAGE,0.01982411768313433,0.042792831456860914,1,R10CHINA+
327,ENGAGE-INDCi2030-1200f,POLES-JRC ENGAGE,0.02338985990768566,0.03640603075775534,1,R10CHINA+
328,ENGAGE-INDCi2030-300f,POLES-JRC ENGAGE,0.018222144606237528,0.028829293200097306,1,R10CHINA+
329,ENGAGE-INDCi2030-400f,POLES-JRC ENGAGE,0.018242087503818644,0.031080894199960796,1,R10CHINA+
330,ENGAGE-INDCi2030-500f,POLES-JRC ENGAGE,0.018180950556993952,0.029871253758598004,1,R10CHINA+
331,ENGAGE-INDCi2030-600f,POLES-JRC ENGAGE,0.01785773202731708,0.029509665093975068,1,R10CHINA+
332,ENGAGE-INDCi2030-600f-COV,POLES-JRC ENGAGE,0.018209508786330125,0.03054363253912523,1,R10CHINA+
333,ENGAGE-INDCi2030-600f-COV-NDCp,POLES-JRC ENGAGE,0.01811978170153311,0.030470466036479626,1,R10CHINA+
334,ENGAGE-INDCi2030-600f-NDCp,POLES-JRC ENGAGE,0.018172781946144717,0.030196993070529143,1,R10CHINA+
335,ENGAGE-INDCi2030-700f,POLES-JRC ENGAGE,0.017824770406195012,0.029814855244238603,1,R10CHINA+
336,ENGAGE-INDCi2030-800f,POLES-JRC ENGAGE,0.018285578974863576,0.029558724622024635,1,R10CHINA+
337,ENGAGE-INDCi2030-900,POLES-JRC ENGAGE,0.01810832650116251,0.05230945454803043,1,R10CHINA+
338,ENGAGE-INDCi2030-900f,POLES-JRC ENGAGE,0.01813075827236177,0.030719098129203037,1,R10CHINA+
339,ENGAGE-NPi2020-1000f,POLES-JRC ENGAGE,0.030857278477963157,0.042638521292537146,1,R10CHINA+
340,ENGAGE-NPi2020-1000f-COV,POLES-JRC ENGAGE,0.03158581645807884,0.044501953733881605,1,R10CHINA+
341,ENGAGE-NPi2020-1200f,POLES-JRC ENGAGE,0.032508311082909525,0.044501889916609305,1,R10CHINA+
342,ENGAGE-NPi2020-900f,POLES-JRC ENGAGE,0.02933577898138562,0.03975562388116355,1,R10CHINA+
343,NGFS Phase 2-Delayed Transition,REMIND-MAgPIE 2.1-4.2,0.1067005352063296,0.11498680711898462,1,R10CHINA+
344,RESCUE-End-of-Century-Budget-1150,REMIND-MAgPIE 3.2.0-4.8.0,0.0003913084424366775,0.060122115294887535,1,R10CHINA+
345,RESCUE-End-of-Century-Budget-1150-with-OAE,REMIND-MAgPIE 3.2.0-4.8.0,0.0004094563916056393,0.06805985644650053,1,R10CHINA+
346,RESCUE-End-of-Century-Budget-500,REMIND-MAgPIE 3.2.0-4.8.0,0.0003620999088629062,0.1504401629363682,1,R10CHINA+
347,RESCUE-End-of-Century-Budget-500-with-OAE,REMIND-MAgPIE 3.2.0-4.8.0,0.0003598448382561015,0.15895541693195064,1,R10CHINA+
348,RESCUE-Peak-Budget-1150,REMIND-MAgPIE 3.2.0-4.8.0,0.037345150476029265,0.0499044977598021,1,R10CHINA+
349,RESCUE-Peak-Budget-1150-with-OAE,REMIND-MAgPIE 3.2.0-4.8.0,0.03966583289905326,0.05122468052361018,1,R10CHINA+
350,NGFS Phase 5-Below 2°C,REMIND-MAgPIE 3.3-4.8,0.05397833650313935,0.07231689283056139,1,R10CHINA+
351,NGFS Phase 5-Delayed Transition,REMIND-MAgPIE 3.3-4.8,0.057443628335585,0.09320668570447385,1,R10CHINA+
352,NGFS Phase 5-Low Demand,REMIND-MAgPIE 3.3-4.8,0.05491773448734247,0.07644861171947306,1,R10CHINA+
353,NGFS Phase 5-Net-Zero 2050,REMIND-MAgPIE 3.3-4.8,0.05011507840075122,0.07009672212601195,1,R10CHINA+
354,ENGAGE-INDCi2030-1000,WITCH 5.0,0.07916614954430667,0.12584336712208094,1,R10CHINA+
355,ENGAGE-INDCi2030-1000-NDCp,WITCH 5.0,0.07916614954430667,0.12584340670316263,1,R10CHINA+
356,ENGAGE-INDCi2030-1000f,WITCH 5.0,0.07909315291106728,0.12729692792342834,1,R10CHINA+
357,ENGAGE-INDCi2030-1000f-NDCp,WITCH 5.0,0.07909800364469571,0.1265055241449915,1,R10CHINA+
358,ENGAGE-INDCi2030-1200,WITCH 5.0,0.07887428906647348,0.12583477782160585,1,R10CHINA+
359,ENGAGE-INDCi2030-1200-NDCp,WITCH 5.0,0.07862485651856449,0.12583477782160585,1,R10CHINA+
360,ENGAGE-INDCi2030-1200f,WITCH 5.0,0.07844837479090355,0.12579811563520354,1,R10CHINA+
361,ENGAGE-INDCi2030-1200f-NDCp,WITCH 5.0,0.07815286685977263,0.12572722828878552,1,R10CHINA+
362,ENGAGE-INDCi2030-1400,WITCH 5.0,0.0769302248858057,0.12572722828878552,1,R10CHINA+
363,ENGAGE-INDCi2030-1400-NDCp,WITCH 5.0,0.07688475209570533,0.12559722344970153,1,R10CHINA+
364,ENGAGE-INDCi2030-1400f,WITCH 5.0,0.07702730471625341,0.12559722344970153,1,R10CHINA+
365,ENGAGE-INDCi2030-1400f-NDCp,WITCH 5.0,0.07674921810470942,0.12559722344970153,1,R10CHINA+
366,ENGAGE-INDCi2030-1600-NDCp,WITCH 5.0,0.07561626109424285,0.1253926943339747,1,R10CHINA+
367,ENGAGE-INDCi2030-500f,WITCH 5.0,0.079591412195402,0.12826797728749845,1,R10CHINA+
368,ENGAGE-INDCi2030-600f,WITCH 5.0,0.079591412195402,0.12826797728749845,1,R10CHINA+
369,ENGAGE-INDCi2030-600f-NDCp,WITCH 5.0,0.079591412195402,0.12826797728749845,1,R10CHINA+
370,ENGAGE-INDCi2030-700f,WITCH 5.0,0.079591412195402,0.12826797728749845,1,R10CHINA+
371,ENGAGE-INDCi2030-700f-NDCp,WITCH 5.0,0.079591412195402,0.12826797728749845,1,R10CHINA+
372,ENGAGE-INDCi2030-800,WITCH 5.0,0.079591412195402,0.12584321669657839,1,R10CHINA+
373,ENGAGE-INDCi2030-800-NDCp,WITCH 5.0,0.079591412195402,0.12584322244184953,1,R10CHINA+
374,ENGAGE-INDCi2030-800f,WITCH 5.0,0.07916614954430667,0.12826797728749845,1,R10CHINA+
375,ENGAGE-INDCi2030-800f-NDCp,WITCH 5.0,0.07916614954430667,0.12826797728749845,1,R10CHINA+
376,ENGAGE-INDCi2030-900,WITCH 5.0,0.079591412195402,0.125843252075582,1,R10CHINA+
377,ENGAGE-INDCi2030-900-NDCp,WITCH 5.0,0.079591412195402,0.12584325598246493,1,R10CHINA+
378,ENGAGE-INDCi2030-900f,WITCH 5.0,0.07916614954430667,0.12826797728749845,1,R10CHINA+
379,ENGAGE-INDCi2030-900f-NDCp,WITCH 5.0,0.07908857842262834,0.12826797728749845,1,R10CHINA+
380,ENGAGE-INDCi2030-1000,IMAGE 3.0,0.0,0.0,0,R10MIDDLE_EAST
381,ENGAGE-INDCi2030-1000f,IMAGE 3.0,0.0,0.0,0,R10MIDDLE_EAST
382,ENGAGE-INDCi2030-1200,IMAGE 3.0,1.270609801283901e-05,0.0,0,R10MIDDLE_EAST
383,ENGAGE-INDCi2030-1200f,IMAGE 3.0,0.0,0.0,0,R10MIDDLE_EAST
384,ENGAGE-INDCi2030-1400f,IMAGE 3.0,0.0,0.0,1,R10MIDDLE_EAST
385,ENGAGE-INDCi2030-800f,IMAGE 3.0,0.0,0.0,0,R10MIDDLE_EAST
386,ENGAGE-NPi2020-1000,IMAGE 3.0,0.0,0.0,0,R10MIDDLE_EAST
387,ENGAGE-NPi2020-1200,IMAGE 3.0,0.0,0.0,0,R10MIDDLE_EAST
388,ENGAGE-NPi2020-1400,IMAGE 3.0,0.0,0.0,0,R10MIDDLE_EAST
389,ENGAGE-NPi2020-1400f,IMAGE 3.0,0.0,0.0,1,R10MIDDLE_EAST
390,SSP2021-SSP1-SPA1-19-Default,IMAGE 3.2,0.0014302174439859436,0.001521842521016749,1,R10MIDDLE_EAST
391,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,IMAGE 3.2,8.140994175886052e-05,8.520738012502842e-05,0,R10MIDDLE_EAST
392,SSP2021-SSP1-SPA1-19-Renewables,IMAGE 3.2,0.0014193733385789388,0.0015242004620919884,1,R10MIDDLE_EAST
393,SSP2021-SSP1-SPA1-26-Default,IMAGE 3.2,0.0008481576082824632,0.0014113724331074398,0,R10MIDDLE_EAST
394,SSP2021-SSP1-SPA1-26-Lifestyle,IMAGE 3.2,8.244883237577953e-05,8.614365377058192e-05,0,R10MIDDLE_EAST
395,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,IMAGE 3.2,8.236330296544898e-05,8.597804132210619e-05,0,R10MIDDLE_EAST
396,SSP2021-SSP1-SPA1-26-Renewables,IMAGE 3.2,0.0008036483135857423,0.0014108630527676662,0,R10MIDDLE_EAST
397,SSP2021-SSP2-SPA0-26-Default,IMAGE 3.2,0.0,0.0,1,R10MIDDLE_EAST
398,SSP2021-SSP2-SPA2-19-Renewables,IMAGE 3.2,0.0015956262148670922,0.001568142293937267,1,R10MIDDLE_EAST
399,SSP2021-SSP2-SPA2-26-Default,IMAGE 3.2,2.9117792038771543e-05,0.0012228144665979376,1,R10MIDDLE_EAST
400,SSP2021-SSP2-SPA2-26-Lifestyle,IMAGE 3.2,0.0,0.0,0,R10MIDDLE_EAST
401,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,IMAGE 3.2,0.0,0.0,0,R10MIDDLE_EAST
402,SSP2021-SSP2-SPA2-26-Renewables,IMAGE 3.2,3.0033057703249306e-05,0.0008492214473114825,1,R10MIDDLE_EAST
403,NAVIGATE Demand-1.5°C-ele_u,IMAGE 3.3,0.0014486608938175053,0.001428643174812854,0,R10MIDDLE_EAST
404,NAVIGATE Demand-1.5°C-tec_u,IMAGE 3.3,0.0014486608938175053,0.001428643174812854,0,R10MIDDLE_EAST
405,NAVIGATE Demand-2.0°C-ele_u,IMAGE 3.3,0.0,0.00010817570708755249,0,R10MIDDLE_EAST
406,NAVIGATE Demand-2.0°C-ref,IMAGE 3.3,0.0,0.00010817570708755249,0,R10MIDDLE_EAST
407,NAVIGATE Demand-2.0°C-tec_u,IMAGE 3.3,0.0,0.00010882426387896828,0,R10MIDDLE_EAST
408,NGFS Phase 5-Below 2°C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,-6.463698956345187e-05,-0.00023699391194020175,1,R10MIDDLE_EAST
409,NGFS Phase 5-Delayed Transition,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,-6.4672308704012e-05,-0.00023688140204174146,1,R10MIDDLE_EAST
410,NGFS Phase 5-Low Demand,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,-6.443792227305012e-05,-0.00023416917107755425,0,R10MIDDLE_EAST
411,NGFS Phase 5-Nationally Determined Contributions (NDCs),MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,-6.470392222085106e-05,-0.00023259438802852167,1,R10MIDDLE_EAST
412,NGFS Phase 5-Net-Zero 2050,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,-6.955032238019007e-05,-0.00023394425526220355,1,R10MIDDLE_EAST
413,ENGAGE-INDCi2030-1000,POLES-JRC ENGAGE,0.00029573587723228864,0.0008378975776323835,0,R10MIDDLE_EAST
414,ENGAGE-INDCi2030-1000-COV,POLES-JRC ENGAGE,0.00029730595708685886,0.0008385811846048953,0,R10MIDDLE_EAST
415,ENGAGE-INDCi2030-1000-COV-NDCp,POLES-JRC ENGAGE,0.000297149119576956,0.0008382998999403972,0,R10MIDDLE_EAST
416,ENGAGE-INDCi2030-1000-NDCp,POLES-JRC ENGAGE,0.0002972121955320192,0.0008377390353669426,0,R10MIDDLE_EAST
417,ENGAGE-INDCi2030-1000f,POLES-JRC ENGAGE,0.00029679282566858617,0.0008376316357677632,0,R10MIDDLE_EAST
418,ENGAGE-INDCi2030-1000f-COV,POLES-JRC ENGAGE,0.00029741847095265603,0.0008378021113220092,0,R10MIDDLE_EAST
419,ENGAGE-INDCi2030-1000f-COV-NDCp,POLES-JRC ENGAGE,0.0002975957655290684,0.0008376486833231965,0,R10MIDDLE_EAST
420,ENGAGE-INDCi2030-1000f-NDCp,POLES-JRC ENGAGE,0.0002982418678796478,0.0008377475591446505,0,R10MIDDLE_EAST
421,ENGAGE-INDCi2030-1200,POLES-JRC ENGAGE,0.0002972087860209395,0.0008375634455460683,0,R10MIDDLE_EAST
422,ENGAGE-INDCi2030-1200f,POLES-JRC ENGAGE,0.0002973366426866249,0.0008375634455460683,0,R10MIDDLE_EAST
423,ENGAGE-INDCi2030-300f,POLES-JRC ENGAGE,0.0002951409175479848,0.0008397591706847084,0,R10MIDDLE_EAST
424,ENGAGE-INDCi2030-400f,POLES-JRC ENGAGE,0.0002951409175479848,0.0008401359216595808,0,R10MIDDLE_EAST
425,ENGAGE-INDCi2030-500f,POLES-JRC ENGAGE,0.00029573758198783023,0.0008400063602383573,0,R10MIDDLE_EAST
426,ENGAGE-INDCi2030-600f,POLES-JRC ENGAGE,0.00029573587723228864,0.0008397404183737404,0,R10MIDDLE_EAST
427,ENGAGE-INDCi2030-600f-COV,POLES-JRC ENGAGE,0.0002963137893611696,0.0008395119811310595,0,R10MIDDLE_EAST
428,ENGAGE-INDCi2030-600f-COV-NDCp,POLES-JRC ENGAGE,0.0002963137893611696,0.000839114773089674,0,R10MIDDLE_EAST
