,scenario,model,forest_change_2050,forest_change_2100,bioenergy_threshold_breached,region
218,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,-0.019851896896393523,-0.07514846802252342,1,R10AFRICA
219,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,-0.01998185307489264,-0.07496747875597223,1,R10AFRICA
220,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,-0.020866357736432917,-0.07577559655654897,1,R10AFRICA
221,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,-0.020244625250148557,-0.06701921689155196,1,R10AFRICA
222,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,-0.02133469946243069,-0.06670453009257235,1,R10AFRICA
223,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,-0.019935129533531992,-0.0756999148204438,1,R10AFRICA
224,EN_NPi2020_200f,MESSAGEix-GLOBIOM_1.1,-0.022497463956401842,-0.06996823043534131,1,R10AFRICA
225,EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,-0.02166800985216405,-0.06785467503651979,1,R10AFRICA
226,EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,-0.02312479705185813,-0.05718991643053825,1,R10AFRICA
227,EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,-0.024779279297318796,-0.014568580612785237,1,R10AFRICA
228,EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,-0.022980217019054977,-0.056601107275066787,1,R10AFRICA
229,EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,-0.02196538963192829,-0.02074002171652703,1,R10AFRICA
230,EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,-0.023529255945780342,-0.057178206484040484,1,R10AFRICA
231,EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,-0.02148284870424469,-0.0193821391353044,1,R10AFRICA
232,EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,-0.023425799146117005,-0.0103113870376349,1,R10AFRICA
233,EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,-0.02229912691338154,-0.04343996898215757,1,R10AFRICA
234,EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,-0.023318574066067244,0.00048732268744325347,1,R10AFRICA
235,EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,-0.023318574066067244,0.0002160326463373774,1,R10AFRICA
236,EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,-0.022665777526497122,0.00025943830081123775,1,R10AFRICA
237,EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,-0.02172949295066892,-0.004656128713371427,1,R10AFRICA
238,EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,-0.023244450950026863,-0.05485475114504887,1,R10AFRICA
239,EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,-0.022685698295143247,-0.05437808577644365,1,R10AFRICA
240,EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,-0.02856586059081323,-0.0747509284936653,1,R10AFRICA
241,EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,-0.02346822431798337,-0.043879395689022965,1,R10AFRICA
242,EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,-0.02352730309384332,-0.02683826697975622,1,R10AFRICA
243,EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,-0.022966964991405714,-0.026826970583110427,1,R10AFRICA
244,EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,-0.023145375268453977,-0.04116010847894119,1,R10AFRICA
245,EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,-0.023263199192819606,-0.004810502260350902,1,R10AFRICA
246,EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,-0.021741885936202826,-0.004301162663967711,1,R10AFRICA
247,EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,-0.023233400730344356,-0.05520280271687927,1,R10AFRICA
248,EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,-0.02485034932482505,-0.04439939522158698,1,R10AFRICA
249,NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,-0.04161062276915389,-0.05602517150802891,1,R10AFRICA
250,NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,-0.023425799132226477,-0.0060049862069814774,1,R10AFRICA
251,CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,-0.008637787820761383,-0.008683297331173373,1,R10AFRICA
252,CD-LINKS_INDC2030i_400,REMIND-MAgPIE 1.7-3.0,-0.008680028920880128,-0.008684331638228182,1,R10AFRICA
253,CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,-5.655590975744973e-05,-0.00012064157487398641,1,R10AFRICA
254,CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0,-4.2778939787241343e-05,-6.0279415154795846e-05,1,R10AFRICA
255,CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,-5.701100486160682e-05,-0.00012246195529050374,1,R10AFRICA
256,CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,-0.010279522722733053,-0.010326066540199907,1,R10AFRICA
257,CO_Bridge,REMIND-MAgPIE 1.7-3.0,-0.010160618783711134,-0.010160660155993317,1,R10AFRICA
258,PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,-0.010316013075627073,-0.010320729515797017,1,R10AFRICA
259,PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,-9.950033867356378e-05,-0.00012101392541372102,1,R10AFRICA
260,PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,-0.010159543104374114,-0.010159543104374114,1,R10AFRICA
261,PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,-0.010160618783711134,-0.010160660155993317,1,R10AFRICA
262,PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,-1.2411684657820388e-07,-1.2411684657820388e-07,0,R10AFRICA
263,PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,-0.010279522722733053,-0.010326066540199907,1,R10AFRICA
264,PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,-5.701100486160682e-05,-0.00012246195529050374,1,R10AFRICA
265,PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,-0.010159543104374114,-0.010159584476656353,1,R10AFRICA
266,PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,-0.010160618783711134,-0.010160660155993317,1,R10AFRICA
267,PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,-0.00987266769964984,-0.00987266769964984,0,R10AFRICA
268,PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,-5.961745863969359e-05,-5.961745863969359e-05,0,R10AFRICA
269,PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,-0.01016425954454414,-0.01016425954454414,0,R10AFRICA
270,PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,-0.01016425954454414,-0.01016425954454414,0,R10AFRICA
271,CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.0,0.0,0,R10AFRICA
272,CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10AFRICA
273,CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,-2.1555753296501057e-05,-2.1555753296501057e-05,1,R10AFRICA
274,CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,-1.8190509111504216e-07,-1.500717001653995e-06,1,R10AFRICA
275,EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,-0.008936360458399017,-0.008937770222855114,0,R10AFRICA
276,EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,-9.413588464929346e-06,-1.0868829193794172e-05,0,R10AFRICA
277,EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,-0.00014193144733831708,-0.0001433866880671958,0,R10AFRICA
278,EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,-1.4097644561034128e-06,-1.5916695472045772e-06,0,R10AFRICA
279,EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,-1.1369068194377885e-06,-1.500717001653995e-06,1,R10AFRICA
280,EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,0.0,-1.455240728878704e-06,0,R10AFRICA
281,EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,0.0,-1.4097644561034128e-06,1,R10AFRICA
282,EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,-0.0003517589699333218,-0.0003524865902977542,1,R10AFRICA
283,EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,-0.0002725847790278346,-0.00027399454348393804,0,R10AFRICA
284,EN_NPi2020_200f,REMIND-MAgPIE 2.1-4.2,-7.730966372077042e-07,-1.455240728878704e-06,0,R10AFRICA
285,EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,-1.2278593649883707e-06,-1.5461932744292861e-06,0,R10AFRICA
286,EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,0.0,-1.455240728878704e-06,1,R10AFRICA
287,EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,-1.0004780011119152e-06,-1.455240728878704e-06,0,R10AFRICA
288,EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,-1.3188119105528306e-06,-2.7740526394176568e-06,0,R10AFRICA
289,EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,-1.1369068194377885e-06,-1.5007170016678728e-06,0,R10AFRICA
290,EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,-1.3642881833281217e-06,-0.00011942069231350716,1,R10AFRICA
291,EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,-5.457152733312487e-07,-2.173765838760222e-05,1,R10AFRICA
292,EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,0.0,-1.455240728878704e-06,0,R10AFRICA
293,EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,-5.002390005559576e-07,-1.4097644561034128e-06,1,R10AFRICA
294,SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,0.0,0.0,0,R10AFRICA
295,SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.0,-1.045954273901084e-06,0,R10AFRICA
296,SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.0,-0.0002250165977026597,1,R10AFRICA
297,DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,-4.365722186622234e-06,-2.8013384030883826e-05,0,R10AFRICA
298,DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,-0.0001267878485034235,-0.0001456150254332822,1,R10AFRICA
299,DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,-9.368112192126299e-06,-2.464813984534575e-05,1,R10AFRICA
300,EN_INDCi2030_500f,WITCH 5.0,-0.011232961318410534,-0.059851301403208684,1,R10AFRICA
301,EN_NPi2020_400f,WITCH 5.0,-0.011235274608944884,-0.062074360725979355,1,R10AFRICA
302,EN_NPi2020_450,WITCH 5.0,-0.011388306017441535,-0.07972337960567052,1,R10AFRICA
303,EN_NPi2020_450f,WITCH 5.0,-0.011206611021346097,-0.06426123220294261,1,R10AFRICA
304,EN_NPi2020_500,WITCH 5.0,-0.01138504322176978,-0.08016937436474647,1,R10AFRICA
305,EN_NPi2020_500f,WITCH 5.0,-0.011056888661765574,-0.06612706251345735,1,R10AFRICA
306,SSP1_SPA1_19I_D,IMAGE 3.2,0.04495220897812505,0.12242548679045262,1,R10CHINA+
307,SSP1_SPA1_19I_D_LB,IMAGE 3.2,0.04469956633315142,0.12666990712469767,1,R10CHINA+
308,SSP1_SPA1_19I_LI,IMAGE 3.2,0.027928270298521962,0.11401497289021606,1,R10CHINA+
309,SSP1_SPA1_19I_LIRE,IMAGE 3.2,0.027549123762163757,0.11726187695220258,1,R10CHINA+
310,SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,0.02794435993157321,0.1211826174872968,1,R10CHINA+
311,SSP1_SPA1_19I_RE,IMAGE 3.2,0.053359002298763586,0.13400872260766106,1,R10CHINA+
312,SSP1_SPA1_19I_RE_LB,IMAGE 3.2,0.04458813856861524,0.12673857839490418,1,R10CHINA+
313,SSP2_SPA1_19I_D_LB,IMAGE 3.2,0.03801826720818299,0.09265323963255045,1,R10CHINA+
314,SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,0.02326041921050037,0.0613758213693075,1,R10CHINA+
315,SSP2_SPA1_19I_RE_LB,IMAGE 3.2,0.03872764548645591,0.09258761512710806,1,R10CHINA+
316,SSP2_SPA2_19I_D,IMAGE 3.2,0.03871367164168307,0.08749920936630362,1,R10CHINA+
317,SSP2_SPA2_19I_LI,IMAGE 3.2,0.023058527626097308,0.056643948572695474,1,R10CHINA+
318,SSP2_SPA2_19I_LIRE,IMAGE 3.2,0.022879064174758185,0.046201529895676274,1,R10CHINA+
319,SSP2_SPA2_19I_RE,IMAGE 3.2,0.04184437012741754,0.08714405743630596,1,R10CHINA+
320,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,0.03193093078627668,0.06720053043374372,1,R10CHINA+
321,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.03217796619695562,0.06826315764841581,1,R10CHINA+
322,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,0.03129999873109773,0.06810126056159815,1,R10CHINA+
323,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,0.03011641809919227,0.06800088011288519,1,R10CHINA+
324,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.029599761800793073,0.06789415074591021,1,R10CHINA+
325,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,0.031023910724894604,0.06803321501068016,1,R10CHINA+
326,EN_NPi2020_200f,MESSAGEix-GLOBIOM_1.1,0.02844974208463885,0.06733774540981058,1,R10CHINA+
327,EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,0.027080102719482607,0.06761285715243726,1,R10CHINA+
328,EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,0.027126969444286497,0.06834922994187653,1,R10CHINA+
329,EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,0.030716138195763548,0.08590049113423778,1,R10CHINA+
330,EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,0.027126969444286497,0.06834922994187653,1,R10CHINA+
331,EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,0.029093574601544908,0.0822447567047104,1,R10CHINA+
332,EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,0.027021743263606374,0.07020914415553797,1,R10CHINA+
333,EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,0.028718583244136314,0.08201804584278963,1,R10CHINA+
334,EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,0.027470556168351395,0.08422043898820145,1,R10CHINA+
335,EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,0.030239725031866727,0.07838095915971485,1,R10CHINA+
336,EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,0.028510281605378718,0.0888647627571946,1,R10CHINA+
337,EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,0.02794570685594827,0.08733031862634674,1,R10CHINA+
338,EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,0.02810988189874994,0.08702211546135455,1,R10CHINA+
339,EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,0.028507259821503983,0.08466161444126988,1,R10CHINA+
340,EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,0.02794358368515057,0.06904983101693254,1,R10CHINA+
341,EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,0.027815536585822975,0.07111864092051415,1,R10CHINA+
342,EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,0.02521360252295282,0.0664055389506921,1,R10CHINA+
343,EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,0.027185085400157738,0.07890384676295001,1,R10CHINA+
344,EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,0.0288629824362287,0.08761120393198149,1,R10CHINA+
345,EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,0.028629823905867602,0.08748007686376372,1,R10CHINA+
346,EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,0.0278342266529015,0.07147661208916503,1,R10CHINA+
347,EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,0.027126969444286497,0.08399765759402386,1,R10CHINA+
348,EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,0.027126969444286497,0.08408323243888108,1,R10CHINA+
349,EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,0.02652816713962519,0.07142163649480077,1,R10CHINA+
350,EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,0.02281797364380661,0.07079307820187128,1,R10CHINA+
351,NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,0.02477650581072066,0.07275846865926516,1,R10CHINA+
352,NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,0.027285342129971052,0.0824603745443859,1,R10CHINA+
353,CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
354,CD-LINKS_INDC2030i_400,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
355,CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
356,CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
357,CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
358,CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
359,CO_Bridge,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
360,PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
361,PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
362,PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
363,PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
364,PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
365,PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
366,PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
367,PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
368,PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
369,PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
370,PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
371,PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
372,PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,R10CHINA+
373,CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
374,CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
375,CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
376,CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
377,EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
378,EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
379,EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
380,EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
381,EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
382,EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
383,EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
384,EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
385,EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
386,EN_NPi2020_200f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
387,EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
388,EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
389,EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
390,EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
391,EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
392,EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
393,EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
394,EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
395,EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
396,SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
397,SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
398,SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.0,0.0,1,R10CHINA+
399,DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,0.0,0.0,1,R10CHINA+
400,DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,0.0,0.0,1,R10CHINA+
401,DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,0.0,0.0,1,R10CHINA+
402,EN_INDCi2030_500f,WITCH 5.0,-0.0017270937358545568,0.0273183779478145,1,R10CHINA+
403,EN_NPi2020_400f,WITCH 5.0,-0.0017512497881525813,0.027294221895516474,1,R10CHINA+
404,EN_NPi2020_450,WITCH 5.0,-0.0051633491679600185,0.02788553384774975,1,R10CHINA+
405,EN_NPi2020_450f,WITCH 5.0,-0.0017512497881525813,0.027294221895516474,1,R10CHINA+
406,EN_NPi2020_500,WITCH 5.0,-0.0051633491679600185,0.02788733389759046,1,R10CHINA+
407,EN_NPi2020_500f,WITCH 5.0,0.006070172566646548,0.027294221895516474,1,R10CHINA+
408,SSP1_SPA1_19I_D,IMAGE 3.2,0.0014302174439859434,0.001521842521016749,1,R10MIDDLE_EAST
409,SSP1_SPA1_19I_D_LB,IMAGE 3.2,0.0014302174439859434,0.001521842521016749,0,R10MIDDLE_EAST
410,SSP1_SPA1_19I_LI,IMAGE 3.2,8.140993584764332e-05,8.520738012502958e-05,0,R10MIDDLE_EAST
411,SSP1_SPA1_19I_LIRE,IMAGE 3.2,8.140993584764332e-05,8.520738012502958e-05,0,R10MIDDLE_EAST
412,SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,8.140993584764332e-05,8.520738012502958e-05,0,R10MIDDLE_EAST
413,SSP1_SPA1_19I_RE,IMAGE 3.2,0.0014193733385789386,0.0015242005566668752,1,R10MIDDLE_EAST
414,SSP1_SPA1_19I_RE_LB,IMAGE 3.2,0.0014341080656718782,0.0015287898030440607,0,R10MIDDLE_EAST
415,SSP2_SPA1_19I_D_LB,IMAGE 3.2,0.0014537783875235117,0.0014291845590043424,0,R10MIDDLE_EAST
416,SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,0.0,0.0,0,R10MIDDLE_EAST
417,SSP2_SPA1_19I_RE_LB,IMAGE 3.2,0.0014519776652880216,0.001427310711414935,0,R10MIDDLE_EAST
418,SSP2_SPA2_19I_D,IMAGE 3.2,0.0014537783875235117,0.0014291845590043424,1,R10MIDDLE_EAST
419,SSP2_SPA2_19I_LI,IMAGE 3.2,0.0,0.0,0,R10MIDDLE_EAST
420,SSP2_SPA2_19I_LIRE,IMAGE 3.2,0.0,0.0,1,R10MIDDLE_EAST
421,SSP2_SPA2_19I_RE,IMAGE 3.2,0.0015956262148670922,0.001568142293937267,0,R10MIDDLE_EAST
422,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,1.734723475976807e-18,0.0,0,R10MIDDLE_EAST
423,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,1.734723475976807e-18,0.0,0,R10MIDDLE_EAST
424,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,0.0,0.0,0,R10MIDDLE_EAST
425,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,1.734723475976807e-18,0.0,0,R10MIDDLE_EAST
426,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,1.734723475976807e-18,0.0,0,R10MIDDLE_EAST
427,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,0.0,0.0,0,R10MIDDLE_EAST
428,EN_NPi2020_200f,MESSAGEix-GLOBIOM_1.1,0.0,1.734723475976807e-18,0,R10MIDDLE_EAST
429,EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,0.0,0.0,0,R10MIDDLE_EAST
430,EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,0.0,0.0,0,R10MIDDLE_EAST
431,EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,-1.734723475976807e-18,0.0,0,R10MIDDLE_EAST
432,EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,0.0,1.734723475976807e-18,0,R10MIDDLE_EAST
433,EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,0.0,0.0,0,R10MIDDLE_EAST
434,EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,0.0,0.0,0,R10MIDDLE_EAST
435,EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,0.0,1.734723475976807e-18,0,R10MIDDLE_EAST
436,EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,-1.734723475976807e-18,0.0,0,R10MIDDLE_EAST
437,EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,0.0,-1.734723475976807e-18,0,R10MIDDLE_EAST
438,EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,0.0,1.734723475976807e-18,0,R10MIDDLE_EAST
439,EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,-1.734723475976807e-18,0.0,0,R10MIDDLE_EAST
440,EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,1.734723475976807e-18,0.0,0,R10MIDDLE_EAST
