model,scenario,carbon_budget_share,region
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.6162310943608527,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.5247830454678502,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.5585452573987496,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.5802862365443819,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.6058804213176003,R10INDIA+
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.5674835231378792,R10INDIA+
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.5871094467047352,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.9019564519172403,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.9020021812776262,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.7377066886933301,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.665591587366516,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.7465427666774858,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.9008278584321766,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.7835882859176899,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.919686488712361,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.6973340334225042,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.7898734091311955,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.7518716209944835,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.555329395281344,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.9196495852556298,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.7645621923246155,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.7954693727795767,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.7574171223810424,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.9203106271101302,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.6983728698062132,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.7892338294569732,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.7514627724083451,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.7176589008444101,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.6424439721362301,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.728180959147255,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.5938527329715537,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.8338339165630391,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.8338339165630391,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.8338339165630391,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.8152336940915941,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.8195043123165373,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.8338339165630391,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.8152336940915941,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.8195043123165373,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.8365944992918897,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.5428648130107829,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.5591778501495271,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.39059193828145067,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.5857436864410206,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.44765089722408846,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.6062334190427199,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.5244862803726782,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.5725209454163643,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.6246076943851919,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.6280831187116576,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.7029494353425781,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.6539390617028966,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.6682243006127082,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.7063554743787102,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.8592170756430059,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.7549363915957117,R10INDIA+
WITCH 5.0,EN_INDCi2030_500f,0.6710888666513043,R10INDIA+
WITCH 5.0,EN_NPi2020_400f,0.372086942767904,R10INDIA+
WITCH 5.0,EN_NPi2020_450,0.2997904326191931,R10INDIA+
WITCH 5.0,EN_NPi2020_450f,0.381482593590718,R10INDIA+
WITCH 5.0,EN_NPi2020_500,0.32865723680985043,R10INDIA+
WITCH 5.0,EN_NPi2020_500f,0.3897370936545211,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_D,0.14243795960288425,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.12948889704746624,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LI,0.13354912335697394,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.13476294884300816,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.12048833962700627,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE,0.13943507139639874,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.12902849925800408,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.14300248822044687,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.12434259890522258,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.14218681141148304,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_D,0.1533580912704083,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LI,0.14421896733225686,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.13858953020215764,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_RE,0.1480627743438175,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.1610430807819024,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.16088917093459454,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.18324358277390324,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.1610430807819024,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.16088917093459454,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.1829144035374757,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.07835105405368537,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.08060070308064078,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.08300463748335685,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.06740898483557553,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.08681358198395628,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,0.07065974241161958,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.08819606512334016,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,0.07746669671913678,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.06874143504889542,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.08188530187071584,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,0.07431138108289863,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,0.07462426372513187,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,0.07534196936578277,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,0.07690566121916129,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.09579163507142262,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.08503350242123259,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.1228465883346287,R10AFRICA
