model,scenario,electricity_price,region
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,2.694824519230764,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,1.1938014423076915,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.9420399038461476,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.9430399038461523,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,1.1632091346153857,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,-16.40646778846154,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,3.619986057692305,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,7.467301442307686,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,2.976301442307687,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,6.825570673076925,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,2.618970673076923,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,4.542024519230765,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,2.320186057692304,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,2.249647596153846,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,1.6397552884615365,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,-0.3108346153846142,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.38295480769231105,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,2.1821447115384593,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,-1.4544730769230796,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,1.4443653846153808,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,2.6209423076923066,R10INDIA+
WITCH 5.0,EN_INDCi2030_500f,1.4060142271552136,R10INDIA+
WITCH 5.0,EN_NPi2020_400f,2.3420551833396397,R10INDIA+
WITCH 5.0,EN_NPi2020_450,2.3244932884712926,R10INDIA+
WITCH 5.0,EN_NPi2020_450f,2.3186437453741258,R10INDIA+
WITCH 5.0,EN_NPi2020_500,2.399333116908724,R10INDIA+
WITCH 5.0,EN_NPi2020_500f,2.3030214645399285,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_D,6.7386867976036235,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_D_LB,8.468571322298338,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LI,6.32455590184933,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LIRE,5.380727941597396,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,7.591033483208449,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE,7.0257290976006,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,7.881152022287239,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_D_LB,7.554101366364598,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,7.74458416180466,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,7.874072975070703,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_D,7.7304369321751665,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LI,7.01379724769788,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LIRE,8.210992715688732,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_RE,10.014586630372726,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,12.018653308960248,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,11.87933514859815,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,14.114230845286771,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,9.46215353308195,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,9.161046492438283,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,13.703983202838293,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,12.423484538994243,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,11.224979132168466,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,10.679945060992802,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,26.827157864102617,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,10.365809246214765,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,18.428053370992593,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,9.720926907175704,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,11.781721937672588,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,9.01444580020261,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,18.269707241944182,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,15.136646137700977,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,11.262963636795911,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,10.967325208390784,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,11.135364579463245,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,9.327243648321089,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,7.192229038789611,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,13.761221934866667,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,9.143128154166233,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,8.157707348671314,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,7.967637807186966,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,8.566448284911965,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,9.800360275558505,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,8.250336016667555,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,8.688326292472675,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,7.08898513225696,R10AFRICA
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,9.06002318308205,R10AFRICA
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,8.688137409235898,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,2.5830115384615375,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,2.922419230769229,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,2.9380269230769223,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,2.6692269230769234,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,2.5420711538461553,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,2.300555769230769,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_Bridge,2.1824788461538454,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,2.8535019230769265,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,2.5012942307692327,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,2.8557634615384586,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,2.645701923076924,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,2.8978096153846167,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,2.300555769230769,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,2.5420711538461553,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,2.4195480769230784,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,2.3497865384615437,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,2.9575711538461533,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,2.8285788461538424,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,2.8662403846153843,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,2.6436173076923097,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,4.814692307692308,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,5.462530769230767,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,5.404120673076921,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,6.969289903846157,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,4.8123211538461526,R10AFRICA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,4.672790384615382,R10AFRICA
