model,scenario,shannon_index
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.8954935711919725
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.8608576269431071
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.8560114046554882
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.8566526368316474
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.8608483606319193
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.8774641258381086
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.8695650809206907
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.8974823464866918
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.8612140823885589
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.9141035376932005
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.8560976412538328
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.8845342950375361
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.8572695713167062
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.848083659708698
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.8455604989396459
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.7645289594409156
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.787523344137795
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.8822564208500651
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.7118052461789206
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.8879779525823142
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.8947051374752493
WITCH 5.0,EN_INDCi2030_500f,1.069794441194629
WITCH 5.0,EN_NPi2020_400f,1.092975867892975
WITCH 5.0,EN_NPi2020_450,1.0893322792025768
WITCH 5.0,EN_NPi2020_450f,1.095194702794334
WITCH 5.0,EN_NPi2020_500,1.0904762896598879
WITCH 5.0,EN_NPi2020_500f,1.096533344985824
