model,scenario,environmental_score,environmental_score_2050,Region
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,1.5505098240585355,1.6315267159391469,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,CO_Bridge,1.548501246742555,1.6286879908020915,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,1.5505098240585355,1.6315267159391469,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,1.548501246742555,1.6286879908020915,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,1.548501246742555,1.6286879908020915,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,1.5505098240585355,1.6315267159391469,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,1.548501246742555,1.6286879908020915,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,1.548501246742555,1.6286879908020915,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,1.5503614022053371,1.631316951125908,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,1.548683193707331,1.6289451367025312,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,1.548683193707331,1.6289451367025312,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,1.7756738948037585,1.9497514128431808,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,1.7850523140585879,1.963005945926232,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,1.756745116156143,1.922999343439014,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,1.515596784495443,1.5821840681703783,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,1.5178950945904468,1.5854322730502837,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.7418755630468233,0.9019841831798716,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,1.5152797085756373,1.5817359443283208,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,1.5165664811099826,1.5835545417553933,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.7148047977904247,0.8637250326850077,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,1.5152663063975838,1.5817170030112853,R10LATIN_AM
