model,scenario,electricity_price
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,21.850730769230765
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,26.212307692307697
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,20.852215384615384
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,23.648807692307688
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,21.207846153846155
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,22.644015384615386
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,19.24437692307692
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,20.844684615384615
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,18.62893846153846
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,19.04309230769231
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,20.759707692307693
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,19.84956153846154
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,21.130253846153842
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,22.430030769230772
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,17.7079
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,18.60676923076923
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,20.04035384615384
WITCH 5.0,EN_INDCi2030_500f,10.487283620993203
WITCH 5.0,EN_NPi2020_400f,10.897491435469163
WITCH 5.0,EN_NPi2020_450,11.728224436895589
WITCH 5.0,EN_NPi2020_450f,10.864192828184192
WITCH 5.0,EN_NPi2020_500,11.335553230896034
WITCH 5.0,EN_NPi2020_500f,10.84856688110334
