,2020,2030,2040,2050,2060,2070,2080,2090,2100,scenario,model,temperature_category
0,0.01281302056006853,0.012670882124150996,0.011507825139171113,0.011196979961785833,0.010760761501488188,0.0109284016629599,0.010487547808204205,0.008641443137254285,0.007785187790070924,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.01281302056006853,0.012670882124150996,0.011507825139171113,0.011196979961785833,0.010760761501488188,0.0109284016629599,0.010487547808204205,0.008641443137254285,0.007785187790070924,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.012813419939756907,0.019843013416251942,0.013754489771189234,0.017579918503472833,0.015676054879144526,0.013274758797697588,0.010611659578891182,0.00926174969788312,0.00816701241820559,CD-LINKS_INDCi,AIM/CGE 2.1,C1
0,0.012813418599310764,0.018941466754605094,0.013464006824065351,0.016918027210151156,0.015617619363806899,0.01373255738491637,0.010507950827294034,0.009254928092344373,0.008184782776195675,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.012813418562018371,0.017797412747448203,0.013582918879205264,0.017208888780803615,0.015372107025186946,0.013755421203071555,0.010937930902697676,0.009233646687817081,0.008197986796452795,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.012813423629714505,0.019843109956312596,0.016228600717499063,0.017742986857636443,0.012646155480348404,0.011230950162388955,0.009867859559995506,0.008648558301396261,0.007748913046598512,CD-LINKS_INDCi,AIM/CGE 2.1,C1
0,0.01281340802888922,0.016934973051659818,0.012512761295182206,0.014705953733424409,0.014067423746054564,0.013357753814081576,0.01145923262003124,0.009200052321997764,0.008228259372142936,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.012813418958409801,0.019843007450336108,0.01407622247534519,0.01758159798681886,0.012854357279852882,0.011301029483241265,0.009900657786038335,0.008629413720977945,0.007787061291290989,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.012813387269955262,0.015806179751006618,0.01273785322471957,0.013652123568657496,0.01397360215361706,0.01332969613990829,0.011903811674857096,0.009128793465301497,0.00825447581529711,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.012813412016924349,0.018147636771304786,0.013799498228506513,0.017202360705220018,0.014640019979717424,0.01132045281631603,0.009904875466137655,0.008640884262983378,0.0077824887828842025,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.012813359295132078,0.01500276211179939,0.012367536103066115,0.012831717246821694,0.014240642319278223,0.013202940742983761,0.011807657755894265,0.00910820102632541,0.008263950012747703,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.012813408425279565,0.016934976130887198,0.01251275691736229,0.014705940533536417,0.01406736605576027,0.011321763706342728,0.009842975117717435,0.008649459926645989,0.007777717340639185,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.01281331824504671,0.014217021383635174,0.012120431188764174,0.012601999349897147,0.01451268721949421,0.012913539117097153,0.011770388996031859,0.009713643631266514,0.008264252245236237,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.0433639632436512,0.061925351601744436,0.06588714173320152,0.035950661847207785,0.04747230116587558,0.03171287099522388,0.042454065792479734,0.0240444323211986,0.020845092091881248,CD-LINKS_INDCi,AIM/CGE 2.1,C1
0,0.044852660878246256,0.03205387913604651,0.028792265444133165,0.025262841442599923,0.02397618719604112,0.022621125505574446,0.021090618034216056,0.018847286045807463,0.016863761561662707,CD-LINKS_INDCi,AIM/CGE 2.1,C6
0,0.04485391099559996,0.03768490760046433,0.032613149755567936,0.027233454345377286,0.02671839573114741,0.026493257725309912,0.02355630070410092,0.020676863514431494,0.01831725647847591,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.0433606039405836,0.05931284641187088,0.03215353691441094,0.03118680423135002,0.0331317719573725,0.034593468672789764,0.03305422955948401,0.023119646207918083,0.020697465666470787,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.011935015784339234,0.012344019916711258,0.011357604547874886,0.011051393627491374,0.012070670420415843,0.008730664099892897,0.007502054912379244,0.007894172772804482,0.006292430974953821,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.011902392811874402,0.010227948688808266,0.009933294326127223,0.009131109516352147,0.009507333326849492,0.009247088254393201,0.008327717124404563,0.007396075216230178,0.007139493414500166,CD-LINKS_INDCi,AIM/CGE 2.1,C7
0,0.01190239594730208,0.010228703670739085,0.013791720795693557,0.012720603632107882,0.010241765104678176,0.008106167717381787,0.006813558007635353,0.0055382388495040175,0.004931134246203615,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.011902970164147203,0.013190650816597442,0.012450841044664165,0.010792546542167323,0.00806921289530706,0.006949470116367646,0.006790686691885408,0.0055009146882941265,0.004998197523083393,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.01193019418872962,0.013236554705261312,0.010866886724554372,0.01005865208513578,0.009840713257370515,0.008857969667871434,0.0077060094834788305,0.007421576025276627,0.006679656383788015,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.011900434450730699,0.012985809440821066,0.012685939142189915,0.011304013102261893,0.009647828255364126,0.0069481735103580754,0.006138933786716474,0.00526363054358882,0.004124540918946843,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.01918641752986531,0.01655942520754269,0.01602902149428255,0.015146703670406022,0.014047431953076102,0.012191937816258628,0.01030192342484343,0.009013967669363045,0.008115064173777284,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019061855907595023,0.01637344055967177,0.015792744100351044,0.01471716571107285,0.013680691819659176,0.012084309767815375,0.010200979758884716,0.008914805631756997,0.008028497704719646,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019061844814409135,0.016749966184470038,0.015821435530339857,0.01450443671442655,0.013653124177650744,0.012032961734128444,0.01022564522254955,0.008939369155050165,0.008048113759997146,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019186369031535797,0.01693685329861226,0.016113700707876738,0.015181649579323503,0.014047005813905687,0.012208697466971084,0.01032864909954522,0.009039831246986126,0.008133127692102896,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019186475638494075,0.016558693563469753,0.015621026645938129,0.014065948635760703,0.013465932427161539,0.012252858579899646,0.010680581521843995,0.009452836858728405,0.008523237774236487,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.019061587535263876,0.01636933330017216,0.015440944647558425,0.013875983022965943,0.01323493066062334,0.012046383932115472,0.010521253435236253,0.009314158394275374,0.008377664112929362,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.01906157644239306,0.01674566506290703,0.015543449477297452,0.013922051405348829,0.013173402643270826,0.01205188487363469,0.010533295142053534,0.009310887020860829,0.008381958575479685,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019185975058793932,0.016932652283033003,0.01571207720061315,0.014119278161488712,0.013460621628363553,0.012294307418711422,0.010696355633409408,0.009457184539291442,0.008497089526200626,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.0191862385450968,0.01655588495096973,0.015291264038755973,0.01352523381368433,0.0120978513545906,0.011132000835179654,0.010189594532808429,0.009128624324640818,0.008192486844340124,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.0191862385450968,0.01655588495096973,0.015291264038755973,0.013525233784610563,0.012065383643122407,0.01107202274190621,0.010162990871098105,0.009134051734278541,0.008343799126417906,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.0191862385450968,0.01655566548632978,0.01494501832662398,0.013225355574161794,0.011745605011916595,0.010334372008099378,0.00909834837823976,0.00860010842974748,0.008167982444400156,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.0191862385450968,0.01655566548632978,0.01494501832662398,0.013225355574161794,0.011745605011916595,0.010334372008099378,0.00909834837823976,0.00860010842974748,0.008167982444400156,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.019186347024788896,0.016560081343358794,0.016609481037668426,0.016643747957581393,0.01482126479034657,0.012708308874659222,0.010946145282764507,0.009630028092442823,0.008549357323159033,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.019061740571031875,0.01637457241264632,0.016309493365015755,0.016373710616581046,0.014694439984050258,0.01261646007530922,0.010866496454199034,0.009548798358463392,0.008490885960319097,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.0190618903198474,0.016751256238833067,0.01639768103233466,0.016333464804586823,0.014686435304034663,0.012623088564630795,0.01087545016388627,0.009550455675267803,0.0084931769539203,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.019186295394559023,0.016937881380597892,0.016646658913242456,0.016582850827300138,0.014855591274567613,0.012740680919297273,0.010969527135105865,0.009639943080023671,0.008559499366435106,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.019186247117384883,0.01655714219906956,0.01757948759121264,0.016822246910428277,0.014330976710061984,0.012073725431731672,0.010230526864544957,0.008953366230841902,0.00802928619060761,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.0191862385450968,0.01655625245633064,0.016098049891827906,0.015548317112644493,0.014308812130481382,0.01242411818218463,0.010761029716446394,0.009458481251991143,0.008448422117940899,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.019186812795063495,0.016559812669435594,0.015066594779823745,0.013232653356709779,0.011782136495759024,0.010321481664906328,0.009149379497278511,0.008145021963828634,0.0072910426486321464,CD-LINKS_INDCi,AIM/CGE 2.1,C7
0,0.01906151671418777,0.016369954896109238,0.014745984454047912,0.012947442581533183,0.011490119098789537,0.010092486043437819,0.00895168802737531,0.007952505491381524,0.007121069383302916,CD-LINKS_INDCi,AIM/CGE 2.1,C6
0,0.01906207699828614,0.016750682377231783,0.015391505502768094,0.013589819932906852,0.011966107238513369,0.010444247535095085,0.009207271373270898,0.008153481591215966,0.007269400119956722,CD-LINKS_INDCi,AIM/CGE 2.1,C6
0,0.01918635075910729,0.01693740316853985,0.015682087241449955,0.013859616499080666,0.012169215549122318,0.010640387362687463,0.009382261408511847,0.008315651407186674,0.007408124586036416,CD-LINKS_INDCi,AIM/CGE 2.1,C6
0,0.019187550383315044,0.01691786455805381,0.015651166760132642,0.014060465698904246,0.01356871504427008,0.012008616795655805,0.010321727061221288,0.009017207179790392,0.008092159857761735,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019062748853096292,0.016677487854836293,0.015408136218291825,0.013832074602730038,0.013208947668913493,0.011897111723780477,0.01022577738849155,0.008931061414375363,0.00802778061860369,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019186886752486965,0.016720086533752267,0.015511162917866552,0.013848987930412416,0.01307681716389508,0.012081504272722325,0.010588776441859387,0.009394460629291229,0.00847326737986502,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.01906250398840334,0.016477478390293947,0.01527222638778548,0.01365995999704219,0.012753918517222297,0.011835414536195427,0.010418058813415768,0.009236267486322376,0.008323051732818349,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019187602917742352,0.016622730476837613,0.015275424413288052,0.013447825994038128,0.012000040111349287,0.010579289079389617,0.009908497563763849,0.009141521153593412,0.008198545917154522,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.019186811550519937,0.01661423914610654,0.015261941677627629,0.013435501311399863,0.011974461541115452,0.010566475725143801,0.00988640690594644,0.009131887443638232,0.008368000773667056,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.019186496509875542,0.016541303394860173,0.014888825586648837,0.013130267435605893,0.011672412338157719,0.01026359391968402,0.009052166628367424,0.008360902937731745,0.00812658807760798,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.019186496509875542,0.016541303394860173,0.014888825586648837,0.013130267435605893,0.011672412338157719,0.01026359391968402,0.009052166628367424,0.008360902937731745,0.00812658807760798,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.019187820426022763,0.017346260490513667,0.016472703661899176,0.016449605295350434,0.014865772832513741,0.012864702122354977,0.011055669350005017,0.009757946137223734,0.008667959755132234,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.019188390663757535,0.018403573459613926,0.01974623532853063,0.01684291327129415,0.014165032873766963,0.01200247956356134,0.010159519649963221,0.008960949581438438,0.00801469392998424,CD-LINKS_INDCi,AIM/CGE 2.1,C1
0,0.0191880234153832,0.01719243651290486,0.016244071750089458,0.01570727681507046,0.014569900251340178,0.012722132157628465,0.01099012416709307,0.009700399431300749,0.008645801332236325,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.019188265224725203,0.017977098874026657,0.018324705548858337,0.016658600559087255,0.014178623271174863,0.01200373148814618,0.010185380259481142,0.008941336852550212,0.008081049949176985,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.019062783813642105,0.01779027132185886,0.01755515910295051,0.016605741754464547,0.0141072574605129,0.011952701443735787,0.01010510241598572,0.00887091970987134,0.007960202157271733,CD-LINKS_INDCi,AIM/CGE 2.1,C1
0,0.019187737030370265,0.0170927051410929,0.016017910485323222,0.015088109760871037,0.01431948680606483,0.012598609004425158,0.01088614945822023,0.009642705830335191,0.00861796060967196,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.01906238133640547,0.01703056261066866,0.015986662178159534,0.014604142744973281,0.014175064403115042,0.012390770578938094,0.010791767865356471,0.009461051931765607,0.008429582320295257,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.019187975107826515,0.0172687595150483,0.016367985824418615,0.015418772317882403,0.01403132336016731,0.012077242672774182,0.010240620695006763,0.008965171381495263,0.008093466698983219,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.019187275883824045,0.01696821167405163,0.015690573499186365,0.014084479274445852,0.01373542942817559,0.012387737911298935,0.010765869314666728,0.009508658007648385,0.008557298775063954,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.01918630873280565,0.016575120567787913,0.014810740995542169,0.013002347027402906,0.01143037149969157,0.009998219676581106,0.008826346199402188,0.007882653756615593,0.007125224261810879,CD-LINKS_INDCi,AIM/CGE 2.1,C7
0,0.019061736072484334,0.01638638865467518,0.014602077357097704,0.01280063651609028,0.011236699366353709,0.009814701022157283,0.008647743471824997,0.007711228946326295,0.006964215903050249,CD-LINKS_INDCi,AIM/CGE 2.1,C7
0,0.019131852047903394,0.012195261527716043,0.0118656593279366,0.012047873517315847,0.011433517757177896,0.011195559573558271,0.01066801599230418,0.010289376515295082,0.010443138743313462,CD-LINKS_INDCi,AIM/CGE 2.1,C7
0,0.019131770535451897,0.012016962183162403,0.011953134568662926,0.012396456610060464,0.011716253961713946,0.011319318726186904,0.010905645612097956,0.010500406620911222,0.010585698665629993,CD-LINKS_INDCi,AIM/CGE 2.1,C7
0,0.01913237516398566,0.01337731721232489,0.013723724853954405,0.013135357682567635,0.01141533965350351,0.010298941237150189,0.009554377378891327,0.008829374135280831,0.008381106305956268,CD-LINKS_INDCi,AIM/CGE 2.1,C2
0,0.01913237632770198,0.015453886170383268,0.014751419075683989,0.013127562322812336,0.011532787280856997,0.010757549341021553,0.008748665985778286,0.008507383619876964,0.008727698196524187,CD-LINKS_INDCi,AIM/CGE 2.1,C1
0,0.014202881573019218,0.010722931292892493,0.019844091419808717,0.013883179746249159,0.01115523334158747,0.010253383826418334,0.008903934987642081,0.00792100292049792,0.00812496344765666,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.014280000239053925,0.010317351986906627,0.01997063755479228,0.013415187129358123,0.01104122100389827,0.012880633410890347,0.010396821148299052,0.008203056528405693,0.008536818627394426,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.014280049257301274,0.010821932638526042,0.018842284670715657,0.012875844516316102,0.011272854504534805,0.01314364083272442,0.010239691668884936,0.008317904388372417,0.00861808725764472,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.014202866460433625,0.011086221937242857,0.01955227411577367,0.013538390185182476,0.010965392744216367,0.010218586234846725,0.00888057209167092,0.007963565364161504,0.008117687314448955,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.014202902587211113,0.010722721964731903,0.01533107600431063,0.013935543572225297,0.010638967552533176,0.01135086497881553,0.011815970987849202,0.008178230398013119,0.007507791339136622,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014280016367800382,0.010317230687025954,0.014892686350178482,0.014462413485048523,0.010773264518009135,0.013133942847119513,0.01381579875187857,0.009285898998266748,0.00748874780075436,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.014280069390240227,0.010821782512927328,0.013831701802935279,0.014140870880261714,0.011005291570016064,0.01301195159851947,0.013742717001370282,0.009420017903605362,0.007534478041092252,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.014202887474519832,0.011086015307235452,0.015023106469876677,0.013721101748636277,0.010722697419823452,0.011340687479232616,0.011787747428732776,0.00823644346777909,0.0075294120355033165,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.01420290140087221,0.01072273154947884,0.01594023431563469,0.01347923368816726,0.01063858563851706,0.01103819623797744,0.009452225493613268,0.007983583097359232,0.008051822807741105,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014279979925673753,0.010317147429632438,0.015405249818090699,0.014235168347466928,0.010447970303603131,0.012724951085921114,0.01167915055561619,0.008536307385291382,0.008078591326702637,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.014280031341057434,0.010821644602491316,0.01458927972108739,0.013940408179889277,0.01057029141455271,0.012594050562515731,0.011884064588479116,0.008520818316957213,0.008040771267983386,CD-LINKS_INDCi,AIM/CGE 2.1,C3
0,0.014202886288186892,0.011086018470540525,0.015620838880032835,0.013456656565711399,0.010760309776909472,0.011046071965400155,0.009383436820859164,0.008017759974031032,0.008088052666800804,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014202863834435423,0.010722538418097383,0.012648592563349263,0.01370022383606442,0.011322901870752867,0.010826713251284384,0.011689482984299743,0.009534683704640095,0.007020360515805785,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014280022720198016,0.01031727578100649,0.01300305433079996,0.01431825937690218,0.011321433262916328,0.013052091680294598,0.013138596894369466,0.01061881212608415,0.0075810920427018475,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014280077764146089,0.010821851200319019,0.012638341741890668,0.01389439630296781,0.011462276810410826,0.012838988859572253,0.013100424250727168,0.010748461952534592,0.007553474257678101,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014202848721939046,0.011085730695572038,0.012394594922074084,0.013568495882327905,0.011451873730495783,0.01075008243292714,0.01167973662428664,0.009562682650945115,0.007058910153117662,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014202902587211113,0.010722619274406375,0.012276972264315896,0.013670389950316282,0.011171442343410366,0.010422637628962016,0.010799172884588162,0.008095584726636483,0.007489273012105066,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014280006036261722,0.010317147955004179,0.01278385795784402,0.014138424065638392,0.011042204025124779,0.0125239894047462,0.012346910696393647,0.008938792206653768,0.008016422288215346,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014280058215402359,0.010821674185351945,0.012460550194966207,0.013665798777098526,0.011255249227863775,0.012486931441285643,0.012326121720742534,0.00898724653707215,0.00804825467769213,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014202887474519832,0.011085862398844067,0.012016765430877114,0.013546595337317129,0.011280403360984265,0.010375930545500818,0.010786475688660372,0.008141782688770353,0.007522328502837792,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014202858632281079,0.010722455903076073,0.01169836583254286,0.013482519099771176,0.011126501811923907,0.010905132939078252,0.011196931443141274,0.01029016706412415,0.0073094040881041995,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014279982631631665,0.010317049749064578,0.012380795122004587,0.013246623755550212,0.010918923620761892,0.012761485452756316,0.01289760071346474,0.010939542435434038,0.008395771297396529,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014280034810430208,0.010821518517818467,0.012487418873378665,0.0129118718327528,0.011100260174510147,0.012671116575706092,0.012786958273460427,0.011005394125542946,0.008456420888329298,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.01420284351981087,0.011085646793650424,0.011508459113797689,0.013304502891792983,0.011204343775283352,0.010833449612900732,0.01114329580943813,0.010316367272364063,0.007370699982935059,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014202911514918625,0.010722715674359529,0.011307513651483093,0.012969636913260406,0.011038246451622817,0.010600242161766497,0.010380880239387266,0.008977433568683708,0.007550837080012612,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.014280023219914645,0.010317179362866968,0.012762527134954495,0.012612361597989338,0.010909304084122752,0.012644084545211126,0.012281383315273404,0.009943273982822624,0.007900523726982422,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.014280078422655404,0.010821715845598033,0.012497575754106392,0.012471149986872756,0.01095983712583813,0.012486052643870855,0.012349117995005775,0.010033981609005493,0.007818474545430616,CD-LINKS_INDCi,AIM/CGE 2.1,C4
0,0.01420289640218244,0.011086024915049666,0.011331293020444402,0.012758790814362143,0.011126432235123612,0.010523687017935351,0.010346228467149233,0.009078840167727482,0.007504491505142502,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.014202877912113466,0.01072242836088153,0.011513920273482758,0.012197186650851637,0.011131586827944767,0.01096261959043867,0.010886980203912282,0.010054853793189742,0.008503917267837488,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.014280023219914645,0.010317158193553458,0.012058279574147521,0.012158303055188504,0.010821328850171823,0.012821087968446889,0.012471579778185225,0.010854014627447492,0.009190314871444791,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.014280049608313432,0.010821498075278853,0.011821701710089364,0.012024897284246334,0.010964002888953347,0.012710297733344676,0.01249374221059327,0.01087187066060612,0.00910290862376765,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.014202862799546292,0.011085604631583066,0.011613709660061328,0.012056432708042837,0.011239608516920121,0.010848958977519745,0.010893297386878201,0.010058453557616458,0.008561205194350828,CD-LINKS_INDCi,AIM/CGE 2.1,C5
0,0.014202877912113466,0.010722358467256065,0.010760575574964334,0.011417625039033794,0.01088032384800132,0.011057660155772607,0.010514278481686882,0.009341033927913904,0.007700563159154311,CD-LINKS_INDCi,AIM/CGE 2.1,C5
