model,scenario,flexibility_scores,shannon_index,carbon_budgets,CDR_2050,robustness_score
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.33202096903812545,0.5933674624799606,0.4115686951656411,0.24543069185393454,1.5823878185376616
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.11071832417505328,0.6351643731029752,0.2404736689973028,0.0,0.9863563662753314
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.04989097544159524,1.0,0.8235806454165908,0.26991145344841105,2.1433830743065974
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.07229373150096395,0.989857692869877,0.8235806454165908,0.24523333281868015,2.130965402606112
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.10083277319505518,0.9700240343753319,0.8235806454165908,0.22759677227436373,2.1220342252613418
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.2864406292241853,0.6554563353517289,0.7549128390188035,0.2907122667296556,1.987522070324373
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.283931699556503,0.6583990651851571,0.7459020821301525,0.2932068905313329,1.9814397374031456
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.1294132235211721,0.9509178572116086,0.8235806454165908,0.1960119346445649,2.0999236607939364
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.24909085612972823,0.707591516398425,0.7549128390188035,0.06849024941993195,1.7800854609668888
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.2502700859552128,0.7046558969448958,0.7459020821301525,0.07838578025776717,1.7792138452880284
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.1278345429831708,0.9475707668879146,0.8284735138110051,0.19583596954267143,2.099714793224762
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.03175094347459906,0.9747455017031914,0.33152912915592864,0.1731405855256798,1.5111661598593988
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.05923179198746436,0.9562755046750911,0.3534552747269625,0.1543291030930635,1.5232916744825817
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.12662056580695796,0.8235679022907053,0.10262360783581685,0.38213740100635024,1.4349494769398305
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.08679706056891959,0.9401196719528367,0.38352909077964253,0.13672458943481813,1.547170412736217
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.14457255609269237,0.8310345819252022,0.22615867743457024,0.2528709222285905,1.4546367376810554
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.11530888384064594,0.9193018642716619,0.4048003445742991,0.12358554141554907,1.5629966341021562
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.15892186104608225,0.8469274796676781,0.31973543375820773,0.16910099984809746,1.4946857743200654
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.26279264691519083,0.6995163690982403,0.2994283754342832,0.14007041826887343,1.4018078097165878
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.14136883647152806,0.9050520252548466,0.4364561959883956,0.10849768369490952,1.5913747414096795
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.25796654560351157,0.6927460074204773,0.4009360666244382,0.08681535311721894,1.4384639727656459
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,0.2577076178997273,0.6812572890473688,0.2517280360421698,0.15347908918875333,1.3441720321780193
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,0.31562728940627743,0.6766223551399796,0.2523128488588989,0.23815250559117623,1.482714998996332
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.2965140009919899,0.7041842245425861,0.37947150632669857,0.04203031634430052,1.4222000482055752
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.26851032382752893,0.6499217779548438,0.3350099465531559,0.13996458707056533,1.3934066354060939
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.21333950342198676,0.6739335538167925,0.3728857044007886,0.21851135746283717,1.4786701191024052
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.0,0.9672108037247652,0.30776606356707126,0.09653945779383517,1.3715163250856717
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.4575490779087271,0.5432768623751014,0.5599801996240164,0.14217097320610203,1.7029771131139468
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.4418485611106804,0.524684833916152,0.3779180616677822,0.3420923693692769,1.6865438260638914
WITCH 5.0,EN_INDCi2030_500f,0.5193671500488062,0.4474827757138168,0.7322123141503946,0.16638328132210944,1.8654455212351269
WITCH 5.0,EN_NPi2020_400f,0.5310393295764091,0.43330981406451263,0.14807046736516427,0.24799580779499283,1.3604154188010789
WITCH 5.0,EN_NPi2020_450,0.5471329110882949,0.41300841724070897,0.0,0.3063006401611663,1.2664419684901702
WITCH 5.0,EN_NPi2020_450f,0.5416480634587604,0.4334446775139632,0.1632209079668312,0.24917085728722554,1.3874845062267802
WITCH 5.0,EN_NPi2020_500,0.5465060534099239,0.4437589691192699,0.06660825632603498,0.298917397980402,1.355790676835631
WITCH 5.0,EN_NPi2020_500f,0.5515904079710725,0.43387326343378846,0.1828551667172458,0.24825198078162333,1.41657081890373
