,2020,2030,2040,2050,2060,2070,2080,2090,2100,scenario,model,temperature_category,max_value,mean_value,mean_value_2050,largest_annual_increase,mean_annual_increase
17,0.012813277272667364,0.013698037292258129,0.011893779535578228,0.012408197693466598,0.015048504473412466,0.012770506318327816,0.011405861388012506,0.010056855220576803,0.008232016160877818,EN_NPi2020_1000f,AIM/CGE 2.2,C3,0.015048504473412466,0.012036337261686415,0.012801698033501238,0.4208035337350022,0.017734213316199173
18,0.012813294086385266,0.013927544027506584,0.011986048472224411,0.01248530159098899,0.014817559571783821,0.012732955841135903,0.009741914519285386,0.008687039567156926,0.00786112432658548,EN_NPi2020_1200,AIM/CGE 2.2,C3,0.014817559571783821,0.011672531333672529,0.012908962195372088,0.3886310137813661,0.01702871506743503
19,0.012813207336334329,0.012794861836910728,0.011927301326001788,0.011903533035410281,0.011963487371898012,0.012003795828871566,0.01143879759236295,0.009621768670111734,0.008108089328648307,EN_NPi2020_1200f,AIM/CGE 2.2,C4,0.012813207336334329,0.011397204702949965,0.012511790166415614,0.27959948611750335,0.016770292642182435
20,0.012813186778691688,0.012870011135673211,0.011837694635120823,0.011786273680319117,0.011825060280799863,0.012204927147027356,0.00961834954883307,0.008735022129817194,0.007863984466657988,EN_NPi2020_1400,AIM/CGE 2.2,C4,0.012870011135673211,0.011061612200326702,0.012506964183161906,0.28821648303488656,0.016306646239767148
21,0.01281314606467193,0.012838930420836465,0.011733709784328767,0.011623659244943078,0.011590272715085876,0.012308141674296912,0.011062155769675435,0.009377511109949803,0.00802409994932754,EN_NPi2020_1400f,AIM/CGE 2.2,C4,0.012838930420836465,0.011263514081457312,0.012461928756612386,0.2896179224446454,0.01653040043453994
22,0.012813070634951303,0.012493849960902335,0.011608164264009395,0.011351031808588432,0.011140829060877681,0.011751893337381816,0.010951448011545076,0.008800147285601013,0.007884463724340004,EN_NPi2020_1600,AIM/CGE 2.2,C5,0.012813070634951303,0.01097721089868856,0.012305028286621009,0.2620531348490748,0.016128308934300103
23,0.012813070634951303,0.012493849960902335,0.011608164264009395,0.011351031808588432,0.011140829060877681,0.011751893337381816,0.010951448011545076,0.008991626177106265,0.007910655852918648,EN_NPi2020_1600f,AIM/CGE 2.2,C5,0.012813070634951303,0.011001396567586771,0.012305028286621009,0.2620531348490748,0.016157980371051175
24,0.01281302056006853,0.012670882124150996,0.011507825139171113,0.011196979961785833,0.010760761501488188,0.0109284016629599,0.010487547808204205,0.008641443137254285,0.007785187790070924,EN_NPi2020_1800,AIM/CGE 2.2,C5,0.01281302056006853,0.010754672187239332,0.012330575941130212,0.2852818441714827,0.01577672496772173
25,0.01281302056006853,0.012670882124150996,0.011507825139171113,0.011196979961785833,0.010760761501488188,0.0109284016629599,0.010487547808204205,0.008641443137254285,0.007785187790070924,EN_NPi2020_1800f,AIM/CGE 2.2,C5,0.01281302056006853,0.010754672187239332,0.012330575941130212,0.2852818441714827,0.01577672496772173
26,0.012813419939756907,0.019843013416251942,0.013754489771189234,0.017579918503472833,0.015676054879144526,0.013274758797697588,0.010611659578891182,0.00926174969788312,0.00816701241820559,EN_NPi2020_300f,AIM/CGE 2.2,C1,0.019843013416251942,0.01344245300027699,0.015470307709066025,0.8701949159864792,0.02041817259915867
27,0.012813418599310764,0.018941466754605094,0.013464006824065351,0.016918027210151156,0.015617619363806899,0.01373255738491637,0.010507950827294034,0.009254928092344373,0.008184782776195675,EN_NPi2020_400f,AIM/CGE 2.2,C2,0.018941466754605094,0.013270528648076634,0.01507296405932707,0.7899477348771676,0.019871659642119597
28,0.012813418562018371,0.017797412747448203,0.013582918879205264,0.017208888780803615,0.015372107025186946,0.013755421203071555,0.010937930902697676,0.009233646687817081,0.008197986796452795,EN_NPi2020_500f,AIM/CGE 2.2,C2,0.017797412747448203,0.013211081287189057,0.014731250062890612,0.6933361029209041,0.01936818255420018
29,0.012813423629714505,0.019843109956312596,0.016228600717499063,0.017742986857636443,0.012646155480348404,0.011230950162388955,0.009867859559995506,0.008648558301396261,0.007748913046598512,EN_NPi2020_600,AIM/CGE 2.2,C1,0.019843109956312596,0.01297450641243225,0.016295044767842055,0.8701949159864792,0.018776246909487124
30,0.01281340802888922,0.016934973051659818,0.012512761295182206,0.014705953733424409,0.014067423746054564,0.013357753814081576,0.01145923262003124,0.009200052321997764,0.008228259372142936,EN_NPi2020_600f,AIM/CGE 2.2,C2,0.016934973051659818,0.012586646442607081,0.01408704745857708,0.6249617112459398,0.018799560898500885
31,0.012813418958409801,0.019843007450336108,0.01407622247534519,0.01758159798681886,0.012854357279852882,0.011301029483241265,0.009900657786038335,0.008629413720977945,0.007787061291290989,EN_NPi2020_700,AIM/CGE 2.2,C3,0.019843007450336108,0.012754085159145707,0.015577549628030365,0.8701949159864792,0.019478181689766255
32,0.012813387269955262,0.015806179751006618,0.01273785322471957,0.013652123568657496,0.01397360215361706,0.01332969613990829,0.011903811674857096,0.009128793465301497,0.00825447581529711,EN_NPi2020_700f,AIM/CGE 2.2,C3,0.015806179751006618,0.012399991451479998,0.013785806748560484,0.5294215688259768,0.018193393240859616
33,0.012813412016924349,0.018147636771304786,0.013799498228506513,0.017202360705220018,0.014640019979717424,0.01132045281631603,0.009904875466137655,0.008640884262983378,0.0077824887828842025,EN_NPi2020_800,AIM/CGE 2.2,C3,0.018147636771304786,0.01269462544777715,0.014920182338911882,0.7217357983884409,0.01851676597324458
34,0.012813359295132078,0.01500276211179939,0.012367536103066115,0.012831717246821694,0.014240642319278223,0.013202940742983761,0.011807657755894265,0.00910820102632541,0.008263950012747703,EN_NPi2020_800f,AIM/CGE 2.2,C3,0.01500276211179939,0.012182085179338737,0.013394552503332527,0.4627458554914847,0.017949778420295773
35,0.012813408425279565,0.016934976130887198,0.01251275691736229,0.014705940533536417,0.01406736605576027,0.011321763706342728,0.009842975117717435,0.008649459926645989,0.007777717340639185,EN_NPi2020_900,AIM/CGE 2.2,C3,0.016934976130887198,0.01206959601713012,0.014087047157843017,0.6249617112459398,0.017754968179820696
36,0.01281331824504671,0.014217021383635174,0.012120431188764174,0.012601999349897147,0.01451268721949421,0.012913539117097153,0.011770388996031859,0.009713643631266514,0.008264252245236237,EN_NPi2020_900f,AIM/CGE 2.2,C3,0.01451268721949421,0.012103031264052131,0.013050256939148686,0.3960722495846764,0.017731872407549275
37,0.0433639632436512,0.061925351601744436,0.06588714173320152,0.035950661847207785,0.04747230116587558,0.03171287099522388,0.042454065792479734,0.0240444323211986,0.020845092091881248,1.5C,AIM/Hub-Global 2.0,C1,0.06588714173320152,0.041517320088051556,0.05705881885953238,0.7717665536194052,0.017294829895026825
38,0.044852660878246256,0.03205387913604651,0.028792265444133165,0.025262841442599923,0.02397618719604112,0.022621125505574446,0.021090618034216056,0.018847286045807463,0.016863761561662707,2.5C,AIM/Hub-Global 2.0,C6,0.044852660878246256,0.026040069471591962,0.03523293515280864,0.11080522607911839,0.005232899842148461
39,0.04485391099559996,0.03768490760046433,0.032613149755567936,0.027233454345377286,0.02671839573114741,0.026493257725309912,0.02355630070410092,0.020676863514431494,0.01831725647847591,2C,AIM/Hub-Global 2.0,C5,0.04485391099559996,0.028683055205608352,0.038383989450544075,0.1516443751487938,0.006686633882883367
40,0.0433606039405836,0.05931284641187088,0.03215353691441094,0.03118680423135002,0.0331317719573725,0.034593468672789764,0.03305422955948401,0.023119646207918083,0.020697465666470787,WB2C,AIM/Hub-Global 2.0,C3,0.05931284641187088,0.03451226372913895,0.044942329088955145,0.7092855577436198,0.013157587331919022
41,0.011935015784339234,0.012344019916711258,0.011357604547874886,0.011051393627491374,0.012070670420415843,0.008730664099892897,0.007502054912379244,0.007894172772804482,0.006292430974953821,NGFS2_Below 2°C,GCAM 5.3,C3,0.012344019916711258,0.009908669672984781,0.011878880082975126,0.3317826371304284,0.013060404775857107
42,0.011902392811874402,0.010227948688808266,0.009933294326127223,0.009131109516352147,0.009507333326849492,0.009247088254393201,0.008327717124404563,0.007396075216230178,0.007139493414500166,NGFS2_Current Policies,GCAM 5.3,C7,0.011902392811874402,0.00920138363105996,0.01068787860893663,0.22469079704149236,0.01307169952382491
43,0.01190239594730208,0.010228703670739085,0.013791720795693557,0.012720603632107882,0.010241765104678176,0.008106167717381787,0.006813558007635353,0.0055382388495040175,0.004931134246203615,NGFS2_Delayed Transition,GCAM 5.3,C4,0.013791720795693557,0.009363809774582838,0.011974273471244906,0.6658894199504679,0.010408584853296057
44,0.011902970164147203,0.013190650816597442,0.012450841044664165,0.010792546542167323,0.00806921289530706,0.006949470116367646,0.006790686691885408,0.0055009146882941265,0.004998197523083393,NGFS2_Divergent Net Zero Policies,GCAM 5.3,C2,0.013190650816597442,0.008960610053612641,0.012514820675136271,0.42910881117345184,0.009878781265588589
45,0.01193019418872962,0.013236554705261312,0.010866886724554372,0.01005865208513578,0.009840713257370515,0.008857969667871434,0.0077060094834788305,0.007421576025276627,0.006679656383788015,NGFS2_Nationally Determined Contributions (NDCs),GCAM 5.3,C5,0.013236554705261312,0.009622023613496278,0.012011211872848435,0.4218989333508666,0.012941790516863177
46,0.011900434450730699,0.012985809440821066,0.012685939142189915,0.011304013102261893,0.009647828255364126,0.0069481735103580754,0.006138933786716474,0.00526363054358882,0.004124540918946843,NGFS2_Net-Zero 2050,GCAM 5.3,C2,0.012985809440821066,0.00899992257233088,0.012524061011247227,0.40673648483866054,0.006231187373221768
47,0.01918641752986531,0.01655942520754269,0.01602902149428255,0.015146703670406022,0.014047431953076102,0.012191937816258628,0.01030192342484343,0.009013967669363045,0.008115064173777284,EN_INDCi2030_1000,GEM-E3_V2021,C3,0.01918641752986531,0.013399099215490562,0.01725828807723018,0.19534479301721774,0.014522838528889371
48,0.019061855907595023,0.01637344055967177,0.015792744100351044,0.01471716571107285,0.013680691819659176,0.012084309767815375,0.010200979758884716,0.008914805631756997,0.008028497704719646,EN_INDCi2030_1000_COV,GEM-E3_V2021,C3,0.019061855907595023,0.013206054551280731,0.01707601352253928,0.19023165512759882,0.014747209515707975
49,0.019061844814409135,0.016749966184470038,0.015821435530339857,0.01450443671442655,0.013653124177650744,0.012032961734128444,0.01022564522254955,0.008939369155050165,0.008048113759997146,EN_INDCi2030_1000_COV_NDCp,GEM-E3_V2021,C3,0.019061844814409135,0.013226321921446847,0.017211082176406343,0.18742406438858555,0.014800597781768938
50,0.019186369031535797,0.01693685329861226,0.016113700707876738,0.015181649579323503,0.014047005813905687,0.012208697466971084,0.01032864909954522,0.009039831246986126,0.008133127692102896,EN_INDCi2030_1000_NDCp,GEM-E3_V2021,C3,0.019186369031535797,0.013463987104095477,0.0174123076793416,0.17758028712377777,0.014569079753669646
51,0.019186475638494075,0.016558693563469753,0.015621026645938129,0.014065948635760703,0.013465932427161539,0.012252858579899646,0.010680581521843995,0.009452836858728405,0.008523237774236487,EN_INDCi2030_1000f,GEM-E3_V2021,C4,0.019186475638494075,0.013311954627281415,0.017122065282633988,0.18914917640496795,0.01544938722544225
52,0.019061587535263876,0.01636933330017216,0.015440944647558425,0.013875983022965943,0.01323493066062334,0.012046383932115472,0.010521253435236253,0.009314158394275374,0.008377664112929362,EN_INDCi2030_1000f_COV,GEM-E3_V2021,C3,0.019061587535263876,0.01313802656012669,0.01695728849433149,0.18156058014875548,0.015556988659898867
53,0.01906157644239306,0.01674566506290703,0.015543449477297452,0.013922051405348829,0.013173402643270826,0.01205188487363469,0.010533295142053534,0.009310887020860829,0.008381958575479685,EN_INDCi2030_1000f_COV_NDCp,GEM-E3_V2021,C3,0.01906157644239306,0.013191574515916215,0.01711689699419918,0.18742406438858555,0.01557724351478295
54,0.019185975058793932,0.016932652283033003,0.01571207720061315,0.014119278161488712,0.013460621628363553,0.012294307418711422,0.010696355633409408,0.009457184539291442,0.008497089526200626,EN_INDCi2030_1000f_NDCp,GEM-E3_V2021,C4,0.019185975058793932,0.01337283793887836,0.017276901514146695,0.1833786926703034,0.015408443998132973
55,0.0191862385450968,0.01655588495096973,0.015291264038755973,0.01352523381368433,0.0120978513545906,0.011132000835179654,0.010189594532808429,0.009128624324640818,0.008192486844340124,EN_INDCi2030_1400,GEM-E3_V2021,C4,0.0191862385450968,0.01281101991556294,0.01701112917827417,0.15645835492410537,0.014482693764588276
56,0.0191862385450968,0.01655588495096973,0.015291264038755973,0.013525233784610563,0.012065383643122407,0.01107202274190621,0.010162990871098105,0.009134051734278541,0.008343799126417906,EN_INDCi2030_1400f,GEM-E3_V2021,C4,0.0191862385450968,0.012815207715139582,0.01701112917827417,0.15645835492410537,0.014825174104857888
57,0.0191862385450968,0.01655566548632978,0.01494501832662398,0.013225355574161794,0.011745605011916595,0.010334372008099378,0.00909834837823976,0.00860010842974748,0.008167982444400156,EN_INDCi2030_1800,GEM-E3_V2021,C5,0.0191862385450968,0.01242874380051286,0.016895640786016852,0.15906813917437646,0.01424934895817288
58,0.0191862385450968,0.01655566548632978,0.01494501832662398,0.013225355574161794,0.011745605011916595,0.010334372008099378,0.00909834837823976,0.00860010842974748,0.008167982444400156,EN_INDCi2030_1800f,GEM-E3_V2021,C5,0.0191862385450968,0.01242874380051286,0.016895640786016852,0.15906813917437646,0.01424934895817288
59,0.019186347024788896,0.016560081343358794,0.016609481037668426,0.016643747957581393,0.01482126479034657,0.012708308874659222,0.010946145282764507,0.009630028092442823,0.008549357323159033,EN_INDCi2030_600f,GEM-E3_V2021,C2,0.019186347024788896,0.013961640191863297,0.017451969801938704,0.24430098066626665,0.01580426259443942
60,0.019061740571031875,0.01637457241264632,0.016309493365015755,0.016373710616581046,0.014694439984050258,0.01261646007530922,0.010866496454199034,0.009548798358463392,0.008490885960319097,EN_INDCi2030_600f_COV,GEM-E3_V2021,C2,0.019061740571031875,0.013815177533068441,0.017248602116231315,0.24015941909800032,0.016074651235316744
61,0.0190618903198474,0.016751256238833067,0.01639768103233466,0.016333464804586823,0.014686435304034663,0.012623088564630795,0.01087545016388627,0.009550455675267803,0.0084931769539203,EN_INDCi2030_600f_COV_NDCp,GEM-E3_V2021,C2,0.0190618903198474,0.013863655450815754,0.01740360919700504,0.2304851815393301,0.016076878841571114
62,0.019186295394559023,0.016937881380597892,0.016646658913242456,0.016582850827300138,0.014855591274567613,0.012740680919297273,0.010969527135105865,0.009639943080023671,0.008559499366435106,EN_INDCi2030_600f_NDCp,GEM-E3_V2021,C2,0.019186295394559023,0.014013214254569892,0.01759027856279979,0.23546617142030707,0.015803485500161363
63,0.019186247117384883,0.01655714219906956,0.01757948759121264,0.016822246910428277,0.014330976710061984,0.012073725431731672,0.010230526864544957,0.008953366230841902,0.00802928619060761,EN_INDCi2030_800,GEM-E3_V2021,C3,0.019186247117384883,0.013751445027320388,0.017774292302555696,0.285196429895717,0.014577047695063381
64,0.0191862385450968,0.01655625245633064,0.016098049891827906,0.015548317112644493,0.014308812130481382,0.01242411818218463,0.010761029716446394,0.009458481251991143,0.008448422117940899,EN_INDCi2030_800f,GEM-E3_V2021,C2,0.0191862385450968,0.013643302378327145,0.017280180297751784,0.19882207232659987,0.015427357046762003
65,0.019186812795063495,0.016559812669435594,0.015066594779823745,0.013232653356709779,0.011782136495759024,0.010321481664906328,0.009149379497278511,0.008145021963828634,0.0072910426486321464,EN_INDCi2100,GEM-E3_V2021,C7,0.019186812795063495,0.012303881763493028,0.016937740081440944,0.15080061517648657,0.011955733075970875
66,0.01906151671418777,0.016369954896109238,0.014745984454047912,0.012947442581533183,0.011490119098789537,0.010092486043437819,0.00895168802737531,0.007952505491381524,0.007121069383302916,EN_INDCi2100_COV,GEM-E3_V2021,C6,0.01906151671418777,0.012081418521129466,0.016725818688114975,0.16280773302701118,0.012025790596855436
67,0.01906207699828614,0.016750682377231783,0.015391505502768094,0.013589819932906852,0.011966107238513369,0.010444247535095085,0.009207271373270898,0.008153481591215966,0.007269400119956722,EN_INDCi2100_COV_NDCp,GEM-E3_V2021,C6,0.01906207699828614,0.012426065852138323,0.017068088292762004,0.18742406438858555,0.012486027972540994
68,0.01918635075910729,0.01693740316853985,0.015682087241449955,0.013859616499080666,0.012169215549122318,0.010640387362687463,0.009382261408511847,0.008315651407186674,0.007408124586036416,EN_INDCi2100_NDCp,GEM-E3_V2021,C6,0.01918635075910729,0.012620121997969162,0.017268613723032362,0.16826304750735233,0.012369079122248482
69,0.019187550383315044,0.01691786455805381,0.015651166760132642,0.014060465698904246,0.01356871504427008,0.012008616795655805,0.010321727061221288,0.009017207179790392,0.008092159857761735,EN_NPi2020_1000,GEM-E3_V2021,C3,0.019187550383315044,0.013202830371011672,0.017252193900500496,0.19838016398688477,0.014437329869271926
70,0.019062748853096292,0.016677487854836293,0.015408136218291825,0.013832074602730038,0.013208947668913493,0.011897111723780477,0.01022577738849155,0.008931061414375363,0.00802778061860369,EN_NPi2020_1000_COV,GEM-E3_V2021,C3,0.019062748853096292,0.013030125149235447,0.017049457642074804,0.1815032720117,0.014707014078307261
71,0.019186886752486965,0.016720086533752267,0.015511162917866552,0.013848987930412416,0.01307681716389508,0.012081504272722325,0.010588776441859387,0.009394460629291229,0.00847326737986502,EN_NPi2020_1000f,GEM-E3_V2021,C4,0.019186886752486965,0.013209105558016805,0.01713937873470193,0.16869651920591752,0.015269854689200169
72,0.01906250398840334,0.016477478390293947,0.01527222638778548,0.01365995999704219,0.012753918517222297,0.011835414536195427,0.010418058813415768,0.009236267486322376,0.008323051732818349,EN_NPi2020_1000f_COV,GEM-E3_V2021,C3,0.01906250398840334,0.013004319983277687,0.01693740292216092,0.16444417262282573,0.01540216012117128
73,0.019187602917742352,0.016622730476837613,0.015275424413288052,0.013447825994038128,0.012000040111349287,0.010579289079389617,0.009908497563763849,0.009141521153593412,0.008198545917154522,EN_NPi2020_1400,GEM-E3_V2021,C5,0.019187602917742352,0.01270683084746187,0.017028585935956006,0.1601284192813541,0.014463819843049213
74,0.019186811550519937,0.01661423914610654,0.015261941677627629,0.013435501311399863,0.011974461541115452,0.010566475725143801,0.00988640690594644,0.009131887443638232,0.008368000773667056,EN_NPi2020_1400f,GEM-E3_V2021,C4,0.019186811550519937,0.012713969563907218,0.0170209974580847,0.15853263273278276,0.014856667819645149
75,0.019186496509875542,0.016541303394860173,0.014888825586648837,0.013130267435605893,0.011672412338157719,0.01026359391968402,0.009052166628367424,0.008360902937731745,0.00812658807760798,EN_NPi2020_1800,GEM-E3_V2021,C5,0.019186496509875542,0.012358061869837704,0.016872208497128182,0.18454872674938522,0.014143700174118255
76,0.019186496509875542,0.016541303394860173,0.014888825586648837,0.013130267435605893,0.011672412338157719,0.01026359391968402,0.009052166628367424,0.008360902937731745,0.00812658807760798,EN_NPi2020_1800f,GEM-E3_V2021,C5,0.019186496509875542,0.012358061869837704,0.016872208497128182,0.18454872674938522,0.014143700174118255
77,0.019187820426022763,0.017346260490513667,0.016472703661899176,0.016449605295350434,0.014865772832513741,0.012864702122354977,0.011055669350005017,0.009757946137223734,0.008667959755132234,EN_NPi2020_400f,GEM-E3_V2021,C2,0.019187820426022763,0.014074271119001749,0.017668928192811868,0.2356525667180573,0.016025034613824467
78,0.019188390663757535,0.018403573459613926,0.01974623532853063,0.01684291327129415,0.014165032873766963,0.01200247956356134,0.010159519649963221,0.008960949581438438,0.00801469392998424,EN_NPi2020_500,GEM-E3_V2021,C1,0.01974623532853063,0.014164865369101162,0.01911273315063403,0.32437087741446746,0.014559328569685418
79,0.0191880234153832,0.01719243651290486,0.016244071750089458,0.01570727681507046,0.014569900251340178,0.012722132157628465,0.01099012416709307,0.009700399431300749,0.008645801332236325,EN_NPi2020_500f,GEM-E3_V2021,C2,0.0191880234153832,0.01388446287033853,0.017541510559459173,0.19663430984804905,0.01590818253058629
80,0.019188265224725203,0.017977098874026657,0.018324705548858337,0.016658600559087255,0.014178623271174863,0.01200373148814618,0.010185380259481142,0.008941336852550212,0.008081049949176985,EN_NPi2020_600,GEM-E3_V2021,C2,0.019188265224725203,0.013948754669691872,0.01849668988253673,0.25576050420826923,0.014604308953277788
81,0.019062783813642105,0.01779027132185886,0.01755515910295051,0.016605741754464547,0.0141072574605129,0.011952701443735787,0.01010510241598572,0.00887091970987134,0.007960202157271733,EN_NPi2020_600_COV,GEM-E3_V2021,C1,0.019062783813642105,0.013778904353365946,0.01813607141281716,0.237805129872698,0.01478737018151769
82,0.019187737030370265,0.0170927051410929,0.016017910485323222,0.015088109760871037,0.01431948680606483,0.012598609004425158,0.01088614945822023,0.009642705830335191,0.00861796060967196,EN_NPi2020_600f,GEM-E3_V2021,C2,0.019187737030370265,0.013716819347374976,0.017432784218928795,0.1837667846340994,0.01579969275560765
83,0.01906238133640547,0.01703056261066866,0.015986662178159534,0.014604142744973281,0.014175064403115042,0.012390770578938094,0.010791767865356471,0.009461051931765607,0.008429582320295257,EN_NPi2020_600f_COV,GEM-E3_V2021,C2,0.01906238133640547,0.013547998441075269,0.017359868708411223,0.20544073808308144,0.01583914154306802
84,0.019187975107826515,0.0172687595150483,0.016367985824418615,0.015418772317882403,0.01403132336016731,0.012077242672774182,0.010240620695006763,0.008965171381495263,0.008093466698983219,EN_NPi2020_800,GEM-E3_V2021,C3,0.019187975107826515,0.013516813063733618,0.01760824014909781,0.17616649692647,0.01448182725939504
85,0.019187275883824045,0.01696821167405163,0.015690573499186365,0.014084479274445852,0.01373542942817559,0.012387737911298935,0.010765869314666728,0.009508658007648385,0.008557298775063954,EN_NPi2020_800f,GEM-E3_V2021,C3,0.019187275883824045,0.013431725974262386,0.017282020352354013,0.21074153523839143,0.0155682134819743
86,0.01918630873280565,0.016575120567787913,0.014810740995542169,0.013002347027402906,0.01143037149969157,0.009998219676581106,0.008826346199402188,0.007882653756615593,0.007125224261810879,EN_NPi2100,GEM-E3_V2021,C7,0.01918630873280565,0.012093036968626663,0.01685739009871191,0.13843289232152442,0.011312547042086512
87,0.019061736072484334,0.01638638865467518,0.014602077357097704,0.01280063651609028,0.011236699366353709,0.009814701022157283,0.008647743471824997,0.007711228946326295,0.006964215903050249,EN_NPi2100_COV,GEM-E3_V2021,C7,0.019061736072484334,0.011913936367784449,0.016683400694752406,0.1664323671620874,0.011484537249956437
