model,scenario,shannon_index
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.7951601558903011
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.7648566117783713
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.7786175237534582
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.7809150530042808
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.7663138888254155
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.7574836562513569
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.758465529539588
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.7550190536151582
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.7596238993739792
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.7610835041078494
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.7601727828698883
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.7605129295578089
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.7752793470602597
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.7605807598256092
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.7743041483623769
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,0.7984986218714556
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,0.7992128872895774
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.7437037165657117
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.7549199541288572
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.7751918657000723
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.7019792794712355
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.7954611524173474
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.8011769119750003
WITCH 5.0,EN_INDCi2030_500f,0.8860664682980142
WITCH 5.0,EN_NPi2020_400f,0.8830715635897
WITCH 5.0,EN_NPi2020_450,0.8899023485112822
WITCH 5.0,EN_NPi2020_450f,0.8823193202594848
WITCH 5.0,EN_NPi2020_500,0.8869760774692177
WITCH 5.0,EN_NPi2020_500f,0.880257724029162
