scenario,model,Nd,Dy,Ni,Mn,Ag,Cd,Te,Se,In
CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,0.15018564128812587,0.09267751690508648,0.1188703013419773,0.38362912388157916,1.418886276563586,1.088774106096963,0.23055727548439522,7.810984479921961,0.791685929842123
CO_Bridge,REMIND-MAgPIE 1.7-3.0,0.19647681795017913,0.12124317252207906,0.09995692401554299,0.3181184969722586,1.3107368430530837,1.005786269270131,0.2853341543923075,7.2156206649241845,0.7313425561377656
PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.15018564128812587,0.09267751690508648,0.12532750569838316,0.40434528302544614,1.52293494144244,1.16861524203946,0.2474643222918089,8.383773518726162,0.8497412267070339
PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,0.25308718861598783,0.15617666243086772,0.1259598680052582,0.2526421485622859,1.124123297248554,1.2539043043692772,0.44344979956809194,6.18831105308366,1.1010901696353268
PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.18293684360580284,0.11288783848060446,0.11686146077280819,0.3695715632360684,1.4357687293800323,1.1017287577681796,0.2700569147944293,7.903922567427926,0.8011057125102411
PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.20326940790727832,0.1254347874140158,0.10768964895475415,0.32941040596582477,1.3505227639241508,1.0363157635271003,0.29696268036791124,7.434642594712639,0.7613584125333464
PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,0.29225758184839645,0.1803481794270298,0.15783898942644167,0.34304441939590613,1.4384065058573228,1.487438597038405,0.5105971563491921,7.918443555801652,1.30616348586424
PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.15018564128812587,0.09267751690508648,0.1188703013419773,0.38362912388157916,1.418886276563586,1.088774106096963,0.23055727548439522,7.810984479921961,0.791685929842123
PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,0.22936280846745147,0.14153667006261916,0.11412118841691268,0.2697627008730244,1.160488394460745,1.0719756308788415,0.3888567627214005,6.388501311194559,0.9413332621447859
PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.18293684360580284,0.11288783848060446,0.10118446674179286,0.326087209328273,1.309555225112334,1.0048795616372235,0.2700569147944293,7.209115845229441,0.7306832571413681
PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.20326940790727832,0.1254347874140158,0.10102402899481149,0.2905539091556157,1.237045414862544,0.9492395817868456,0.29696268036791124,6.809948546300524,0.6908100660658307
PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,0.16143787499658546,0.09267751690508648,0.14900155344148383,0.4811862523972995,1.7095832532776125,1.3118387351618421,0.2777931280328169,9.411274517945838,0.9538840637683443
PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,0.2574565425467839,0.1588729313239025,0.1289451652461786,0.2939789025488063,1.2860851647204754,1.1316630823449678,0.4004924505894136,7.079912905930014,0.9937465650028501
PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,0.18293684360580284,0.11288783848060446,0.13501806570446248,0.43563012676375595,1.6362875769788894,1.2555957255838026,0.2700569147944293,9.007781017817498,0.9129877942064891
PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,0.20326940790727832,0.1254347874140158,0.12348625113374347,0.39578864246849216,1.532515673621617,1.1759669609801782,0.29696268036791124,8.436515554218312,0.8550869200082689
CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.35612849520266965,0.2197620514947184,0.18838063166738783,0.5200752358762093,0.4769616663290074,1.2039599267253838,0.45021988871686935,2.6256791927232634,1.0572325458432883
CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.41295867989355806,0.2548311856491925,0.24442026010631293,0.6492061602986072,0.676575896685318,1.3920676500551379,0.507122269813355,3.72455771529303,1.2224154583423876
CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.3834974384907085,0.236651054214928,0.21127741017265572,0.6610745193895433,0.6222433902399498,1.1593371862568111,0.44511673798406787,3.425456672728952,1.0180480078359417
CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.4943158636702589,0.30503559740351077,0.3047803858241026,0.8170848252014644,0.8486773325174315,1.4676337535762463,0.5543390349377266,4.671978002923589,1.2887722715814893
EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,0.31426178964451595,0.18112737493493042,0.2863574211925726,0.9366974932859555,0.6712162560634999,0.9204909367618389,0.44694095155735697,3.6950528350172323,0.9986123465868685
EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,0.3047217660030197,0.18112737493493042,0.2776548690920631,0.9082622315858725,0.6439242898990533,0.9204909367618389,0.44694095155735697,3.544810262615064,0.9986123465868685
EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,0.29507262768986836,0.18112737493493042,0.2688531625045969,0.8795017396389443,0.6165944825759454,0.9204909367618389,0.44694095155735697,3.394359374220355,0.9986123465868685
EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,0.2644796135935485,0.16320677296202196,0.25588285445099396,0.5127069945356676,0.4286561716214479,0.814173457788397,0.3944265823636069,2.35975691573182,0.8812780605534035
EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.2973633257086764,0.18349886453158207,0.2445476786783901,0.5255920227549947,0.43974636455613714,0.8420481140706116,0.4178484215014992,2.4208085492016966,0.933610113951892
EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,0.29352028267326563,0.18112737493493042,0.26393324784543926,0.8634404448951809,0.5980233915448303,0.9204909367618389,0.44694095155735697,3.292125314863196,0.9986123465868685
EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,0.2644796135935485,0.16320677296202196,0.2194922764164744,0.7180629140840584,0.49552872552561034,0.814173457788397,0.3944265823636069,2.7278910567873096,0.8812780605534035
EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.2973633257086764,0.18349886453158207,0.21743202256682626,0.7112954813502722,0.49687332525129185,0.8420481140706116,0.4178484215014992,2.735293092991679,0.933610113951892
EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,0.332656758782841,0.20527796213582183,0.2625743956227879,0.858971930882443,0.6000088821174614,0.9560576563159696,0.4804243901035471,3.303055462193548,1.0734253057079728
EN_NPi2020_200f,REMIND-MAgPIE 2.1-4.2,0.534184224686896,0.3296378208278456,0.35371217595263466,0.7912531453696654,0.5870491309364039,1.6366626236681123,0.7664140008891746,3.2317118901180906,1.712419685907322
EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,0.5197449028778354,0.3207275116958966,0.3444574482842459,0.7514959030834055,0.5540180362687258,1.6063576598709828,0.7423778941969753,3.0498753525000573,1.6587151577743053
EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,0.7324493294111925,0.4519845207998055,0.49257545167204764,0.6110675545596254,0.5322920347320316,1.8390102130499208,0.9862563415497685,2.9302734762842397,2.2036194180447604
EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,0.4966364680363246,0.3064676108005403,0.32804877452527936,0.7323057344374091,0.527238898953342,1.5647953492939977,0.7087811067669171,2.9024559085240695,1.5836489401533738
EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,0.6225596637967378,0.38417310250889375,0.41161404428962056,0.6669072657392124,0.570902299993893,1.720359105169753,0.8718481660483198,3.142823409078345,1.947994114057457
EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,0.48096598055934964,0.2967975660772096,0.3167670851414498,0.7121560274952686,0.5052359650546213,1.5343993038443628,0.6839438548744715,2.7813295166247163,1.5281543914693492
EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,0.5424961981831918,0.33476702664013575,0.3598447769008375,0.739939452367977,0.5425716922574682,1.6538863404902484,0.779736807794442,2.9868631034561677,1.742187196403808
EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,0.47027623551590736,0.2902010697778458,0.309082760318273,0.5630165092863796,0.4017973884904089,1.4600775390748573,0.6544937394882643,2.211899020669056,1.4623531961870675
EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,0.45882457208258903,0.2831344040012112,0.30055749020079725,0.7022619022182991,0.49443066564671534,1.4892175861698027,0.6538187072556915,2.721846225137485,1.460844953276136
EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,0.40199951379652565,0.24806843328144215,0.2600782077332636,0.5912611617552396,0.42715807175555626,1.3129511614078115,0.5755957225930033,2.3515098595757813,1.2860692071762374
NGFS2_Divergent Net Zero Policies,REMIND-MAgPIE 2.1-4.2,0.38980457344542296,0.24054310142646407,0.26179977393332465,0.3243045007250699,0.3049649540890079,1.3066247111541678,0.579575888595991,1.3260670883577699,1.2949622005307269
NGFS2_Net-Zero 2050,REMIND-MAgPIE 2.1-4.2,0.4056794439511352,0.25033926813747925,0.27438969561860255,0.3400392137211583,0.28906982992821834,1.2727225438863279,0.5493677266865262,1.2569509465442037,1.2274672812458123
SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,0.440252798383896,0.2716740150042629,0.2872232902120256,0.40614695575746707,0.3619006567482458,1.6507084508934953,0.6589655932781406,1.5115106524926407,1.472344780961614
SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.49669845093102905,0.3065058596019738,0.32703774283369613,0.5254662050812512,0.3907454808995377,1.6554322455192076,0.7229735265638659,2.1510581484358697,1.615359450429491
SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.5331045209797257,0.3289715503527488,0.34417272299158996,0.6714780439416725,0.504936379249532,1.5820637252748684,0.7380368961390793,2.779680293489212,1.6490159475273598
DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,0.4909347666696506,0.30294916842305675,0.267997720752986,0.33013180663722375,0.8672293235867485,2.625852697529648,0.995499225248442,4.774106916782028,2.305838318032288
DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,0.42380387410149734,0.2615236075140562,0.2554676774265252,0.3643133972474409,0.282076131396719,1.2187671908078772,0.5360764321078607,1.4387753603008915,1.197770179599321
DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,0.5300056869357039,0.3270593020043869,0.324952832074794,0.40287376918967654,0.3380384655207917,1.3862078358299523,0.6424310118488457,1.4698793343816605,1.4354011151296835
EN_INDCi2030_500f,WITCH 5.0,0.17834609435513887,0.12131513782469971,0.18884493192128549,0.6582609434046393,0.3044041552592258,0.31217286684655104,0.12788904741385884,1.6757482059183295,0.2857459834363004
EN_NPi2020_400f,WITCH 5.0,0.2229978307205133,0.13760892885059028,0.1960087391811864,0.6422658199842721,0.21716286188761452,0.3239517040979662,0.15748375219218758,1.1954839311912802,0.3518702387372599
EN_NPi2020_450,WITCH 5.0,0.22824930425735357,0.14081652288699095,0.20773711309135492,0.6803262699673787,0.22500930618077072,0.3639668224562312,0.15906286616909973,1.2386786928918798,0.35539849612454477
EN_NPi2020_450f,WITCH 5.0,0.2222738778434367,0.13716218737498517,0.1927095169896471,0.6314597040603969,0.2125190075462909,0.32066721791586367,0.15681534502548747,1.1699194622227398,0.35037679839153185
EN_NPi2020_500,WITCH 5.0,0.22815273672878097,0.1407899512481231,0.20708273702001534,0.6785218573535725,0.23608229182002863,0.3485439124247071,0.1586124606779176,1.2996356000121,0.3543921428626704
EN_NPi2020_500f,WITCH 5.0,0.22206586678892815,0.1370338265819339,0.1901677180473474,0.6231640483481874,0.20244969879586328,0.3129005124945077,0.15568286353786967,1.1144878073591673,0.34784646414519443
