model,scenario,between_region_gini,carbon_budget_fairness,fairness_score
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.3926636907167101,0.15810709836245845,0.5507707890791685
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.4634000000261705,0.22707609082251742,0.6904760908486879
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.43811364219430965,0.048413451400740215,0.48652709359504986
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.42564394322578314,0.287903008258952,0.7135469514847351
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.4371887216162454,0.1301344791197785,0.5673232007360238
WITCH 5.0,EN_INDCi2030_500f,0.027538917321966505,0.8908402839681658,0.9183792012901324
WITCH 5.0,EN_NPi2020_400f,0.009669861669646063,0.16826607223894077,0.17793593390858684
WITCH 5.0,EN_NPi2020_450,0.02993933992323946,0.0,0.02993933992323946
WITCH 5.0,EN_NPi2020_450f,0.004612173612097309,0.19765446039716594,0.20226663400926326
WITCH 5.0,EN_NPi2020_500,0.03251500878429652,0.07068477174467487,0.10319978052897139
WITCH 5.0,EN_NPi2020_500f,0.0,0.2228924019423798,0.2228924019423798
