model,scenario,final_energy_demand,energy_diversity,gini_coefficient,electricity_price,resilience_score
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.6634509201405125,0.19561777607249103,1.0,0.5394854469124944,2.398554143125498
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.651903323487996,0.18769981162078642,1.0,0.5373239978583085,2.376927132967091
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.6362089432425889,0.17462718657882562,1.0,0.544852529852141,2.3556886596735556
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.6449846315880516,0.13646356882773958,1.0,0.5600097788529428,2.341457979268734
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.5994390189330028,0.11015129268960842,1.0,0.5414386108770981,2.2510289224997093
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.6467082451862799,0.1343124005993063,1.0,0.5424847976761392,2.3235054434617255
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.599679062019293,0.11731519358154496,1.0,0.5275319384552293,2.2445261940560672
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.5024248884677546,0.1865470455790389,1.0,0.5634261327729339,2.2523980668197274
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.5551825521604287,0.15372109141543372,1.0,0.5590645355564562,2.2679681791323185
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.9940741441181876,0.35840602097488977,1.0,0.3811960323274546,2.733676197420532
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.9069241996087489,0.5132762957727109,1.0,0.37667884632706977,2.7968793417085296
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,1.0,0.41904026827648105,1.0,0.37951915751323645,2.7985594257897173
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.9302406767507639,0.5795803261992031,1.0,0.3612042595164936,2.8710252624664605
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.9625878933420956,0.3814353949716432,1.0,0.3748685658242275,2.7188918541379667
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.9598076316325016,0.32544063640006615,1.0,0.3795622068666577,2.6648104748992254
REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.9081603233849757,0.3481179594777372,1.0,0.38006350318360327,2.636341786046316
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.8678947246217273,0.46655535049327873,1.0,0.375912473222208,2.7103625483372142
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.8817425581122457,0.5281200607544341,1.0,0.3659105157540655,2.7757731346207453
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.8389007636757196,0.4740130530903959,1.0,0.3760010949680788,2.6889149117341944
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.8195888488147495,0.4667694218201306,1.0,0.37431365492792945,2.6606719255628097
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.7098334650034348,0.959091063051939,1.0,0.3723430037568477,3.0412675318122213
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.9598076316325016,0.32544063640006615,1.0,0.3795622068666577,2.6648104748992254
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.9625878933420956,0.3814353949716432,1.0,0.3748685658242275,2.7188918541379667
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.9241155871518509,0.31815306073185917,1.0,0.37868482004454845,2.620953467928259
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.8973919771572377,0.3164905604557698,1.0,0.37834310594614606,2.5922256435591535
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.8106401914048382,0.6254249901442308,1.0,0.38408286204570646,2.820148043594776
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.8465878357911953,0.6147072306907161,1.0,0.38861644779977567,2.849911514281687
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.7847181964330424,0.6146058006234577,1.0,0.38367255282372087,2.782996549880221
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.7718692183235926,0.6040542432574373,1.0,0.38420538712852076,2.7601288487095506
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.1402160291783608,0.5298277202098727,0.0,0.4384154036916813,1.1084591530799148
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.09762256986534586,0.7778041391580207,0.0,0.4441080104993994,1.319534719522766
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.6214382385707357,0.47531772240626496,1.0,0.4509225812250374,2.547678542202038
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.47331422714093097,0.8946781095404901,1.0,0.4795947121231025,2.8475870488045234
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.7786208856048288,0.8511782648205347,1.0,0.42216214396097995,3.0519612943863432
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.7611713004855456,0.8107110170752361,1.0,0.4183755354492423,2.990257853010024
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.7356354345566446,0.7607583138435003,1.0,0.41586495392609335,2.912258702326238
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.42677519549134596,0.5154395613554892,1.0,0.42690593040409874,2.369120687250934
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.4282166765308856,0.5193044351530903,1.0,0.4222709500190778,2.3697920617030537
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.712259382722576,0.7132583861987483,1.0,0.41403906211926317,2.8395568310405874
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.5151774932395694,0.5539754898669905,1.0,0.39230607699886105,2.461459060105421
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.5139564229093938,0.5542507450510933,1.0,0.38970529683044863,2.457912464790936
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.7115360695308345,0.7172010243201766,1.0,0.41326322761804507,2.8420003214690563
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.7499937309461989,0.9324430296521002,1.0,0.4337857847645955,3.1162225453628944
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.7227136955885344,0.8798664852080256,1.0,0.42880294037354044,3.0313831211701006
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.5636248931772553,0.7788533805227453,1.0,0.43514381052160567,2.7776220842216066
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.7035368661135503,0.8284161470877759,1.0,0.42055607192949507,2.952509085130821
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.5714107789385278,0.7451636148701929,1.0,0.43672354833323224,2.7532979421419532
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.6786291799449128,0.7777160999899814,1.0,0.4169979561397624,2.8733432360746565
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.5866834705513363,0.7156718997231961,1.0,0.4349055410233657,2.737260911297898
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.4598404712413354,0.5780009018531316,1.0,0.40116099784873926,2.4390023709432063
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.6653154035921951,0.7316411294562977,1.0,0.4146729756751365,2.8116295087236294
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.48375869059691784,0.5733747435467593,1.0,0.3935896731045349,2.4507231072482116
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,0.049869682670775774,0.5627310661232717,1.0,0.416698502945085,2.0292992517391326
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,0.12964514503472177,0.5067293946846587,1.0,0.42102346490949727,2.057398004628878
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.01208985891049,0.5323890131458467,1.0,0.39302104318352027,1.937499915239857
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.161828186678328,0.648206127771899,0.0,0.40827770249802253,1.2183120169482495
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.5885653056462959,0.6642396185153912,1.0,0.41902159113043963,2.6718265152921266
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.2821794770473601,1.0,1.0,0.3629684945570684,2.6451479716044286
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.4000247762331737,0.3956679866331385,1.0,0.40035488687918097,2.196047649745493
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.3502054867392524,0.5651812114355125,1.0,0.40996829633695725,2.3253549945117222
WITCH 5.0,EN_INDCi2030_500f,0.29084020796765664,0.13823814571927331,1.0,0.3923042225068122,1.8213825761937423
WITCH 5.0,EN_NPi2020_400f,0.2857159867141664,0.15263709819332477,1.0,0.3808997702586199,1.8192528551661111
WITCH 5.0,EN_NPi2020_450,0.2537373825999988,0.14723291237510644,1.0,0.3930623861938741,1.7940326811689795
WITCH 5.0,EN_NPi2020_450f,0.2997843731434378,0.141510584976651,1.0,0.38031323918484,1.8216081973049287
WITCH 5.0,EN_NPi2020_500,0.2869465209149264,0.13215992617645678,1.0,0.3873127332727062,1.8064191803640894
WITCH 5.0,EN_NPi2020_500f,0.3140665867732782,0.13158805083754904,1.0,0.3799321301490649,1.825586767759892
