,scenario,model,2030,2040,2050,2060,2070,2080,2090,2100,mean_value,mean_value_2050,largest_annual_increase,mean_annual_increase,temperature_category
22,2.5C,AIM/Hub-Global 2.0,0.03171140848469116,0.028175940489609294,0.024422931331249127,0.022900337342236433,0.02138324665233168,0.019802776674699072,0.017630749831048786,0.01573101452572344,0.022719800666448624,0.028103426768516526,0.026059924693011164,0.00476139459846682,C6
23,2C,AIM/Hub-Global 2.0,0.03701179520024433,0.031684011524674684,0.026273637407538065,0.02559816932981351,0.025185262545436363,0.022329268314214296,0.019591582033756313,0.01735304550542308,0.02562834648263758,0.03165648137748569,0.02171081568609118,0.00590243778683018,C5
24,Baseline,AIM/Hub-Global 2.0,0.03511817147694883,0.02909812336187506,0.025168218659247503,0.019038563082443137,0.018830732446535083,0.01704419639668605,0.01564666571082949,0.012987589695475962,0.02161653260375514,0.029794837832690463,0.01644887371946576,0.002615122550175776,C7
25,"NGFS1_Current policies (Hot house world, Rep)",GCAM 5.2,0.005104788030352698,0.005781646321541187,0.005939674218571079,0.00549470504071585,0.005356370621419936,0.0057153730780389244,0.0048877080154176,0.0043586552152644654,0.005329865067665218,0.005608702856821655,0.05265427316945523,0.01578038379084573,C7
26,"NGFS1_Immediate 2C with CDR (Orderly, Rep)",GCAM 5.2,0.009522357015111648,0.011723520514345293,0.009382021623752748,0.010067390552021917,0.010080718468858517,0.009420417383916274,0.008757030905603161,0.010003964008370825,0.009869677558997548,0.010209299717736563,0.3215206092586434,0.02748627480902111,C4
27,NGFS2_Current Policies,GCAM 5.3,0.010132285384793677,0.009748143436437207,0.008879941993486577,0.00916998606736252,0.008832836141451294,0.00788271321002438,0.0069312697054295215,0.006615533859445016,0.008524088724803773,0.009586790271572486,0.02473055505719479,0.010420343193345293,C7
28,NGFS2_Delayed Transition,GCAM 5.3,0.010132285384793677,0.013681200154312298,0.012952259360219792,0.010766882443392948,0.008251912780917123,0.007625608820390043,0.006056040538899925,0.005719377739684222,0.009398195902826253,0.012255248299775257,0.1607553771605666,0.007788714304553577,C4
29,NGFS2_Divergent Net Zero Policies,GCAM 5.3,0.013340590079476711,0.012667807042908973,0.011636637779652558,0.008560675820810314,0.007958410354586637,0.007794611957898513,0.006087307504547669,0.005567915175950365,0.009201744464478967,0.012548344967346081,0.1532098803492638,0.007936341548748855,C2
30,NGFS2_Nationally Determined Contributions (NDCs),GCAM 5.3,0.013175215423813457,0.010782566557989095,0.009990441010107974,0.009798147289074771,0.00877597996636398,0.007602492700789527,0.007270243536498772,0.00649605275158894,0.009236392404528315,0.011316074330636841,0.07576786689117306,0.010122663909763904,C5
31,NGFS2_Net-Zero 2050,GCAM 5.3,0.013013828757616388,0.012728841394621779,0.01160101432797474,0.009998494501674837,0.007529853562246516,0.006653735138223285,0.005553007381608098,0.004375546302228157,0.008931790170774225,0.012447894826737636,0.05745594532957568,0.004845876290870567,C2
32,EN_INDCi2030_1000f,GEM-E3_V2021,0.016370948964978663,0.015146856676279345,0.013470970143265556,0.012828998372385483,0.011684577417496346,0.01023770333126341,0.009093839774555482,0.008225001233393701,0.012132361989202249,0.014996258594841189,0.01998974695274821,0.012051428011533399,C4
33,EN_INDCi2030_1000f_NDCp,GEM-E3_V2021,0.016731090306714557,0.015243988265666086,0.013538581179565325,0.012832530687467933,0.01172979325489486,0.010257419586609452,0.00910300818913742,0.008205106664507926,0.012205189766820446,0.015171219917315326,0.019627065012976116,0.012026986397599825,C4
34,EN_INDCi2030_1400,GEM-E3_V2021,0.016370948964978663,0.014878149639386327,0.013019351075693608,0.01155374926043581,0.010584918520706926,0.009694364054244986,0.00870676356006389,0.00782910033982667,0.01157966817691711,0.014756149893352867,0.018014249545212888,0.011447430731981957,C4
35,EN_INDCi2030_1400f,GEM-E3_V2021,0.016370948964978663,0.014878149639386327,0.013019351075693608,0.011529824149527962,0.010526184397072263,0.009666068367993542,0.008708763693906179,0.00797214145207428,0.011583928967579104,0.014756149893352867,0.01719567937300038,0.011670686183500667,C4
36,EN_INDCi2030_1800,GEM-E3_V2021,0.016370948964978663,0.014570371047750585,0.012770228053139373,0.011257399011302993,0.009837725774836294,0.00862573541380725,0.008128349287509338,0.00772329184341089,0.011160506174591923,0.014570516021956206,0.022295926265774445,0.011288760990144154,C5
37,EN_INDCi2030_1800f,GEM-E3_V2021,0.016370948964978663,0.014570371047750585,0.012770228053139373,0.011257399011302993,0.009837725774836294,0.00862573541380725,0.008128349287509338,0.00772329184341089,0.011160506174591923,0.014570516021956206,0.022295926265774445,0.011288760990144154,C5
38,EN_INDCi2030_600f,GEM-E3_V2021,0.016370948964978663,0.015960719198213794,0.015874122632975288,0.014184081112350613,0.012227508837491139,0.010588674329775597,0.009355705837150504,0.008334546619594476,0.012862038441566259,0.016068596932055913,0.029243961253114507,0.012218218721789369,C2
39,EN_INDCi2030_600f_COV,GEM-E3_V2021,0.01620327915800582,0.015712596006920123,0.015633636292948547,0.014068860483193049,0.012144567688416385,0.010515646743431238,0.00927961830154862,0.008278941470007264,0.012729643268058881,0.01584983715262483,0.02849318988618203,0.01239156332856027,C2
40,EN_INDCi2030_600f_COV_NDCp,GEM-E3_V2021,0.016562941775073392,0.01580995114901048,0.015605735356872739,0.014067288901092764,0.012154836272062937,0.010527838202451453,0.009284784596017727,0.008284264453191829,0.012787205088221665,0.015992876093652204,0.025418936226850167,0.012399374104734691,C2
41,EN_INDCi2030_600f_NDCp,GEM-E3_V2021,0.016731090306714557,0.016008541209463736,0.01581538475486782,0.01420782214205658,0.012252533527736208,0.010607269257872597,0.009362913535945065,0.008341968045482087,0.012915940347517332,0.016185005423682036,0.028081226606560396,0.01223013548720075,C2
42,EN_INDCi2030_800f,GEM-E3_V2021,0.016370948964978663,0.015542872814803918,0.014844690020598905,0.013664830858135687,0.011910130660797288,0.010369198406425325,0.009149596730308823,0.008200099285425486,0.012506545967684262,0.015586170600127161,0.025337476016199966,0.012019384700931198,C2
43,EN_INDCi2100,GEM-E3_V2021,0.016370948964978663,0.01472841029259878,0.012807341570053341,0.011293206983649355,0.009798690208058835,0.008605615380190237,0.007595933651647094,0.00674084223285845,0.010992623660504344,0.014635566942543594,0.016243267499015494,0.009772055328326569,C7
44,EN_INDCi2100_COV,GEM-E3_V2021,0.01620327915800582,0.014454235367027637,0.012572290422242732,0.011058768225187204,0.009628741912900102,0.008464498646839912,0.007458692478279984,0.006618074563487374,0.010807322596746346,0.014409934982425397,0.01628440171659543,0.009813592862081192,C6
45,EN_INDCi2100_COV_NDCp,GEM-E3_V2021,0.016562941775073392,0.015048479063497905,0.013179911007121103,0.011513599818187224,0.009967301360572226,0.008716571146362645,0.007660646240194132,0.006773669803344854,0.011177890026794184,0.014930443948564133,0.01885421169157376,0.010105843601207571,C6
46,EN_INDCi2100_NDCp,GEM-E3_V2021,0.016731090306714557,0.015304149453512996,0.013406448761663277,0.011675598385140385,0.010121968900610196,0.008851351220873674,0.007786412837605272,0.0068835424408823795,0.011345070288375343,0.015147229507296944,0.019627065012976116,0.010037439427182595,C6
47,EN_NPi2020_1000f,GEM-E3_V2021,0.016476058880585148,0.015077102417847031,0.013303989528977784,0.012465985608414245,0.011510454483140089,0.010127132241436836,0.009016560506280316,0.008154369394538357,0.012016456632652476,0.014952383609136652,0.021561566534101663,0.011944108690425911,C4
48,EN_NPi2020_1400,GEM-E3_V2021,0.016387130198844094,0.014857768161133642,0.012953061479925783,0.011469750945962027,0.010063562436450882,0.009417333447474769,0.008703269776814383,0.007821280417942708,0.011459144608068537,0.014732653279967839,0.019186966393085446,0.011429020491810746,C5
49,EN_NPi2020_1400f,GEM-E3_V2021,0.016387130198844094,0.014857768161133642,0.012953061479925783,0.011457632580069065,0.010058657756465103,0.009400747018632982,0.008696707933108753,0.007985472273377576,0.011474647175194624,0.014732653279967839,0.018473249761954108,0.011684879484321663,C4
50,EN_NPi2020_1800,GEM-E3_V2021,0.016340972875796347,0.014527733439277392,0.012692828534131081,0.011204265813865638,0.009781474389344534,0.008585576779178556,0.007903617905853106,0.007678448922292284,0.011089364832467368,0.014520511616401608,0.02035940537699114,0.011215623276340942,C5
51,EN_NPi2020_1800f,GEM-E3_V2021,0.016340972875796347,0.014527733439277392,0.012692828534131081,0.011204265813865638,0.009781474389344534,0.008585576779178556,0.007903617905853106,0.007678448922292284,0.011089364832467368,0.014520511616401608,0.02035940537699114,0.011215623276340942,C5
52,EN_NPi2020_400f,GEM-E3_V2021,0.01701058973511112,0.01586861917052206,0.015695988753166818,0.014218059243720473,0.01236925981417866,0.01069806382161489,0.009484895128042214,0.008459955458333597,0.012975678890586229,0.016191732552933335,0.02251586155992635,0.012379126901010692,C2
53,EN_NPi2020_500f,GEM-E3_V2021,0.016879439030061682,0.015682384524600763,0.015014868026022038,0.013932059723549387,0.012218572479847045,0.010615878190459793,0.009415228704713926,0.008423659952746868,0.012772761329000187,0.015858897193561493,0.023772085337392706,0.012327670628686374,C2
54,EN_NPi2020_600,GEM-E3_V2021,0.017574878285859904,0.01753325837622439,0.015946959229426797,0.013644187231890856,0.011590407339551892,0.009858603436657029,0.008663409078285991,0.007832006305544877,0.012830463660430218,0.017018365297170365,0.02986562577961711,0.011429790151485649,C2
55,EN_NPi2020_600f,GEM-E3_V2021,0.016790030002232392,0.015495798945141121,0.014441319164751084,0.013678379097004515,0.012079468659092749,0.010498394335996706,0.009340738997465016,0.008380958117179394,0.012588135914857872,0.015575716037374865,0.020341251841730405,0.01226745010448593,C2
56,EN_NPi2020_600f_COV,GEM-E3_V2021,0.016743032795572953,0.015469114159845594,0.014030487200252741,0.013574851781934653,0.011911278087744148,0.01042606015484791,0.009180117479441878,0.00820994200730581,0.012443110458368212,0.015414211385223761,0.023482490656658354,0.012274806716799067,C2
57,EN_NPi2100,GEM-E3_V2021,0.01641162335566998,0.014494983285710078,0.012581084710715073,0.010940274806972954,0.00945865393904458,0.008249839944436845,0.007275944753861227,0.006489842037217267,0.0107377808542035,0.014495897117365042,0.017230115334797198,0.009337075876609523,C7
58,EN_NPi2100_COV,GEM-E3_V2021,0.016234980483703327,0.01431676488526007,0.012417710395612843,0.010793505900957278,0.009330209424337255,0.008138448939900341,0.007180228918805099,0.006410210568727272,0.010602757439662935,0.014323151921525413,0.01666788912715435,0.009445023919510217,C7
59,CO_BAU,IMAGE 3.0,0.011175871586415578,0.01051514221860889,0.01061959089441123,0.009614529263247601,0.011427181702165595,0.009468525057345818,0.008018092730355673,0.008560910485387598,0.009924980492242247,0.010770201566478566,0.04557355220756936,0.01599311124880868,C7
60,CO_CurPol,IMAGE 3.0,0.012152430644936773,0.011220641118765555,0.009793446050564739,0.009110140958580667,0.01106327713729054,0.009234530525355979,0.007807948486024925,0.007734516401660117,0.009764616415397411,0.011055505938089022,0.04874078425180143,0.014363038785988453,C7
61,CO_GPP,IMAGE 3.0,0.012084954873659804,0.008257518062828146,0.00835246464100751,0.007689720715510547,0.00702132293326283,0.007894286565619538,0.006702801803874891,0.005658949197659635,0.007957752349177862,0.009564979192498485,0.04989267094745753,0.010296447932546322,C5
62,CO_NDCplus,IMAGE 3.0,0.01128813014774555,0.011316529625485804,0.009203581662459237,0.008486661499569732,0.009454894429186999,0.009942665004396063,0.0077983078429117395,0.006952244713534617,0.009305376865661217,0.010602747145230197,0.04450813729283127,0.013015559560310403,C7
63,EN_INDCi2030_1000,IMAGE 3.0,0.011621523751162464,0.009274457641807607,0.012787196436458492,0.011524565172992073,0.0072145832574743276,0.005784079922020064,0.007767351226300005,0.005565578046524472,0.008942416931842438,0.011227725943142855,0.1179976407643959,0.010612278737021738,C4
64,EN_INDCi2030_1000f,IMAGE 3.0,0.011566729090862224,0.007864830848429028,0.011426338779020863,0.012038240693157828,0.012979880916392201,0.010780737249326183,0.009139969018955592,0.007544060359589387,0.010417598369466662,0.010285966239437372,0.09293185721007362,0.014116161533517909,C4
65,EN_INDCi2030_1200,IMAGE 3.0,0.011588681049744904,0.0072714712547272435,0.011806644798021728,0.008921427948738845,0.007875281034940363,0.007311888710184282,0.007515999234775208,0.005267909497417315,0.008444912941068736,0.010222265700831292,0.1422424853384011,0.009840038505572243,C4
66,EN_INDCi2030_1200f,IMAGE 3.0,0.011566729090862224,0.00916715846097568,0.009993703757903998,0.008685255047300095,0.00912389105285105,0.0081361202228101,0.00824981738494635,0.007160972186903102,0.009010455900569075,0.010242530436580632,0.05312222620458974,0.013276917474930245,C4
67,EN_INDCi2030_1400,IMAGE 3.0,0.011578073998964931,0.007703767270843212,0.012519221801872276,0.0076542256589615925,0.008904777560842004,0.008331539411144721,0.007843974451382837,0.004981228355240345,0.00868960106365649,0.010600354357226805,0.11974292069559736,0.009212381999760513,C5
68,EN_INDCi2030_1400f,IMAGE 3.0,0.011566729090862224,0.009019824658592785,0.010295819675323805,0.009069719385534582,0.008971286946675677,0.008653633076355284,0.00953643074236044,0.006923010384838823,0.009254556745067952,0.010294124474926272,0.05499189065255956,0.012904893749737351,C4
69,EN_INDCi2030_3000,IMAGE 3.0,0.011566729090862224,0.011909823576498241,0.009586606099334817,0.009042511257817786,0.010742213721217576,0.009394800539734405,0.007458085513078558,0.008552904600697119,0.00978170929990509,0.01102105292223176,0.05094693715936072,0.015583184005515399,C6
70,EN_INDCi2030_3000f,IMAGE 3.0,0.011566729090862224,0.011909823576498241,0.009586606099334817,0.009042511257817786,0.010742213721217576,0.009394800539734405,0.007458085513078558,0.008552904600697119,0.00978170929990509,0.01102105292223176,0.05094693715936072,0.015583184005515399,C6
71,EN_INDCi2100,IMAGE 3.0,0.011677551269945453,0.01127227195432357,0.009537635505316333,0.009012180161775978,0.011043044726880603,0.00940219878965552,0.00820300403353367,0.008906564090772557,0.009881806316525459,0.010829152909861785,0.05008259772572972,0.016034767427562432,C7
72,EN_NPi2020_1200,IMAGE 3.0,0.011367953012038157,0.008173697046131289,0.009902103725134191,0.007960040964046514,0.00842582266335636,0.008364434975606908,0.007623861844189989,0.004706840330591359,0.008315594320136847,0.009814584594434546,0.08859280555856444,0.008362843880338533,C4
73,EN_NPi2020_1200f,IMAGE 3.0,0.010559865776055746,0.008938700120398983,0.010995063861044619,0.007564351522285534,0.007880151316683664,0.009325526112167862,0.008056657186948833,0.005372608693034473,0.008586615573577464,0.010164543252499783,0.09290917944295586,0.010034112702721674,C4
74,EN_NPi2020_1400,IMAGE 3.0,0.011158457406888186,0.00851712263178531,0.011138789301899632,0.007642057001644905,0.008643221217705966,0.008164073524030273,0.007318638689469826,0.005590813483531115,0.008521646657119401,0.010271456446857709,0.08688072219057998,0.010434788370253108,C4
75,EN_NPi2020_1400f,IMAGE 3.0,0.010659833359679408,0.00881302930049248,0.011147504252181823,0.008183357864001166,0.008755660591009096,0.008987179544396103,0.008040672937063164,0.0059860968890970015,0.00882166684224003,0.01020678897078457,0.07878421743219731,0.011203010219791979,C4
76,EN_NPi2020_3000,IMAGE 3.0,0.012030566356687217,0.010945911387344957,0.009671781020564789,0.009472928036676181,0.010550618414429887,0.009019904915720682,0.007529239370340375,0.008758146024407715,0.009747386940771477,0.01088275292153232,0.03907090654552102,0.016202068594153737,C6
77,EN_NPi2020_3000f,IMAGE 3.0,0.012030566356687217,0.010945911387344957,0.009671781020564789,0.009472928036676181,0.010550618414429887,0.009019904915720682,0.007529239370340375,0.008758146024407715,0.009747386940771477,0.01088275292153232,0.03907090654552102,0.016202068594153737,C6
78,EN_NPi2100,IMAGE 3.0,0.012118612572747479,0.01137545934800991,0.009791574467434299,0.009783427499335997,0.011751322881491146,0.009590264163678853,0.008141144051416707,0.008698368060429692,0.01015627163056801,0.011095215462730562,0.04711843632061918,0.01577811565702397,C7
79,EN_NoPolicy,IMAGE 3.0,0.011175871586415578,0.01051514221860889,0.01061959089441123,0.009614529263247601,0.011427181702165595,0.009468525057345818,0.008018092730355673,0.008560910485387598,0.009924980492242247,0.010770201566478566,0.04557355220756936,0.01599311124880868,C7
80,CD-LINKS_INDCi,IMAGE 3.0.1,0.012974877649843102,0.01244816755927911,0.01115143764516076,0.01028947245080007,0.012265466569344503,0.014110840599534448,0.008812924855856176,0.00733538535854918,0.011173571586045919,0.01219149428476099,0.04600318723154512,0.013684815535594225,C7
81,CD-LINKS_NPi,IMAGE 3.0.1,0.013063056886282134,0.012003112967510774,0.011446747655577776,0.011165050433869969,0.012627072078066005,0.013968970780781277,0.008676504289912554,0.007277101036730388,0.011278452016091359,0.012170972503123564,0.03852027416522049,0.013927959928156522,C7
82,CD-LINKS_NPi2020_400,IMAGE 3.0.1,0.007483695119844398,0.012849854936639727,0.013936472905671564,0.009598303976620612,0.009202714488922153,0.008012512566468618,0.006554809284782744,0.005076751451122148,0.009089389341258997,0.011423340987385228,0.10591730475845629,0.010659380964545521,C2
83,EMF33_Baseline,IMAGE 3.0.2,0.009042105165006652,0.008572323178270422,0.008239814657339152,0.0075702707634384605,0.009091139638379287,0.007440013599250028,0.0065154648852369604,0.006956485337698077,0.00792845215307738,0.00861808100020541,0.04708835384055412,0.017554087823764743,C7
84,EMF33_Med2C_cost100,IMAGE 3.0.2,0.009298557065949124,0.006986436085194841,0.010369728389289736,0.006751812653787077,0.005957316641012064,0.0065404991050588565,0.007294186270814778,0.005778439599303452,0.007372121976301241,0.008884907180144565,0.08646078164699779,0.01692305656677924,C5
85,EMF33_Med2C_full,IMAGE 3.0.2,0.009315001350034602,0.007623043886323992,0.009153751902977375,0.00700702986604416,0.005876292216339349,0.006354216919667554,0.006922354412243388,0.005807235900557033,0.007257365806773431,0.00869726571311199,0.05085042113270235,0.016861908971955962,C5
86,EMF33_Med2C_limbio,IMAGE 3.0.2,0.008035951991402165,0.006203735963092728,0.009145477684821336,0.00707040371792205,0.005195270272596542,0.007446027234723484,0.007928614813417938,0.005399373191551783,0.007053106858691004,0.0077950552131054104,0.08519484700493433,0.016278507347443343,C5
87,EMF33_Med2C_nobeccs,IMAGE 3.0.2,0.008665598659879876,0.006104082642583139,0.009543521619014075,0.007340800980838591,0.005628723106794321,0.0068981870393626885,0.006972396393834168,0.005253126402712822,0.00705080460562746,0.008104400973825697,0.0964102128756436,0.015596789737859367,C4
88,EMF33_Med2C_nofuel,IMAGE 3.0.2,0.009261968698962748,0.00702043620368389,0.009504873272576857,0.006992746046576616,0.005603499040232636,0.006495406027260992,0.007098455030503836,0.00547749974198541,0.007181860507722873,0.008595759391741165,0.07008187825387739,0.01631142181533121,C4
89,EMF33_Med2C_none,IMAGE 3.0.2,0.008552672301844292,0.005845545274799095,0.009559280087765737,0.0076190702639559755,0.005749259721450358,0.006533774856978355,0.0070026019184650165,0.0052422584451660295,0.007013057858803107,0.007985832554803042,0.10543572433617605,0.015693706009664587,C4
90,EMF33_tax_hi_full,IMAGE 3.0.2,0.006573892937758892,0.008411085196910185,0.008561938842681811,0.006583029055392142,0.006424699389967702,0.007658356609923335,0.007175320673978599,0.005483834596565797,0.007109019662897308,0.00784897232578363,0.06683992083370838,0.013879369128820738,C4
91,EMF33_tax_hi_none,IMAGE 3.0.2,0.006547552263772697,0.008200060466883345,0.008287003435503,0.006292966567842228,0.0060791223941693015,0.007540951170922373,0.00719940824681069,0.0053749696645354,0.00694025427630488,0.007678205388719681,0.06330844784715906,0.013674370014780043,C5
92,EMF33_tax_lo_full,IMAGE 3.0.2,0.0076277603459756135,0.00875932362947769,0.008679061125071308,0.006936554405418529,0.007699563396417712,0.006654626495659597,0.005744696903664305,0.005655090477336928,0.007219584597377711,0.008355381700174871,0.049742163222663845,0.014534345909583095,C5
93,EMF33_tax_lo_none,IMAGE 3.0.2,0.00759872088024699,0.00866031923382597,0.00863326131737116,0.006802721499806936,0.007883653973996999,0.0062824718300871175,0.005477487386858532,0.005210007217048233,0.007068580417405242,0.008297433810481375,0.048615456216528095,0.01356613264080254,C5
94,SSP1-baseline,IMAGE 3.2,0.01622040953375093,0.01669024174187907,0.011879450756185773,0.009652566747318504,0.00807020936581842,0.0072521234909131765,0.005234105354585709,0.005668076738282064,0.010083397966091708,0.01493003401060526,0.05293772828203552,0.00656460824181744,C7
95,SSP1_SPA1_19I_D,IMAGE 3.2,0.01922458898544328,0.019157243901791757,0.011408196995254964,0.00829732008325489,0.0069605341646814135,0.007038833674023283,0.0052678556199180025,0.00494513960265062,0.010287464128377277,0.016596676627496667,0.07646140844311021,0.004993752563993712,C2
96,SSP1_SPA1_19I_LI,IMAGE 3.2,0.017982127070924094,0.01844845900278849,0.00999031076167179,0.007771584576059674,0.006796656966221061,0.005567144882299544,0.004005889819888302,0.0042777292875811794,0.009354987795929266,0.015473632278461456,0.097430999117496,0.0033276967296618277,C2
97,SSP1_SPA1_19I_LIRE,IMAGE 3.2,0.017201931141885327,0.02129033939866872,0.01586794248562573,0.017175002356840018,0.012602692832952208,0.01411548346302807,0.008118296611785352,0.00752963124571648,0.014237664942062737,0.018120071008726594,0.08389183417886868,0.009528885965066302,C2
98,SSP1_SPA1_19I_RE,IMAGE 3.2,0.018501410390344707,0.025042694125447466,0.01611029113777868,0.016874525182206983,0.008442746838770306,0.008972699291313413,0.004599415736646873,0.004845292294913506,0.012923634374677742,0.019884798551190283,0.12244761235305171,0.005385439058459156,C2
99,SSP1_SPA1_34I_D,IMAGE 3.2,0.014928567873812991,0.01615180877878544,0.011823244473698749,0.009116675850171355,0.0072063347702654166,0.00656447085638125,0.0049655867149346064,0.004485355771632798,0.009405255636210325,0.014301207042099058,0.055023681555732125,0.003681666751313608,C5
