,scenario,model,2030,2040,2050,2060,2070,2080,2090,2100,mean_value,mean_value_2050,largest_annual_increase,mean_annual_increase,temperature_category
100,SSP1_SPA1_34I_LI,IMAGE 3.2,0.01428868889506273,0.016149151835357544,0.01073747060847299,0.008450542136944548,0.005795710650002907,0.006337576447250309,0.004302473741609188,0.004097102485802154,0.008769839600062796,0.01372510377963109,0.07501170855204925,0.002698543483351887,C5
101,SSP1_SPA1_34I_LIRE,IMAGE 3.2,0.016048408860742644,0.020747905698512946,0.01565259985399196,0.013452096674573203,0.011339043812394664,0.008309716861958232,0.00656420911898546,0.004354607028387082,0.012058573488693275,0.017482971471082517,0.10127063882690504,0.0035041254514776815,C5
102,SSP1_SPA1_34I_RE,IMAGE 3.2,0.016672166248898165,0.02023868033399884,0.016611183291680518,0.013475145725382756,0.010194249051798407,0.007980303289901678,0.004779481408721875,0.004318486462737373,0.011783711976639952,0.017840676624859175,0.10185478241950419,0.003393674003021114,C5
103,SSP2-baseline,IMAGE 3.2,0.015165242900634143,0.01496490469387381,0.012686620950335821,0.012931883408040263,0.012625252378899292,0.011733076406024395,0.011209954885555729,0.014748792990598761,0.013258216076745277,0.01427225618161459,0.053178082048698394,0.017708551466816894,C7
104,SSP2_SPA2_19I_D,IMAGE 3.2,0.02267873520877088,0.015643426699964335,0.011984280047239641,0.010530206739976278,0.011425293182036882,0.010782681933262622,0.009277577630628604,0.006547057964173817,0.012358657425756633,0.016768813985324954,0.07490001992478763,0.0077179663191841285,C2
105,SSP2_SPA2_19I_LIRE,IMAGE 3.2,0.02802850844783333,0.021851838519947854,0.01903567012536248,0.02093234594151005,0.015405330788612042,0.015088843989278249,0.010751475891003757,0.009065207872908498,0.017519902697057034,0.022972005697714553,0.11070570588617444,0.01182995790331821,C2
106,SSP2_SPA2_19I_RE,IMAGE 3.2,0.0281758386067578,0.022864275413032348,0.02019677525973486,0.020824759521540746,0.015286545591733838,0.015138454824991989,0.011371873151426983,0.00794908371564971,0.017725950760608535,0.02374562975984167,0.11077942720768472,0.01018598397491441,C2
107,SSP2_SPA2_34I_D,IMAGE 3.2,0.013175864236893356,0.014838849515662412,0.013099492322892928,0.010860739033223796,0.01042929062088129,0.009342650004465639,0.0076662035738688,0.006571681405887059,0.01074809633922191,0.013704735358482899,0.04209821052271474,0.0076080979220190205,C5
108,SSP2_SPA2_34I_LI,IMAGE 3.2,0.01275173035087784,0.014060133349734816,0.010378249079714123,0.009385940831663575,0.00886708468629772,0.008785424449628928,0.006478031121084454,0.005612970470823552,0.009539945542478126,0.012396704260108927,0.04640939610251407,0.005673485849470663,C5
109,SSP2_SPA2_34I_LIRE,IMAGE 3.2,0.015107385059304168,0.020938435193776958,0.016220474255837034,0.015722765905095904,0.0149471719630877,0.016029154286973123,0.012409355588257022,0.009018251834824251,0.01504912426089452,0.017422098169639386,0.09167190364402242,0.011670837602720243,C5
110,SSP2_SPA2_34I_RE,IMAGE 3.2,0.015528042569642918,0.02169402521850635,0.015495562710402148,0.0164882374796895,0.015029274804743606,0.016207820383661073,0.01089912792245209,0.01011796423269191,0.015182506915223699,0.017572543499517135,0.09618551165704128,0.013150623080662067,C5
111,SSP2_SPA2_45I_D,IMAGE 3.2,0.013060641667314037,0.01569109914121385,0.011346102742283362,0.01138896806648646,0.010986620277545019,0.010344456968381982,0.008334883628724947,0.00858914628944243,0.01121773984767401,0.013365947850270418,0.05118345989583829,0.010998241769252475,C6
112,SSP2_SPA2_45I_LI,IMAGE 3.2,0.012712712544793892,0.014684616485819446,0.010720204899837544,0.009930810436011381,0.009488242924872553,0.009153575645243965,0.006877161667090224,0.007521707033532872,0.010136128954650235,0.012705844643483627,0.05564003669247587,0.009372684468770808,C6
113,SSP2_SPA2_45I_LIRE,IMAGE 3.2,0.013989754272415075,0.02022237330460535,0.014191435091623834,0.013905673410383963,0.012569742552037435,0.012089647194331645,0.01439933102781295,0.008244992457668755,0.013701618663859876,0.016134520889548087,0.09911880511415293,0.010763285244197585,C6
114,SSP2_SPA2_45I_RE,IMAGE 3.2,0.015232551699373934,0.0213418341330513,0.015671725221976414,0.01595678296144776,0.014678790619331562,0.014869524644536834,0.014428694487423925,0.009454779966702857,0.015204335466730574,0.017415370351467216,0.09899188121314585,0.012298453168311253,C6
115,SSP3-baseline,IMAGE 3.2,0.017816522604075586,0.015311750103537547,0.014432502290854465,0.015476417657206525,0.018717426841926496,0.022013834898422603,0.03272015035422745,0.053509465842287655,0.02374975882406729,0.015853591666155867,0.08651258956301332,0.02303751216362627,C7
116,SSP4-baseline,IMAGE 3.2,0.01851029500669661,0.018362045109446258,0.014006416470891861,0.013421336011120399,0.012727189017047684,0.012338347484007021,0.01401074647227783,0.01860946517351215,0.015248230093124976,0.016959585529011577,0.04035952068279641,0.01334388476472006,C7
117,SSP5-baseline,IMAGE 3.2,0.016453634032027903,0.01563765192717843,0.012427845087142161,0.01178526442935303,0.012269865774241728,0.011748486970165452,0.017516194730549498,0.01892415424657239,0.014595387149653825,0.014839710348782833,0.07348562911987105,0.029058356271776414,C8
118,CD-LINKS_INDCi,MESSAGEix-GLOBIOM 1.0,0.012075615795800748,0.011637621274397242,0.01169902203056053,0.01098702762732188,0.010635215750391102,0.010007284078769132,0.009515923812156019,0.00949332565667421,0.010756379503258858,0.011804086366919507,0.03266588474324921,0.01731996233603098,C7
119,CD-LINKS_NPi,MESSAGEix-GLOBIOM 1.0,0.01192180810137588,0.011731346701404483,0.012023802915205353,0.011228143373023953,0.010712544652318402,0.01017284727184122,0.009634190762397608,0.009528342564346344,0.010869128292739155,0.011892319239328574,0.035411650764070685,0.01738128599341707,C7
120,CD-LINKS_NPi2020_1000,MESSAGEix-GLOBIOM 1.0,0.013202261428155814,0.013408624424544451,0.012754458788857153,0.011059648543555631,0.009978492849463007,0.00926679865224695,0.00856384954851698,0.008124880691615023,0.010794876865869376,0.013121781547185804,0.03939400014304333,0.015064740896340311,C2
121,EN_INDCi2030_1000f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.014892139203674895,0.013404871197035512,0.010202297013435271,0.010889991886263462,0.011347572744672182,0.007855285545022182,0.007204003302305445,0.010803001378167906,0.0129749535112149,0.1326582428171686,0.017521784840085295,C4
122,EN_INDCi2030_1000f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.014607540964141451,0.01321437203744619,0.010294816498922651,0.01089122703932609,0.011329949522938898,0.007918020808886976,0.007230799841185083,0.010809433008850455,0.012936883453181317,0.12920638251244831,0.017546824193424727,C4
123,EN_INDCi2030_1200,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.015475692449373931,0.012960237839589937,0.010207585236785964,0.010609653711700025,0.009146357628181629,0.0077616403936252845,0.007845435966761467,0.010579306669869067,0.013021260140632719,0.13621845210193526,0.018792094211065605,C4
124,EN_INDCi2030_1200_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.015179492642539155,0.012953666882190771,0.010331573502844657,0.010624884536482746,0.00908413029061779,0.007799081918576225,0.007883914111959801,0.010605685155395932,0.013040632294228747,0.13107067378915216,0.018809288900125468,C4
125,EN_INDCi2030_1200f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.012329617204936538,0.01322339203530978,0.01088186952064143,0.010396574896250203,0.011238447798228244,0.009175923942995897,0.006755629200420518,0.010578663091464612,0.012060286457726868,0.1043800348094543,0.01674815751989852,C4
126,EN_INDCi2030_1200f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.012695915232163478,0.01384455650548778,0.010896729260294044,0.012541069878087344,0.012623749660449636,0.01020595003080627,0.007281746976317442,0.011290086752498863,0.012257149404678718,0.12540854459139497,0.01705573861860533,C4
127,EN_INDCi2030_1200f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.012350885279324193,0.013450414980096831,0.011046357263083685,0.012350074352100213,0.012599939793723989,0.010337973665248341,0.007259219387376544,0.011265844318682687,0.012177730029309575,0.10816810680276814,0.016921772496715674,C4
128,EN_INDCi2030_1200f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.012091241703846815,0.013108266150687916,0.011017559921750918,0.010331204227485279,0.011235353960065904,0.009210123747942571,0.006798659661327895,0.010597643341382952,0.012062748404163682,0.09527898671271356,0.01680348148966579,C4
129,EN_INDCi2030_1400,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.011973786069554631,0.013201736146111299,0.010743619474418913,0.010016452875513114,0.010406544900992385,0.007839895787909161,0.007268313571999185,0.010259774869929123,0.011934457449533406,0.09933654524171212,0.017783773718517106,C4
130,EN_INDCi2030_1400_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.012489801829614346,0.013681984095505155,0.01063607825847076,0.012045027335518132,0.01189523728887191,0.008646984432527578,0.0077688921655985135,0.01092437273531141,0.0121342541338348,0.12065234675938222,0.01795818409021887,C4
131,EN_INDCi2030_1400_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.012185431545120801,0.013240796077883317,0.010853220026555819,0.012020426519737672,0.011883059293591272,0.008698090037210787,0.007801695217507086,0.010926826068264308,0.012052705817170606,0.1037201605800843,0.01790860685482871,C4
132,EN_INDCi2030_1400_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.011729855456445962,0.013095168139755886,0.010856977156915951,0.009978721094091755,0.010400412714117313,0.007888230794058572,0.007303235830959959,0.010280167318037714,0.01193792031805272,0.09199510913344157,0.017822392501500032,C4
133,EN_INDCi2030_1400f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.01142392306060568,0.013039007030144566,0.010705962320257367,0.010471623023118031,0.010755388519864982,0.00989520332352174,0.007032762173861329,0.010493964948038496,0.011696926741228178,0.08805024170361844,0.017216599738108747,C4
134,EN_INDCi2030_1400f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.012108574256218124,0.012834297547029644,0.010523523853741848,0.012265331155525892,0.012390673720666517,0.010515097390701986,0.008067074566086789,0.011116943620794463,0.011724616093210889,0.11085541327584798,0.018293272075580992,C4
135,EN_INDCi2030_1400f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.012224378566628433,0.012524863231370073,0.010710071102827668,0.012191259041097982,0.01229418071831155,0.01058635944530302,0.008128197593258907,0.011173899940913166,0.011827043875502069,0.08553987382344613,0.018251130835794105,C4
136,EN_INDCi2030_1400f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.011245677161109538,0.012876896274953465,0.01078920576721512,0.010411247003453462,0.010711013037677585,0.009925727856351546,0.007093980156991466,0.010505310576963562,0.011703770264673105,0.07877162868105331,0.017300894856764407,C4
137,EN_INDCi2030_1600,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.011049343039653275,0.012547632489545343,0.01062056219594697,0.010178156152522712,0.009980959705318166,0.008658135110421846,0.0072982297478541335,0.010120108571774592,0.011408275220710968,0.08324792434856304,0.017737965095998263,C5
138,EN_INDCi2030_1600_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.012487721918482634,0.012227016443707958,0.010517105943931078,0.012152615531775284,0.011801740810445285,0.009576774243698677,0.0076256835169833375,0.010827454360676145,0.011648571612858497,0.08935035359952004,0.017589280905469434,C4
139,EN_INDCi2030_1600_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.012240581547755319,0.012103778809313848,0.010577655479006961,0.01201325626593124,0.011876064120130033,0.0096692862190147,0.007548675553161567,0.010845148477852671,0.01169208339519229,0.0647470947110432,0.0173855423846213,C4
140,EN_INDCi2030_1600_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.01107875543927708,0.012354359862265872,0.01071408082374947,0.010112000193869614,0.009953670586704105,0.008760080102234183,0.00725606220093174,0.010152218320873548,0.011473950886499754,0.07149257992002592,0.01762539874322808,C5
141,EN_INDCi2030_1600f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.011257908785736992,0.011811779756933372,0.010713355889982524,0.010518714033680581,0.01044351999273402,0.009653576037392744,0.008163758092369777,0.010398807840220538,0.011232512891868218,0.0712679231698092,0.018988189614210775,C5
142,EN_INDCi2030_1600f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.011805770289606967,0.011796469423473373,0.010436636137007666,0.012315804678717651,0.011963234668015552,0.01041363492904559,0.008815437104347446,0.010972245463324893,0.011277738729821747,0.0864748134355126,0.019343933574518555,C5
143,EN_INDCi2030_1600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.011585067648393116,0.011679730601906099,0.010586033890884345,0.012223940065519436,0.011997591369058749,0.01043964724604986,0.008735747096379922,0.010997455968337403,0.011332229359602305,0.06816823712411285,0.019150133677253534,C5
144,EN_INDCi2030_1600f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.011362522490845847,0.011684660092953318,0.010826469545152461,0.01041732517693809,0.01045557816033809,0.009661175213130606,0.008222099071005025,0.010452320888539968,0.011345306647251826,0.05665202622307014,0.019041356948813946,C5
145,EN_INDCi2030_1800,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.01052926523388925,0.011066234973456776,0.010478402886511478,0.010607632895175958,0.010081931833785555,0.008974647636796049,0.00741845518195307,0.009973052596812802,0.010741116780093438,0.06953987046561111,0.017923087951406284,C5
146,EN_INDCi2030_1800_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.011219170760284452,0.011533633810147558,0.010255039535400929,0.012040595058100824,0.01140622829731721,0.010073487952124854,0.008080191417009377,0.010604915413346263,0.010994593682272305,0.07875547841417792,0.018351250911210547,C5
147,EN_INDCi2030_1800_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.01112013018655124,0.011343992480678525,0.01049140363148751,0.011943446063242562,0.011378280246208215,0.010119249576051299,0.008090113049537394,0.010652313132783055,0.011065337498579157,0.07919818187995283,0.018278044500037036,C5
148,EN_INDCi2030_1800_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.010527850470028789,0.010944484158798253,0.01059372058205344,0.010502458182566518,0.01007504638595778,0.009018720605399782,0.007390250079181787,0.010005158477742832,0.010820357328927785,0.07225055698748684,0.01785215698377149,C5
149,EN_INDCi2030_1800f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.01050848288689635,0.010908122617549233,0.010406489101110927,0.010517624785563224,0.010167035822538775,0.009639165794663783,0.008563873933971998,0.010167330634403574,0.010681485212459957,0.06722371477399626,0.01963450125549528,C5
150,EN_INDCi2030_1800f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.0111585589723356,0.011515237861339019,0.010204875286578981,0.011932290923833945,0.011366098485436855,0.01066554309204688,0.00893894446296111,0.010751565695114661,0.01096825777001984,0.07850527795931306,0.01955003566606243,C5
151,EN_INDCi2030_1800f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.011140422067743232,0.011334945384689807,0.01048398326509553,0.011796530510927189,0.011388841155679895,0.01072188075039673,0.0089225468014305,0.010815129970558824,0.01106908576031358,0.076115528150628,0.01942692493219391,C5
152,EN_INDCi2030_1800f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.010474266637761583,0.010855375750852408,0.010523917898959201,0.010422725110077446,0.010143385263359662,0.009697819965068532,0.008461714297489226,0.010195992785190545,0.01077279324885677,0.06884589706681293,0.019460531246758807,C5
153,EN_INDCi2030_2000,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.01043882452963456,0.010779230410694386,0.010338591373880981,0.010267526341766621,0.009737007779454283,0.009266624944445145,0.00804199323806476,0.009937206093859377,0.010615301691087745,0.06704805784420219,0.018873053156599047,C5
154,EN_INDCi2030_2000_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.010930241940164042,0.01148545006706354,0.009843811178092847,0.011350662592893301,0.011459767065936984,0.010112983262888068,0.00822853655729173,0.010455303642589427,0.01088222282787083,0.07953358978849642,0.018550825439733198,C5
155,EN_INDCi2030_2000_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.010813420998128171,0.011401475599280803,0.010140628054163452,0.011243337754596433,0.011460909144667901,0.010191458553344886,0.008199848878339924,0.010522871101378659,0.010982262141972227,0.07866811988115124,0.018415910489209368,C5
156,EN_INDCi2030_2000_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.01049545763854412,0.010743710552866192,0.010503966059138833,0.010221751165338279,0.009736038967315149,0.00929045380392381,0.00802080814402353,0.010000115461138277,0.01074263518312221,0.06573172742174013,0.01881752220415539,C5
157,EN_INDCi2030_2000f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.010525289074356152,0.01074880396583388,0.010246849052006804,0.009948019267311162,0.010058340344604403,0.009656045674716757,0.008304416429077862,0.010014451742605164,0.010633981057708108,0.06367028399485085,0.019229102782998785,C5
158,EN_INDCi2030_2000f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.010963041385179171,0.011431612624388831,0.009655889610458964,0.011115780854670208,0.011835970623826885,0.010271333929453322,0.008870219716240309,0.010546853152575324,0.010875210161984302,0.07688884748036663,0.01944771252601593,C5
159,EN_INDCi2030_2000f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.010896437936146995,0.011311373193177623,0.009998072738987377,0.010948821264258087,0.011859144644669438,0.010279102708261153,0.00881385820534057,0.010604837564918618,0.010979900319277439,0.07695210609918055,0.01928150545021636,C5
160,EN_INDCi2030_2000f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.010455737326773105,0.010683101264161396,0.010455725322474671,0.009916513861584127,0.010043698557084795,0.009656135431591346,0.00827130425057362,0.01005886917152492,0.010709191982963604,0.06638911575138767,0.019169522875955053,C5
161,EN_INDCi2030_2500,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.010001193948198537,0.01025563899822558,0.009822311309570241,0.008867932599592369,0.009845660617828881,0.009076298667613267,0.008234607397302852,0.009591436708908252,0.010294894359786136,0.06618281145566636,0.019166535278119554,C5
162,EN_INDCi2030_2500_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.01049947555177817,0.010724310273224439,0.009557222417325487,0.01037969716057644,0.010839194028352905,0.010108662563824033,0.00877287054885407,0.010139051127540055,0.01048492076712917,0.07274406142875642,0.019298340318239286,C5
163,EN_INDCi2030_2500_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.010271193163539583,0.010630124661261339,0.009734705711726584,0.010220346605349552,0.010760922083426579,0.010266496778105783,0.008748497526842028,0.010170522044844893,0.010544402551102875,0.07951869705793614,0.019212313600414116,C5
164,EN_INDCi2030_2500_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.009752530335693156,0.010331532872833211,0.00982343829186976,0.008820678256770931,0.009868351185332731,0.00912671979740001,0.008210670418556741,0.009615332314551608,0.010357600188827561,0.07327697220509564,0.019134601260963165,C5
165,EN_INDCi2030_2500f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.010096870508992738,0.010288866391832019,0.009726108805822404,0.008793274944515006,0.009744135045218011,0.009241176358136052,0.008243017366202629,0.009595162444206645,0.010337862344586349,0.06412650942269213,0.019171726596045265,C5
166,EN_INDCi2030_2500f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.010494976336929347,0.010750386980239977,0.009479315182923135,0.010316122464866902,0.010845330202675136,0.01007669916129273,0.008605021987233006,0.010099853599068141,0.010492113264518077,0.07357441931743904,0.019063112341254605,C5
167,EN_INDCi2030_2500f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.010321051672460705,0.010682060360129432,0.009661317318151981,0.01014866159748511,0.010727492661908086,0.010218191184286837,0.008539735209629251,0.010128799979069888,0.01057833395369928,0.07896155477335451,0.01891414909157648,C5
168,EN_INDCi2030_2500f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.009752875406335546,0.010353506552785984,0.009752608890148149,0.008792660726054212,0.009729904841385261,0.009300620589351577,0.008239721275566166,0.009613829454947901,0.01036503977235928,0.07252582209986463,0.01917128874018701,C5
169,EN_INDCi2030_3000,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.009765286220556757,0.009893026470710465,0.009326557115445193,0.008529668934152714,0.008860356942387465,0.00907940826397592,0.007861084169964117,0.009242904781265864,0.01009538760806717,0.06908015711840611,0.018606508684444453,C6
170,EN_INDCi2030_3000_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.010395140244925154,0.010389192324807511,0.00928485061765603,0.010036002533412082,0.009979464172948512,0.009259310890258002,0.009040817086620098,0.009826969293376536,0.010338436348705855,0.07510919087610424,0.01968059324973311,C6
171,EN_INDCi2030_3000_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.010123425902245882,0.010323338163160558,0.009353124407386847,0.009937408417784118,0.009927021454066091,0.009304343445226815,0.009035166825280229,0.00984196480545728,0.010392884631304715,0.0813965887617609,0.019635135359971682,C6
172,EN_INDCi2030_3000_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.009594435643264612,0.009868251880691318,0.009383363843920581,0.00846713990157509,0.008843754331212423,0.009183653490469892,0.007817185180366499,0.009268315203682091,0.010150474960637415,0.07161062414891202,0.018543096678183,C6
173,EN_INDCi2030_3000f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.009885787294498962,0.009896400152443181,0.009301396942001137,0.008483508519204735,0.008825422348413135,0.008894505438691571,0.008165236398140444,0.009260013403290933,0.010136679193292144,0.06610690535472967,0.01907102411306649,C6
174,EN_INDCi2030_3000f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.010406703715660768,0.010384121361095613,0.009292825669536969,0.009990012174939375,0.00994663900350183,0.00928552970106858,0.00905159120849007,0.009823549913834762,0.010340600517713761,0.07524424997654554,0.019697967222060204,C6
175,EN_INDCi2030_3000f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.010147591407026429,0.010347789247693171,0.009370709699110417,0.009895110147802028,0.009890807518498116,0.009335749815200535,0.008992434137338039,0.009839010225147054,0.010409090161075768,0.08047313639996241,0.019574842525969683,C6
176,EN_INDCi2030_3000f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.009633735488464497,0.009901730015901406,0.00935032547401341,0.008438002612340028,0.008786167873902182,0.008933934359243088,0.008153566925806743,0.009273275013453458,0.010174734287440739,0.0713275158424564,0.019061181310146794,C6
177,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.020031930262876342,0.013788481281639892,0.010647645117466457,0.01282725078964538,0.011022000784896353,0.007458945821951887,0.007347318002986161,0.011669318567230922,0.014683796006967044,0.2635965575810041,0.017092448183615393,C2
178,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.01960656717200583,0.013644699932149784,0.010675125468907117,0.01294414270987211,0.010746477535233718,0.007511386652749615,0.0075356053107301976,0.011674486826269509,0.014661052310887773,0.2559325308796794,0.017348247759184646,C2
179,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.018421385350972264,0.012550638832724387,0.010984138812339927,0.011075430737117566,0.009685915949357143,0.007313704412173818,0.007127638070410959,0.010973337787253793,0.013866624772210312,0.20290205338955394,0.01731692646263263,C2
180,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.01898977267716275,0.012856805565230316,0.011093729253140762,0.013570367763797993,0.01139618620350684,0.0075557505793850295,0.0077661026230997675,0.011682461392713544,0.01402585157292599,0.23540853215506094,0.017978523332940262,C2
181,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.018376703914945954,0.01229525859512109,0.011237726962246303,0.013533057323284402,0.011385227173422247,0.00760280910580319,0.007851759592016233,0.01162680406191839,0.013801284112858248,0.22880264022595398,0.018061136874697237,C2
182,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.018258217421524572,0.012166649276328519,0.010933825920234437,0.011131272558735325,0.009681323634760479,0.007361528847471023,0.007209094390178665,0.010966331175898666,0.013804534685269801,0.20074043004944975,0.0174845771097102,C2
183,EN_INDCi2100,MESSAGEix-GLOBIOM_1.1,0.010627850132934288,0.00977911256821569,0.009981340125734242,0.008792760842966948,0.00783834021735557,0.008132487656954367,0.00749997932493972,0.007094270482567419,0.008718267668958531,0.010129434275628074,0.0654792725351642,0.01736047972180995,C6
184,EN_INDCi2100_COV,MESSAGEix-GLOBIOM_1.1,0.0102309764763849,0.01054654411399646,0.010360541820642674,0.00879637450398263,0.009564439848209472,0.009423865174662443,0.008133652604279193,0.00780429080303937,0.009357585668149643,0.010379354137008011,0.06532496270775687,0.017902405233032607,C6
185,EN_INDCi2100_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.010731889828507703,0.010407758837893783,0.01009458194398988,0.008857662108978202,0.00981578788350889,0.009403183993389786,0.00813501911541344,0.008008961305868017,0.009431855627193713,0.010411410203463789,0.059710770046007035,0.01817008967260711,C6
186,EN_INDCi2100_NDCp,MESSAGEix-GLOBIOM_1.1,0.010988737357956314,0.009770183882471221,0.009838826872493305,0.008991777406031113,0.00800392599564419,0.00814581612533787,0.007453375619131851,0.007226087184465921,0.008802341305441472,0.010199249370973613,0.0627203330845043,0.017570888605990913,C6
187,EN_NPi2020_1000f_DR10p,MESSAGEix-GLOBIOM_1.1,0.00977799376890483,0.011723107585016263,0.012783908128562546,0.01144989472046833,0.010518349291534562,0.01053046776196291,0.00810538771314881,0.006948785682486319,0.010229736831510572,0.011428336494161214,0.06573126783987412,0.016104297623494218,C4
188,EN_NPi2020_1200f,MESSAGEix-GLOBIOM_1.1,0.011212974013127534,0.011352047265836903,0.01259900726234674,0.010762862119463316,0.010635741100140683,0.011232813694635942,0.009934351104698574,0.007686400484773657,0.010677024630627918,0.011721342847103725,0.06802651413814625,0.018264735195024376,C4
189,EN_NPi2020_1200f_COV,MESSAGEix-GLOBIOM_1.1,0.010525980153658463,0.012142698514230854,0.01261346439611138,0.0105082066665195,0.012456133785630211,0.012938909513300989,0.010644987966374853,0.008273429428150802,0.011262976302997132,0.011760714354666899,0.08244506654358058,0.01843781398464112,C4
190,EN_NPi2020_1400,MESSAGEix-GLOBIOM_1.1,0.01098677499596021,0.011384573203433166,0.012511294655003193,0.010477522716316016,0.010325067630191096,0.010387157664956946,0.008476128033584503,0.007523192946024861,0.010258963980683749,0.011627547618132191,0.06239807442455535,0.018065058487969902,C4
191,EN_NPi2020_1400_COV,MESSAGEix-GLOBIOM_1.1,0.010281524755357057,0.012431395648339576,0.012352690909447852,0.010434323039872096,0.012184682549835157,0.012068010695396399,0.009349231426781273,0.007743883888190817,0.010855717864152528,0.011688537104381495,0.07881266136829232,0.017689233504463435,C4
192,EN_NPi2020_1400f,MESSAGEix-GLOBIOM_1.1,0.010999648816820107,0.011264275348534887,0.012014421526651786,0.010503290564592165,0.010610530442019784,0.011017663285349227,0.009787373842136586,0.008491282022386273,0.010586060731061352,0.011426115230668927,0.05615738951960206,0.019466843211649838,C4
193,EN_NPi2020_1400f_COV,MESSAGEix-GLOBIOM_1.1,0.010172467847358193,0.012236687248347488,0.011882007504857515,0.010292387999844851,0.012438048890976267,0.012497184560443334,0.010615788321409338,0.008995677841983667,0.01114128127690258,0.011430387533521066,0.06728657709852874,0.019490278248550055,C4
