model,scenario,version,region,variable,unit,year,value,Climate Category|SCI 2025 [Tier III],Climate Category|SCI 2025 [Tier II],Climate Category|SCI 2025 [Tier I],Vetting|SCI 2025
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2100,9103.234375,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2090,9325.70703125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2080,9480.2275390625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2070,9531.0947265625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2060,9459.9677734375,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2050,9242.54296875,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2045,9069.8994140625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2040,8857.17578125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2035,8608.79296875,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2030,8327.6826171875,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2025,8015.39892578125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Population,million,2020,7671.501953125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2100,145.0557265625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2090,149.1855634765625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2080,151.67799609375,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2070,153.18576953125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2060,143.570677734375,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2050,130.0774765625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2045,109.296740234375,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2035,42.63569921875,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2030,50.2370986328125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2025,57.4863515625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2020,61.4459609375,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Biomass,EJ/yr,2040,72.1168203125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2100,117.266703125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2090,111.653,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2080,97.7196015625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2070,83.61340625,GW4-IIc,GW4,GW4,ok
