Model,Scenario,Category,Category_name,Category_subset,Subset_Ch4,Category_Vetting_historical,IMP_marker,Literature Reference (if applicable),Policy_category,Policy_category_name,Project_study,CO2 emissions 2030 Gt CO2/yr,CO2 emissions 2050 Gt CO2/yr,CO2 emissions 2100 Gt CO2/yr,COVID,GDP|MER-per-capita-in-2100,GDP|MER-per-capita-in-2100_bin,GHG emissions 2030 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2050 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2100 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions reductions 2019-2030 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2040 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2020 % modelled Native,CO2 emissions reductions 2019-2030 % modelled Native,CO2 emissions reductions 2019-2040 % modelled Native,CO2 emissions reductions 2019-2050 % modelled Native,CO2 emissions reductions 2019-2100 % modelled Native,CH4 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2050 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2030 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2040 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2050 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2030 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2040 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2050 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2020 % modelled Native-with-Infilled,GHG emissions reductions 2019-2030 % modelled Native-with-Infilled,GHG emissions reductions 2019-2040 % modelled Native-with-Infilled,GHG emissions reductions 2019-2050 % modelled Native-with-Infilled,GHG emissions reductions 2019-2100 % modelled Native-with-Infilled,Year of 50% CO2 emissions reductions 2019 modelled vs Harmonized-Infilled,Peak Emissions|CO2,Peak Emissions|GHGs,Population-in-2100,Population-in-2100_bin,Time horizon,Vetting_future,Vetting_historical,Climate impacts,Regional_scope,Scenario_scope,Sectoral_scope,Ssp_family,Technology_category_name,Year of peak CO2 Emissions (Harm-Infilled),Year of peak GHG Emissions,Year of netzero CO2 emissions (Harm-Infilled) Table SPM2,Year of netzero GHG emissions (Harm-Infilled) Table SPM2,"Cumulative net-negative CO2 (post net-zero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020 to netzero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020-2100, Gt CO2) (Harm-Infilled)",Median peak warming (MAGICCv7.5.3),P33 peak warming (MAGICCv7.5.3),P67 peak warming (MAGICCv7.5.3),Median warming in 2100 (MAGICCv7.5.3),Median year of peak warming (MAGICCv7.5.3),Median warming at year of netzero Emissions|CO2 (MAGICCv7.5.3),P67 warming at year of netzero (MAGICCv7.5.3) (Harm-Infilled),Exceedance Probability 1.5C (MAGICCv7.5.3),Exceedance Probability 2.0C (MAGICCv7.5.3),Exceedance Probability 3.0C (MAGICCv7.5.3),Category_FaIRv1.6.2,Category_name_FaIRv1.6.2,Median peak warming (FaIRv1.6.2),P33 peak warming (FaIRv1.6.2),P67 peak warming (FaIRv1.6.2),Median warming in 2100 (FaIRv1.6.2),Median year of peak warming (FaIRv1.6.2),Exceedance Probability 1.5C (FaIRv1.6.2),Exceedance Probability 2.0C (FaIRv1.6.2),Exceedance Probability 3.0C (FaIRv1.6.2),IMP_color_rgb,IMP_color_hex,Category_color_rgb,Category_color_hex
MESSAGEix-GLOBIOM_1.2,COV_Restore_1000,C3,C3: limit warming to 2°C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_2,P0_2 Diagnostic around an immediate action case,Kikstra 2021,29.03902416,13.11036485,1.13532E-07,TRUE,60771.84484,Medium,38.11862853,19.94598646,5.932781341,28.63448319,44.89448073,62.65721808,31.75872834,50.1588179,70.95170406,0.819520476,30.70782231,48.6930078,68.71638229,99.99999973,24.19351762,37.42023833,50.73941631,2.951289216,11.23342882,18.97518826,,,,0.461201162,27.97171889,43.94547299,61.35408067,87.80032164,2040,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2070,inf,-27832.05304,818.4502072,790.7055172,1.740575716,1.607439171,1.882098214,1.623138125,2059,1.718813869,1.874541419,0.791666667,0.223333333,0.01,C3,C3: limit warming to 2°C (>67%),1.677614968,1.543647179,1.826305856,1.620182428,2070,0.727760393,0.186857398,0.0049173,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.2,COV_Restore_550,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,C1b_+veGHGs,Limit to 1.5C (>50%) no or low OS immediate 2020 action,C1,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_2,P0_2 Diagnostic around an immediate action case,Kikstra 2021,17.41158718,1.614619927,4.7502E-07,TRUE,60742.95853,Medium,24.92189834,7.215605704,5.798929918,53.40811277,74.02318475,86.51030982,61.34816394,86.23705154,100.5697574,0.819520476,58.45291543,82.33690662,96.14723517,99.99999887,37.79855451,49.98915708,59.75471546,11.93530819,21.91181842,30.47018017,,,,0.42643236,52.10207933,72.31938212,84.49725759,88.05680603,2028,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2050,inf,-62818.1222,392.4380754,329.8364943,1.584171703,1.470469326,1.702909134,1.380511291,2039,1.554259445,1.682969252,0.633333333,0.111666667,0.001666667,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.52599339,1.411054615,1.646728304,1.40745357,2038,0.537773804,0.077335717,0.001341082,,,"151, 206, 228",97CEE4
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance,C7,C7: limit warming to 4°C (>50%),C7,NA,C7,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_1d,P0_1d Diagnostic around another limited policy reference case,Kikstra 2021,47.17996285,55.21357007,87.22777707,TRUE,61434.30177,Medium,59.878615,69.96369465,107.9146056,-12.30073758,-20.29119936,-31.21503415,-15.02539059,-24.54760218,-38.22004147,0.917117622,-13.00517038,-20.77985976,-32.24721928,-108.9274602,-0.364416329,-0.28182764,-0.210433362,-6.677406392,-9.546949527,-11.14541528,,,,0.506428192,-11.73292402,-19.17332958,-29.40021043,-95.47596937,inf,87.22777707,107.9146056,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2100,2100,,inf,0,4797.74659,4797.74659,3.599815132,3.323701174,3.902178276,3.599815132,2100,3.599815132,3.902178276,1,1,0.831666667,C7,C7: limit warming to 4°C (>50%),3.392461616,3.13251903,3.671502569,3.392461616,2100,1,0.998211891,0.762181493,,,"241, 136, 114",F18872
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_1000,C3,C3: limit warming to 2°C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_2,P0_2 Diagnostic around an immediate action case,Kikstra 2021,29.57324218,12.83520484,-5.39814E-07,TRUE,60755.27684,Medium,38.6573548,19.68130714,5.990935027,27.4126828,44.04343723,63.04420487,30.1278626,49.0582947,71.54743962,0.917117622,29.16634374,47.65641563,69.25719262,100.0000013,23.88893529,37.09808538,50.569811,2.962558784,11.40150341,19.30850383,,,,0.535993522,26.76001624,43.10552547,61.72742859,87.6598696,2041,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2070,inf,-29885.62447,821.3164882,791.8910972,1.746083405,1.612829874,1.886619134,1.62183266,2059,1.719739767,1.875842566,0.8,0.228333333,0.01,C3,C3: limit warming to 2°C (>67%),1.681658717,1.545821911,1.831281041,1.619561427,2060,0.731783639,0.189092535,0.0049173,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_550,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,C1b_+veGHGs,Limit to 1.5C (>50%) no or low OS immediate 2020 action,C1,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_2,P0_2 Diagnostic around an immediate action case,Kikstra 2021,17.54552597,1.479966516,2.80753E-07,TRUE,60728.07829,Medium,25.05150016,7.081367059,5.819290792,53.02805405,74.25366433,86.72232846,60.85685201,86.52799981,100.9202513,0.917117622,57.97505908,82.59192083,96.45519288,99.99999933,37.67209531,50.20860233,59.69663664,12.17995673,22.10352225,30.66213109,,,,0.501019872,51.71757493,72.53389172,84.69761583,87.98519349,2029,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2050,inf,-63221.61892,394.46291,331.5896531,1.584808556,1.470396249,1.70250619,1.379726775,2039,1.55340066,1.682190708,0.635,0.111666667,0.001666667,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.52666119,1.410442261,1.647292957,1.40729565,2038,0.537326777,0.077335717,0.001341082,,,"151, 206, 228",97CEE4
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_max_GDP,C7,C7: limit warming to 4°C (>50%),C7,NA,C7,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_1d,P0_1d Diagnostic around another limited policy reference case,Kikstra 2021,50.8113777,61.24973347,98.58006314,TRUE,71514.47379,High,62.42595756,73.59496413,112.7430612,-15.28893557,-25.46314743,-35.91597805,-20.963094,-35.11961656,-49.72571563,0.262302445,-18.62819458,-30.71388604,-42.99839189,-130.1526832,-3.370414481,-4.539150791,-5.064546037,-7.420735138,-10.69683242,-11.26942037,,,,0.117971591,-14.69533737,-24.27989281,-34.02325269,-101.0432235,inf,98.58006314,112.7430612,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2100,2100,,inf,0,5464.121559,5464.121559,3.650304298,3.351944762,3.947529449,3.650304298,2100,3.650304298,3.947529449,1,1,0.851666667,C7,C7: limit warming to 4°C (>50%),3.441019399,3.171673115,3.732197762,3.441019399,2100,1,0.998211891,0.793473402,,,"241, 136, 114",F18872
MESSAGEix-GLOBIOM_1.2,COV_SelfReliance_min_GDP,C7,C7: limit warming to 4°C (>50%),C7,NA,C7,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_1d,P0_1d Diagnostic around another limited policy reference case,Kikstra 2021,40.91214697,46.27924099,74.26242671,TRUE,51995.17958,Medium,53.03125657,59.75156637,90.23308782,2.516467003,-2.656686735,-9.83699366,3.293139495,-2.990327006,-12.38554143,0.328297622,4.233791918,-0.659033181,-8.329377739,-73.83177213,6.982196787,7.68191288,8.649734568,-4.777523445,-7.460939694,-9.588713623,,,,0.006505295,2.804622466,-1.950088051,-8.615900856,-60.49211246,inf,74.26242671,90.23308782,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2100,2100,,inf,0,4130.786099,4130.786099,3.261776669,3.006232547,3.538198964,3.261776669,2100,3.261776669,3.538198964,1,0.998333333,0.673333333,C7,C7: limit warming to 4°C (>50%),3.080679739,2.846329437,3.335922318,3.080679739,2100,1,0.996423782,0.563254359,,,"241, 136, 114",F18872
MESSAGEix-GLOBIOM_1.2,COV_SmartUse,C7,C7: limit warming to 4°C (>50%),C7,NA,C7,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_1d,P0_1d Diagnostic around another limited policy reference case,Kikstra 2021,45.49921366,52.80990112,83.79408938,TRUE,61434.31077,Medium,58.07482501,67.44905696,104.3937276,-8.808486264,-16.09106815,-26.37196559,-10.60464949,-19.11711512,-31.83886755,0.88519962,-8.845237073,-15.70901075,-26.33418788,-100.4559374,1.038240977,1.042220509,1.078265835,-5.614527074,-8.340643092,-10.28095233,,,,0.481067177,-8.303054282,-15.06186057,-24.67916869,-88.96109772,inf,83.79408938,104.3937276,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2100,2100,,inf,0,4612.484632,4612.484632,3.528801506,3.254181552,3.820392246,3.528801506,2100,3.528801506,3.820392246,1,1,0.811666667,C7,C7: limit warming to 4°C (>50%),3.324517119,3.070671908,3.597367933,3.324517119,2100,1,0.997764864,0.721054984,,,"241, 136, 114",F18872
MESSAGEix-GLOBIOM_1.2,COV_SmartUse_1000,C3,C3: limit warming to 2°C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_2,P0_2 Diagnostic around an immediate action case,Kikstra 2021,28.93622657,13.13663985,4.31892E-07,TRUE,60790.86788,Medium,38.00468035,19.95863034,5.946317033,28.69190742,44.41332849,62.55166872,31.83711035,49.7474451,70.80594992,0.88519962,30.7774753,48.30296564,68.57394748,99.99999897,23.94084831,37.24855311,50.68246568,3.535280798,11.64434856,19.24506319,,,,0.516745287,28.02685538,43.47241465,61.24558253,87.74937707,2041,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2070,inf,-27886.64098,818.8991913,791.109819,1.738963433,1.606067551,1.879252343,1.620261022,2059,1.716177844,1.87085436,0.791666667,0.223333333,0.008333333,C3,C3: limit warming to 2°C (>67%),1.676283887,1.542580066,1.825088061,1.618766542,2060,0.726419312,0.184175235,0.0049173,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_1.2,COV_SmartUse_550,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,C1b_+veGHGs,Limit to 1.5C (>50%) no or low OS immediate 2020 action,C1,non-IMP,https://doi.org/10.1038/s41560-021-00904-8,P0_2,P0_2 Diagnostic around an immediate action case,Kikstra 2021,17.41687077,1.64514258,3.81284E-07,TRUE,60759.54461,Medium,24.93546891,7.264724491,5.768356076,53.29253221,73.87636673,86.39219955,61.23062436,86.085237,100.4922762,0.88519962,58.33458921,82.18506249,96.06441695,99.99999909,37.56255019,49.87575691,59.62898015,12.41247516,22.00474826,30.25631213,,,,0.475662379,51.98603294,72.17228684,84.38016674,88.08855614,2029,43.28186551,54.30853154,9032.42,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2015,2015,2050,inf,-62717.36671,392.8820165,330.3512436,1.582778568,1.468905781,1.701075776,1.377717831,2039,1.552567908,1.681355181,0.63,0.11,0.001666667,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.525210735,1.408611177,1.645374189,1.40584947,2038,0.535091641,0.076441663,0.001341082,,,"151, 206, 228",97CEE4
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_15,C5,C5: limit warming to 2.5°C (>50%),C5,NA,C5,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ https://doi.org/10.1038/s41560-022-01136-0 ",P2b,P2b: Immediate global action with transfers,Guo 2021,39.82269837,30.38359205,-10.74638308,FALSE,70349.14984,High,51.73119553,40.56905506,-3.493472697,6.492497489,13.29224548,26.6687928,5.68895127,13.15008315,28.25720993,-0.933930615,5.361854961,12.95407697,27.79377318,125.5386451,9.619952837,16.57308327,28.38441141,-4.80710614,-2.705698857,5.415497788,19.58187999,16.81888879,9.705323446,-1.341848055,5.354989557,11.98089619,25.13495016,104.9624589,2058,42.47189622,55.57653376,9032.419922,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2078,2092,-156720.5291,1435.360307,1278.930608,2.089661603,1.92017428,2.282886032,1.982567249,2080,2.072367272,2.267348571,0.956666667,0.578333333,0.068333333,C4,C4: limit warming to 2°C (>50%),1.994553837,1.841595974,2.175723065,1.921280503,2082,0.949038891,0.497094323,0.028162718,,,"140, 167, 208",8CA7D0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_50,C3,C3: limit warming to 2°C (>67%),C3x_NZGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ ",P2b,P2b: Immediate global action with transfers,Guo 2021,32.88201214,10.30876841,-16.19720702,FALSE,70349.14984,High,43.76146472,19.12192599,-10.58166292,20.86179516,40.44436175,65.41992126,23.03010808,47.28195535,78.5190321,-0.933930615,21.85630906,45.38556859,75.5013407,138.4924601,16.72971585,27.01887172,37.71200851,-0.148755639,8.026769918,16.4321189,31.19360844,18.0223066,15.95301678,-1.331450009,19.54380447,38.90413813,63.66582719,117.7233784,2041,42.47189622,55.54489225,9032.419922,Medium,2100,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2059,2073,-452728.9602,812.7705857,360.9035581,1.799411758,1.66047802,1.944440818,1.501624757,2059,1.796591886,1.940925621,0.838333333,0.281666667,0.006666667,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,1.722450293,1.587765017,1.866364549,1.474339356,2059,0.785426911,0.20295038,0.004470273,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_15,C5,C5: limit warming to 2.5°C (>50%),C5,NA,C5,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ ",P2b,P2b: Immediate global action with transfers,Guo 2021,40.58549757,29.6369783,-10.7821131,FALSE,70349.14984,High,52.52205031,39.80214773,-3.425500652,4.957538895,11.02472025,27.97512558,3.784087548,10.20636675,30.12638572,-0.933930615,3.549072211,10.15620318,29.56809144,125.6235571,9.196031661,16.31786738,28.32110274,-4.961793019,-3.444049491,5.912803481,19.64511701,17.060057,10.09424017,-1.315694226,3.825987933,9.720616459,26.43728591,104.8456309,2057,42.47189622,55.4998167,9032.419922,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2077,2091,-166930.6966,1421.513581,1255.045214,2.087518489,1.91628878,2.276225814,1.969992864,2070,2.065081258,2.261291009,0.956666667,0.576666667,0.068333333,C4,C4: limit warming to 2°C (>50%),1.989909169,1.833331516,2.169041491,1.909508712,2072,0.948144837,0.491729996,0.026374609,,,"140, 167, 208",8CA7D0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,C2,NA,C2,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ ",P2b,P2b: Immediate global action with transfers,Guo 2021,32.80992741,10.24946593,-16.33879352,FALSE,70349.14984,High,43.69685416,18.87863841,-10.75094257,20.97863685,41.04247301,65.85988236,23.21005337,47.90815979,78.66753541,-0.933930615,22.02761752,45.98080008,75.6422723,138.8289386,16.59449554,27.64472165,39.30299421,0.058888133,8.276286072,16.58613098,31.29532406,18.51430147,16.58972466,-1.331450009,19.66182171,39.49174337,64.08661442,118.0280918,2041,42.47189622,55.54489225,9032.419922,Medium,2100,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2058,2072,-462537.0786,808.4297312,346.0334005,1.795521867,1.656732869,1.93959073,1.490124975,2059,1.789210821,1.934306826,0.838333333,0.278333333,0.006666667,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,1.716275627,1.582860892,1.860074533,1.464499416,2051,0.780062584,0.19803308,0.004470273,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_lc_15,C5,C5: limit warming to 2.5°C (>50%),C5,NA,C5,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ ",P2b,P2b: Immediate global action with transfers,Guo 2021,39.86924859,30.54020977,-10.7433292,FALSE,70349.14611,High,51.78418102,40.75457642,-3.497096439,6.396722762,13.07043624,26.33345088,5.572706202,12.8839822,27.86511307,-0.933930615,5.251228963,12.7011595,27.42157314,125.5313876,9.555232168,16.42466881,28.12019486,-4.799672369,-2.730649333,5.378916026,19.58029361,16.79963737,9.690538989,-1.341848055,5.260207982,11.76141996,24.80315853,104.9689659,2058,42.47189622,55.57653376,9032.419945,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2078,2092,-155330.5121,1439.350456,1284.22672,2.0917885,1.922255486,2.285250327,1.985076613,2080,2.07492644,2.269705384,0.956666667,0.581666667,0.07,C4,C4: limit warming to 2°C (>50%),1.997052961,1.843411629,2.178149769,1.923570055,2082,0.949485919,0.49754135,0.028609745,,,"140, 167, 208",8CA7D0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_lc_50,C3,C3: limit warming to 2°C (>67%),C3x_NZGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ ",P2b,P2b: Immediate global action with transfers,Guo 2021,32.9885635,10.37008467,-16.19917209,FALSE,70349.14984,High,43.86817542,19.22593098,-10.58353405,20.66881959,39.79237673,65.23183869,22.76403258,46.36058525,78.36549083,-0.933930615,21.60309109,44.5098456,75.35562337,138.49713,16.72938101,27.08303879,37.31527155,-0.174221311,8.003529484,16.41283976,31.19018917,18.01878816,15.96073492,-1.331450009,19.35070935,38.25103634,63.48267807,117.7267466,2042,42.47189622,55.54489225,9032.419922,Medium,2100,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2059,2073,-452302.1684,818.2635877,366.7858589,1.801557205,1.661914777,1.947494196,1.505432081,2059,1.799266147,1.94356616,0.838333333,0.283333333,0.006666667,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,1.720113454,1.586712023,1.863747598,1.472973901,2059,0.784085829,0.199821189,0.004470273,,,"111, 120, 153",6F7899
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_15,C5,C5: limit warming to 2.5°C (>50%),C5,NA,C5,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ ",P2b,P2b: Immediate global action with transfers,Guo 2021,40.5829124,29.85394763,-10.78388245,FALSE,70349.14984,High,52.51682068,40.03508097,-3.429107764,4.967002289,11.1126991,27.55361599,3.790543247,10.3248859,29.58319671,-0.933930615,3.55521582,10.2688503,29.05246653,125.6277619,9.218528156,16.35289388,28.20253707,-4.953627676,-3.438180173,5.823923963,19.64512564,17.05771137,10.07930406,-1.315694226,3.834976917,9.808079,26.01797831,104.8521287,2057,42.47189622,55.4998167,9032.419922,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2077,2091,-166368.9242,1424.492502,1258.573191,2.088594412,1.917491362,2.277588407,1.971678306,2070,2.06642382,2.262631861,0.956666667,0.578333333,0.068333333,C4,C4: limit warming to 2°C (>50%),1.99145451,1.834584366,2.170482397,1.911304053,2072,0.948591864,0.491729996,0.026374609,,,"140, 167, 208",8CA7D0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,C2,NA,C2,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ ",P2b,P2b: Immediate global action with transfers,Guo 2021,32.83283301,10.36420467,-16.33450428,FALSE,70349.14984,High,43.72596263,19.04228713,-10.74075014,20.92599711,40.57834047,65.56394011,23.1528686,47.30567032,78.38029668,-0.933930615,21.97318266,45.40816004,75.36959713,138.8187453,16.53729521,27.48987822,38.8291207,0.051400961,8.265260694,16.58271237,31.29364677,18.51327526,16.68580905,-1.331450009,19.61022011,39.02985691,63.79657339,118.0097446,2041,42.47189622,55.54489225,9032.419922,Medium,2100,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,,2020,2020,2058,2072,-460641.1846,812.2742414,351.7313782,1.798020646,1.659405049,1.942514238,1.493596184,2059,1.792263325,1.937511842,0.838333333,0.28,0.006666667,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,1.718812783,1.585123162,1.862752565,1.467720741,2058,0.78229772,0.199821189,0.004470273,,,"119, 134, 99",778663
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,C2,NA,C2,non-IMP,"Guo, F., van Ruijven, B., Zakeri, B., Krey, V., & Riahi, K.  (2021). Global Energy Interconnection: A scenario analysis based on the MESSAGEix-GLOBIOM Model. IIASA Report. IIASA, Laxenburg, Austria. http://pure.iiasa.ac.at/id/eprint/17487/ ",P2b,P2b: Immediate global action with transfers,Guo 2021,29.41418532,5.794795566,-17.32651518,FALSE,70349.14644,High,39.81411793,13.74399517,-12.18506272,27.98278939,51.67561606,75.13936647,31.69212674,60.84706594,89.82059126,-0.933930615,30.09755617,58.27822206,86.22874075,141.1762468,19.87988982,32.64686536,44.53581508,2.724600283,12.4650276,21.82030614,35.99229227,23.49525137,15.19815161,-1.325149835,26.58009183,50.00821205,73.26776103,120.6145512,2037,42.47189622,55.52786642,9032.42,Medium,2100,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2054,2065,-581120.604,675.4432954,94.45702862,1.737966551,1.60918659,1.877754772,1.343743287,2049,1.722743054,1.859739065,0.798333333,0.215,0.003333333,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,1.664865402,1.533659633,1.796667394,1.334769604,2050,0.719713903,0.153330353,0.002235136,,,"119, 134, 99",778663
