Model,Scenario,Category,Category_name,Category_subset,Subset_Ch4,Category_Vetting_historical,IMP_marker,Literature Reference (if applicable),Policy_category,Policy_category_name,Project_study,CO2 emissions 2030 Gt CO2/yr,CO2 emissions 2050 Gt CO2/yr,CO2 emissions 2100 Gt CO2/yr,COVID,GDP|MER-per-capita-in-2100,GDP|MER-per-capita-in-2100_bin,GHG emissions 2030 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2050 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2100 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions reductions 2019-2030 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2040 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2020 % modelled Native,CO2 emissions reductions 2019-2030 % modelled Native,CO2 emissions reductions 2019-2040 % modelled Native,CO2 emissions reductions 2019-2050 % modelled Native,CO2 emissions reductions 2019-2100 % modelled Native,CH4 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2050 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2030 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2040 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2050 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2030 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2040 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2050 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2020 % modelled Native-with-Infilled,GHG emissions reductions 2019-2030 % modelled Native-with-Infilled,GHG emissions reductions 2019-2040 % modelled Native-with-Infilled,GHG emissions reductions 2019-2050 % modelled Native-with-Infilled,GHG emissions reductions 2019-2100 % modelled Native-with-Infilled,Year of 50% CO2 emissions reductions 2019 modelled vs Harmonized-Infilled,Peak Emissions|CO2,Peak Emissions|GHGs,Population-in-2100,Population-in-2100_bin,Time horizon,Vetting_future,Vetting_historical,Climate impacts,Regional_scope,Scenario_scope,Sectoral_scope,Ssp_family,Technology_category_name,Year of peak CO2 Emissions (Harm-Infilled),Year of peak GHG Emissions,Year of netzero CO2 emissions (Harm-Infilled) Table SPM2,Year of netzero GHG emissions (Harm-Infilled) Table SPM2,"Cumulative net-negative CO2 (post net-zero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020 to netzero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020-2100, Gt CO2) (Harm-Infilled)",Median peak warming (MAGICCv7.5.3),P33 peak warming (MAGICCv7.5.3),P67 peak warming (MAGICCv7.5.3),Median warming in 2100 (MAGICCv7.5.3),Median year of peak warming (MAGICCv7.5.3),Median warming at year of netzero Emissions|CO2 (MAGICCv7.5.3),P67 warming at year of netzero (MAGICCv7.5.3) (Harm-Infilled),Exceedance Probability 1.5C (MAGICCv7.5.3),Exceedance Probability 2.0C (MAGICCv7.5.3),Exceedance Probability 3.0C (MAGICCv7.5.3),Category_FaIRv1.6.2,Category_name_FaIRv1.6.2,Median peak warming (FaIRv1.6.2),P33 peak warming (FaIRv1.6.2),P67 peak warming (FaIRv1.6.2),Median warming in 2100 (FaIRv1.6.2),Median year of peak warming (FaIRv1.6.2),Exceedance Probability 1.5C (FaIRv1.6.2),Exceedance Probability 2.0C (FaIRv1.6.2),Exceedance Probability 3.0C (FaIRv1.6.2),IMP_color_rgb,IMP_color_hex,Category_color_rgb,Category_color_hex
IMAGE 3.0.2,EMF33_WB2C_limbio,C3,C3: limit warming to 2°C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1007/s10584-020-02945-6; https://doi.org/10.1007/s10584-018-2226-y,P2b,P2b: Immediate global action with transfers,EMF33,33.17414519,12.30129606,0.475791794,FALSE,52535.47294,Medium,45.28944175,21.15797418,7.721742121,17.26398396,49.57857406,61.34802233,16.43436378,54.98820817,69.56589653,-1.047674629,15.58941968,54.10484232,68.69973488,98.78936258,20.99794711,35.16458293,41.11943336,4.894982356,7.608222681,7.050288745,47.10526236,85.32298654,86.54878729,-1.241395595,15.94571821,48.5108715,60.29671305,85.23200172,2039,39.71267839,54.84853707,9103.234375,Medium,2100,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,,inf,0,973.364934,973.364934,1.759903149,1.608558947,1.910546335,1.719669325,2093,1.719669325,1.892132139,0.788333333,0.261666667,0.005,C3,C3: limit warming to 2°C (>67%),1.620165347,1.494788393,1.765427596,1.580821464,2094,0.658918194,0.149754135,0.002235136,,,"111, 120, 153",6F7899
IMAGE 3.0.2,EMF33_WB2C_nobeccs,C3,C3: limit warming to 2°C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1007/s10584-020-02945-6; https://doi.org/10.1007/s10584-018-2226-y,P2b,P2b: Immediate global action with transfers,EMF33,33.30634929,12.14241642,4.214067058,FALSE,52535.47294,Medium,45.64289456,21.01157305,11.65790273,16.23467692,41.84904963,61.43887846,15.60675317,45.34997949,69.78554411,-0.975855523,14.64822199,44.29139412,68.8835056,89.20091443,20.08732181,33.6729237,42.4104346,3.303742228,1.472866023,3.158359117,44.57766885,85.47110759,86.69060541,-1.162197591,14.84294528,40.56015473,60.36771475,77.68852341,2042,39.4032461,54.53519444,9103.234375,Medium,2100,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,,inf,0,1129.275373,1129.275373,1.817256662,1.659396415,1.988971531,1.801512652,2094,1.801512652,1.9869072,0.83,0.323333333,0.011666667,C3,C3: limit warming to 2°C (>67%),1.669578317,1.532909337,1.824605169,1.651043482,2100,0.71524363,0.189986589,0.003576218,,,"111, 120, 153",6F7899
IMAGE 3.0.2,EMF33_WB2C_nofuel,C3,C3: limit warming to 2°C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1007/s10584-020-02945-6; https://doi.org/10.1007/s10584-018-2226-y,P2b,P2b: Immediate global action with transfers,EMF33,34.64983529,11.01075472,-2.057354492,FALSE,52535.47294,Medium,47.17977369,19.9253827,5.46161313,14.0532404,42.37906271,63.70219815,12.93244684,46.00124472,72.8707608,-1.076985446,12.09703136,45.04757509,72.06687943,105.2192908,18.67199989,33.12400205,41.15208956,2.588170422,3.056485297,6.151417849,44.55065172,85.42977398,86.63430627,-1.290178729,12.7073116,41.16475215,62.73747718,89.53241319,2042,39.84280567,55.04169971,9103.234375,Medium,2100,Warning,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,2085,inf,-21478.41843,986.8545401,965.5048642,1.772446329,1.620067221,1.916533145,1.714809719,2069,1.728058466,1.875151462,0.815,0.263333333,0.005,C3,C3: limit warming to 2°C (>67%),1.644033803,1.51015876,1.784585794,1.582199899,2070,0.688869021,0.159141708,0.002235136,,,"111, 120, 153",6F7899
IMAGE 3.0.2,EMF33_tax_hi_full,C4,C4: limit warming to 2°C (>50%),C4,NA,C4,non-IMP,https://doi.org/10.1007/s10584-020-02945-6; https://doi.org/10.1007/s10584-018-2226-y,P2a,P2a: Immediate global action without transfers,EMF33,38.89207552,17.85108968,-2.692498637,FALSE,52535.47294,Medium,53.37646804,27.57500992,4.857045533,9.831495057,29.25239751,53.41772303,7.401268992,28.2123377,58.03305444,-1.675202835,7.211139581,27.68038767,57.41080293,106.4237734,19.72601156,31.36722289,42.84492951,8.085555141,5.979578451,8.916405718,23.88554627,79.92233189,89.36301835,-2.480203906,8.922135483,28.20189659,52.48679001,91.39273526,2048,42.61675,60.41639019,9103.234375,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,2089,inf,-18446.88954,1331.472511,1313.137607,1.94503128,1.778130377,2.111776408,1.899009334,2070,1.906596531,2.074342823,0.913333333,0.446666667,0.025,C3,C3: limit warming to 2°C (>67%),1.804576486,1.661677289,1.962290874,1.745494539,2070,0.859633438,0.291014752,0.007599464,,,"167, 198, 130",A7C682
IMAGE 3.0.2,EMF33_tax_hi_none,C5,C5: limit warming to 2.5°C (>50%),C5,NA,C5,non-IMP,https://doi.org/10.1007/s10584-020-02945-6; https://doi.org/10.1007/s10584-018-2226-y,P2a,P2a: Immediate global action without transfers,EMF33,38.98763086,22.80882585,5.702062785,FALSE,52535.47294,Medium,53.4842231,32.48161176,13.13976633,10.2428152,24.82482055,45.48938248,7.94850254,22.06193528,46.63922083,-1.764844736,7.872780664,21.64919959,46.10306769,86.52610643,20.05431905,31.39661374,43.59603429,8.481697302,6.932812747,11.53865784,23.88554627,79.92233189,89.36301835,-2.578689361,9.398025431,23.7659203,44.47210576,77.17095033,2053,43.06621029,60.90528183,9103.234375,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,,inf,0,1724.318799,1724.318799,2.098140087,1.909973476,2.291425878,2.089770421,2100,2.089770421,2.291425878,0.943333333,0.581666667,0.07,C4,C4: limit warming to 2°C (>50%),1.920361581,1.76508195,2.103452425,1.914223677,2100,0.91819401,0.428252123,0.018328118,,,"140, 167, 208",8CA7D0
IMAGE 3.0.2,EMF33_tax_lo_full,C5,C5: limit warming to 2.5°C (>50%),C5,NA,C5,non-IMP,https://doi.org/10.1007/s10584-020-02945-6; https://doi.org/10.1007/s10584-018-2226-y,P2a,P2a: Immediate global action without transfers,EMF33,42.2895,31.51697657,5.919191488,FALSE,52535.47294,Medium,57.44462331,42.32372729,13.67989068,3.306266066,14.42697914,28.75853317,-0.31362995,9.204654334,25.75689799,-1.722238063,-0.391519398,8.80601115,25.18149508,85.94836479,15.66099907,26.81755209,36.18890513,4.929786227,2.157478485,5.534762487,23.56920964,77.97807687,88.63288689,-2.534626232,2.392861416,13.24453803,27.46926831,76.15976181,2067,42.85005957,60.68187991,9103.234375,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T0: Standard technology assumptions,2020,2020,,inf,0,2083.438076,2083.438076,2.280836794,2.073642592,2.487227457,2.278642108,2100,2.278642108,2.487036412,0.975,0.725,0.111666667,C5,C5: limit warming to 2.5°C (>50%),2.113848185,1.93997104,2.306614676,2.109090524,2095,0.970049173,0.610639249,0.048278945,,,"140, 167, 208",8CA7D0
IMAGE 3.0.2,EMF33_tax_lo_none,C5,C5: limit warming to 2.5°C (>50%),C5,NA,C5,non-IMP,https://doi.org/10.1007/s10584-020-02945-6; https://doi.org/10.1007/s10584-018-2226-y,P2a,P2a: Immediate global action without transfers,EMF33,42.36481348,32.4285765,14.54932975,FALSE,52535.47294,Medium,57.52295305,43.1526742,22.33886592,3.806193295,13.99494153,27.83715403,0.342012052,8.615796644,24.2154229,-1.810708561,0.383791434,8.32866293,23.747762,65.78884815,15.99949104,26.89691981,36.87740502,5.309122047,2.978034483,7.425759452,23.56920964,77.97807687,88.63288689,-2.632050129,2.961122636,12.8609929,26.58732988,61.45470656,2079,43.29809115,61.16934356,9103.234375,Medium,2100,Pass,Pass,no,global,Global integrated scenario,integrated/energy-emissions,2,T1: Non-standard technology assumptions,2020,2020,,inf,0,2356.546363,2356.546363,2.390429794,2.170362513,2.600745701,2.38951947,2100,2.38951947,2.600745701,0.99,0.793333333,0.138333333,C5,C5: limit warming to 2.5°C (>50%),2.20884793,2.026181511,2.409613884,2.20884793,2100,0.984801073,0.693339294,0.068395172,,,"140, 167, 208",8CA7D0
IMAGE 3.2,SSP1-baseline,C7,C7: limit warming to 4°C (>50%),C7,NA,C7,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P1a,P1a: Baseline,van Vuuren 2021,43.21042058,39.39848015,21.80063216,FALSE,67521.00317,Medium,60.39590905,58.45612408,38.57097723,-8.513829755,-8.704638629,-5.028602043,-8.579038877,-5.717032555,1.239881071,-0.314767291,-8.506732017,-5.743200618,1.065523777,45.2559054,-4.233354679,-6.66318129,-5.035941097,-3.828067478,-6.37774049,-7.12884013,-37.78736073,-83.32426993,-128.0206095,-0.613149821,-8.571772169,-8.839892472,-5.272982762,30.47471614,inf,43.21042058,60.85419931,7134.719238,Low,2100,Pass,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2030,2035,,inf,0,2930.631073,2930.631073,3.031631536,2.785213354,3.304540229,3.031631536,2100,3.031631536,3.304540229,1,0.983333333,0.523333333,C6,C6: limit warming to 3°C (>50%),2.816139084,2.586846165,3.075741473,2.816139084,2100,0.999552973,0.970943228,0.374161824,,,"241, 136, 114",F18872
IMAGE 3.2,SSP1_SPA1_19I_D,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,32.18592123,0.914314855,-13.82576465,TRUE,67521.00317,Medium,44.79758404,8.658419399,-9.265671333,19.51559599,63.55014682,84.44407796,19.47431698,72.52614571,98.80868935,-0.316146369,19.18227366,71.60639276,97.70418727,134.7160131,18.28265086,38.88970134,48.8020183,14.63092164,22.41019605,26.22664106,4.840883179,55.88697138,88.16933075,-0.614301033,19.18187966,62.92261216,83.79126913,116.3841574,2036,40.50031348,55.99737054,7134.719238,Low,2100,Warning,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2025,2020,2051,2067,-451986.6135,668.6505582,216.8368249,1.638362184,1.523671335,1.752700754,1.230949018,2039,1.590778711,1.709451539,0.726666667,0.106666667,0,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.589993288,1.483724066,1.705897083,1.238111284,2039,0.638801967,0.074653554,0,,,"119, 134, 99",778663
IMAGE 3.2,SSP1_SPA1_19I_D_LB,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,C1a_NZGHGs,Limit to 1.5C (>50%) no or low OS immediate 2020 action,C1,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,22.59488802,-0.732287257,-5.640979574,TRUE,67521.00317,Medium,32.70320259,5.587525855,-1.140203204,40.53161112,73.35132443,89.83949173,43.9361303,83.17076645,102.9855137,-0.326532229,43.29355305,82.10759194,101.8378232,114.1571805,28.75760314,47.36892065,56.91473764,17.95627288,25.32371723,32.51446144,10.77622672,62.77543243,88.22148813,-0.329064451,40.02775078,72.66037744,89.15616962,101.688552,2032,39.9754681,55.16374803,7134.719238,Low,2100,Warning,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2020,2020,2049,2088,-216301.4261,524.7503451,308.9578956,1.531503202,1.424358327,1.63193026,1.258903894,2037,1.457266104,1.560675768,0.543333333,0.045,0,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.48046765,1.386464322,1.587174668,1.27674156,2036,0.473401878,0.030844882,0,,,"151, 206, 228",97CEE4
IMAGE 3.2,SSP1_SPA1_19I_LI,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,29.06336068,-1.543868754,-8.774193686,TRUE,67521.00317,Medium,41.20486262,5.110676499,-4.465118249,25.94312007,69.59252585,90.81465798,26.97875457,78.81306736,104.9491139,-0.319602273,26.61379058,77.91351589,103.8983336,122.1552085,21.65087032,44.70851632,55.92375089,18.01651718,29.538155,36.43456614,-6.81173096,44.18837283,87.71272628,-0.611759389,25.58678766,68.97358024,90.1820611,107.7283821,2034,39.72987305,55.97166112,7134.719238,Low,2100,Pass,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2020,2020,2048,2066,-372675.005,598.6504402,226.1143908,1.612788422,1.501547097,1.722605281,1.239252974,2039,1.576157358,1.699843134,0.671666667,0.098333333,0,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.569589377,1.464430438,1.684179758,1.261754384,2039,0.606616004,0.060795709,0,,,"119, 134, 99",778663
IMAGE 3.2,SSP1_SPA1_19I_LIRE,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,29.56262175,-2.316209432,-9.618499187,TRUE,49028.27632,Low,41.71694682,4.766279368,-5.148935568,25.03329229,69.92175597,91.43484125,25.70846196,80.04195291,106.9150736,-0.324368091,25.36040623,79.12768995,105.8479567,124.2847498,20.65485056,41.98355765,51.86040052,18.32448894,28.87852986,35.95970678,-5.301611865,46.41853085,87.71230976,-0.615255171,24.67638085,69.31010887,90.8113901,108.9753617,2034,40.13610319,55.98142856,9210.525391,Medium,2100,Warning,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2025,2020,2047,2061,-436673.7072,597.7513285,161.3810354,1.659335694,1.547678048,1.787368466,1.23075122,2040,1.644492825,1.772465236,0.75,0.141666667,0,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.606247083,1.498588238,1.725359966,1.259430297,2040,0.667858739,0.087170317,0,,,"119, 134, 99",778663
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,C1a_NZGHGs,Limit to 1.5C (>50%) no or low OS immediate 2020 action,C1,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,20.37374919,-5.785501384,-5.123103191,TRUE,49028.27632,Low,30.18518857,-0.148560976,-1.076403559,45.08140992,82.43181292,100.2702902,49.22931636,94.36448383,115.7359293,-0.324441262,48.56058888,93.28700726,114.6071683,112.9347529,31.01821081,50.42456025,60.640418,22.76664799,32.34392194,40.92212897,10.77622672,62.77543243,88.22148813,-0.32161874,44.57225353,81.76561525,99.63691727,101.5875463,2031,39.73577767,55.12730842,9210.525391,Medium,2100,Warning,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2020,2020,2043,2050,-313789.8907,458.4603914,145.5611557,1.575380455,1.466979277,1.687279037,1.196116285,2038,1.541162478,1.658990647,0.615,0.08,0,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.511958448,1.411237918,1.623680399,1.235166878,2037,0.523021904,0.041573536,0,,,"151, 206, 228",97CEE4
IMAGE 3.2,SSP1_SPA1_19I_RE,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,C2,NA,C2,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,31.07095736,1.549082296,-11.59054639,TRUE,67521.00317,Medium,43.27095024,9.343453636,-6.617975229,22.25596536,62.84095337,83.21280723,22.20814507,71.36191462,97.18638072,-0.320859463,21.86982214,70.45351806,96.10472011,129.1452703,19.76354071,39.31739017,47.98752249,15.45735991,22.98058432,27.724721,6.723980302,61.79306943,87.71282994,-0.615557338,21.88507726,62.2010551,82.55272404,111.6050295,2036,39.89578972,55.99516742,7134.719238,Low,2100,Warning,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2020,2020,2052,2068,-408209.6281,659.529252,251.5932104,1.690158887,1.569353756,1.818952821,1.309034647,2048,1.663434058,1.796647946,0.768333333,0.166666667,0,C2,C2: return warming to 1.5°C (>50%) after a high overshoot,1.618309049,1.502211899,1.744214107,1.29003559,2041,0.674117121,0.109074654,0.000447027,,,"119, 134, 99",778663
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,C1a_NZGHGs,Limit to 1.5C (>50%) no or low OS immediate 2020 action,C1,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,22.75877621,-1.61404836,-6.751763388,TRUE,67521.00317,Medium,32.87615631,4.654747341,-2.380675212,40.21519175,74.53161714,91.5354102,43.44861815,84.6788117,105.2200936,-0.330217245,42.79871355,83.59190766,104.0567051,116.9696977,28.86307231,47.66114564,57.12388913,18.21466966,25.94163462,33.25308793,10.77622672,62.77543243,88.22148813,-0.330131752,39.69766782,73.82551973,90.84646364,103.9651593,2032,39.91855957,55.16151528,7134.719238,Low,2100,Warning,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2020,2020,2047,2077,-282345.9538,518.7053884,236.4278988,1.591414688,1.474674484,1.703630566,1.273577191,2039,1.574237735,1.691626014,0.638333333,0.1,0,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,1.517119285,1.412136184,1.631872668,1.259848321,2038,0.529280286,0.051408136,0,,,"151, 206, 228",97CEE4
IMAGE 3.2,SSP1_SPA1_26I_D,C3,C3: limit warming to 2°C (>67%),C3x_NZGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,36.66347982,12.78103589,-8.475771241,TRUE,67521.00317,Medium,49.8161993,21.34521974,-3.166337406,10.49903256,40.8740528,61.65067099,8.075911655,43.27195922,68.71095289,-0.316146369,7.939280102,42.69291193,67.90726437,121.2823662,15.46001292,34.06486365,42.56255457,12.10694847,21.20609434,24.79763466,2.640146215,51.8749828,87.22502443,-0.614301033,10.20112886,40.31583365,60.97885999,105.3400448,2043,40.73336524,55.99737054,7134.719238,Low,2100,Pass,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2025,2020,2072,2086,-178312.3101,1019.492943,841.515066,1.714667895,1.590686294,1.84903246,1.585366504,2049,1.681559183,1.821251692,0.796666667,0.201666667,0.005,C3,C3: limit warming to 2°C (>67%),1.674904066,1.544147342,1.806921046,1.56438761,2050,0.738936075,0.164953062,0.001788109,,,"111, 120, 153",6F7899
IMAGE 3.2,SSP1_SPA1_26I_LI,C3,C3: limit warming to 2°C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,35.3702959,11.40349805,-2.75012734,TRUE,67521.00317,Medium,48.93466875,19.61628792,2.305505392,12.01932609,45.08893495,64.73146187,10.79386357,49.28511782,71.98441378,-0.309144609,10.64991736,48.70603303,71.19324374,106.9471883,15.05838218,37.04185293,49.1396571,11.81802147,28.71602971,35.27010432,-25.45555945,22.92146801,53.45531871,-0.603108001,11.75547728,44.61708241,64.12708988,95.41224831,2041,39.70857129,55.94705502,7134.719238,Low,2100,Pass,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2020,2020,2082,inf,-37874.3135,995.6735164,958.0647073,1.710664118,1.566318057,1.858129477,1.632612046,2070,1.685125675,1.842450947,0.765,0.218333333,0.01,C3,C3: limit warming to 2°C (>67%),1.694476392,1.554750896,1.845015275,1.64322817,2083,0.744300402,0.194456862,0.004023245,,,"111, 120, 153",6F7899
IMAGE 3.2,SSP1_SPA1_26I_LIRE,C3,C3: limit warming to 2°C (>67%),C3y_+veGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,36.06043132,14.52485099,-1.363373373,TRUE,49028.27632,Low,49.61921052,23.56342082,4.228125309,10.80144451,41.984381,57.64094033,9.035897978,44.76945627,64.04267347,-0.313674209,8.915045943,44.23737941,63.31171489,103.4437414,14.12099921,34.95845743,44.49468669,12.20550743,28.48528749,35.45474521,-19.15325209,29.30230375,43.98830515,-0.606691412,10.53722856,41.48982521,57.05944933,91.91873593,2043,40.45114291,55.95708118,9210.525391,Medium,2100,Pass,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2025,2020,2074,inf,-54230.47181,1020.3491,966.3537714,1.796425045,1.656427963,1.950102882,1.657005846,2060,1.762667284,1.930828964,0.835,0.283333333,0.011666667,C3,C3: limit warming to 2°C (>67%),1.758090433,1.613477609,1.902041162,1.67354162,2069,0.812695574,0.239159589,0.005364327,,,"111, 120, 153",6F7899
IMAGE 3.2,SSP1_SPA1_26I_RE,C3,C3: limit warming to 2°C (>67%),C3x_NZGHGs,Limit to 2C (>67%) immediate 2020 action,C3,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,34.88622071,11.51574585,-8.301593832,TRUE,67521.00317,Medium,47.61159327,20.0883012,-3.17036096,14.45722046,43.22326401,63.90775854,12.4869496,46.45338351,71.89151484,-0.320859463,12.27606548,45.82265924,71.04282108,120.8749603,16.43734636,34.92949052,42.8041115,12.6559153,22.16569503,26.53947807,0.843534152,50.53335118,86.1377714,-0.615557338,14.10418705,42.6541526,63.23160526,105.3540353,2042,39.89578972,55.99516742,7134.719238,Low,2100,Pass,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2020,2020,2072,2088,-157655.8727,956.8457721,799.3943914,1.783880431,1.647210382,1.926174897,1.608092069,2059,1.760423199,1.913785903,0.828333333,0.261666667,0.01,C3,C3: limit warming to 2°C (>67%),1.705873959,1.569510505,1.84662783,1.566043479,2059,0.765757711,0.194009835,0.002235136,,,"111, 120, 153",6F7899
IMAGE 3.2,SSP1_SPA1_34I_D,C5,C5: limit warming to 2.5°C (>50%),C5,NA,C5,non-IMP,https://doi.org/10.1016/j.energy.2021.121547; https://doi.org/10.1007/s10584-013-0906-1; https://doi.org/10.31223/X5CG92  ,P2,P2: Immediate global action,van Vuuren 2021,38.92650782,25.5010293,1.826498281,TRUE,67521.00317,Medium,52.71600396,35.40854186,8.419957798,5.321459872,20.84040709,36.40585781,2.369562285,17.9817281,36.49919585,-0.326386774,2.305470097,17.69603283,35.99962573,95.41600567,12.70838197,28.10976572,37.43186728,9.745200404,16.58504597,22.06867642,-0.884284335,34.28942706,45.61554815,-0.622541332,5.066526247,20.32562299,35.7565753,84.36191406,2061,40.82946843,56.08118846,7134.719238,Low,2100,Pass,Pass,,global,Global integrated scenario,integrated/energy-emissions,1,,2025,2025,,inf,0,1724.765134,1724.765134,2.073559441,1.888511689,2.269888986,2.055866528,2094,2.055866528,2.26252984,0.935,0.551666667,0.071666667,C5,C5: limit warming to 2.5°C (>50%),2.002670688,1.839767639,2.188014078,1.995340114,2095,0.945015646,0.503799732,0.025927582,,,"140, 167, 208",8CA7D0
