model,scenario,version,region,variable,unit,year,value,Climate Category|SCI 2025 [Tier III],Climate Category|SCI 2025 [Tier II],Climate Category|SCI 2025 [Tier I],Vetting|SCI 2025
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Price|Secondary Energy|Electricity,USD_2010/GJ,2060,24.32339555504569,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Price|Secondary Energy|Electricity,USD_2010/GJ,2050,27.08345446094692,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Price|Secondary Energy|Electricity,USD_2010/GJ,2045,28.8764617352352,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Price|Secondary Energy|Electricity,USD_2010/GJ,2040,31.82783770523019,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Price|Secondary Energy|Electricity,USD_2010/GJ,2030,38.03246305382081,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Price|Secondary Energy|Electricity,USD_2010/GJ,2025,28.84759329371656,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Price|Secondary Energy|Electricity,USD_2010/GJ,2020,26.83140655695607,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Price|Secondary Energy|Electricity,USD_2010/GJ,2035,36.75500114341062,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2100,30.14915674972534,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2090,26.89141796493531,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2080,23.12942008590698,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2070,19.96192164230347,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2060,16.48673556900025,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2050,13.44461235427856,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2045,11.90628240585327,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2040,10.93677165985108,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2030,11.33418849945068,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2025,13.46390035057068,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2020,13.22456992149353,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Biomass,EJ/yr,2035,9.997440605163575,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2100,1.675718704223633,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2090,1.921544357299804,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2080,2.060776138305664,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2070,1.91375853729248,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2060,1.643550491333008,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2050,1.330006729125976,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2045,1.413529220581054,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2040,2.127616237640381,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2035,2.653568817138671,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2030,3.300638946533203,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2025,4.697312225341797,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Coal,EJ/yr,2020,5.319946586608887,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2090,5.357764538764954,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2080,5.629946871280671,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2070,4.760530723571778,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2060,2.62361354792118,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2050,1.686295532882213,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2045,1.354916626371443,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2100,5.447994655609131,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2035,0.5599247738681731,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2030,0.120945935999508,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2025,0.002202130540396,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2020,0.0,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/ CCS,EJ/yr,2040,1.077151337740942,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2100,13.63928030014038,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2090,14.21578728485107,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2080,14.32873044967651,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2070,13.50837677001953,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2060,11.11724893188477,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2050,10.51120305633545,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2045,10.53019554138184,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2040,12.74109399795532,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2030,18.22787322235108,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2025,19.96857587432861,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2020,18.18457365512848,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Fossil|w/o CCS,EJ/yr,2035,16.01409352493286,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2060,7.427362091064452,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2100,10.18566613769531,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2090,10.51686517333984,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2080,11.31127532958985,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2070,10.72609704589844,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2045,6.351980331420898,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2050,6.771410034179688,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2035,7.415246353149414,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2040,6.825726577758788,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2030,6.94446421813965,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2025,5.658170921325683,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Gas,EJ/yr,2020,5.132714104652404,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2100,90.86676791717204,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2045,10.94457603630051,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2090,69.22065952607431,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2080,51.90790329350066,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2070,38.38694271566719,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2060,26.35861694987956,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2050,15.26073557071435,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2040,7.281195426257327,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2030,2.224105187220499,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2025,1.035728716810001,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2020,0.7431402065136351,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Non-Biomass Renewables,EJ/yr,2035,4.708198880968617,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2090,1.052374042987823,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2080,1.310358561515808,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2070,1.178639173984527,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2060,0.631473281383514,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2050,0.218704933881759,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2045,0.102332585602998,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2100,0.8322288546562191,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2035,0.075031810760498,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2030,0.059423301696777,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2025,0.042961959838867,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2020,0.04240864944458,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Nuclear,EJ/yr,2040,0.071718879699707,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2100,7.225891082763671,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2090,7.135142639160157,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2080,6.586626007080078,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2070,5.629053253173828,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2060,4.669951141357422,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2050,4.096082946777344,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2045,4.119602416992187,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2040,4.864901794433593,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2030,8.103715515136718,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2025,9.615294494628907,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2020,7.731912963867187,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,Africa (R10),Primary Energy|Oil,EJ/yr,2035,6.505203002929688,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2100,4753.333593750001,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2090,5264.5143125,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2080,4546.3723125,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2070,3447.7688125,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2060,2381.196,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2050,2001.4813125,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2045,1996.50809375,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2040,1872.5898125,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2030,839.41240625,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2025,534.6885,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2020,261.427359375,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Solar|PV,GW,2035,1530.4235625,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2100,1029.469203125,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2090,1226.003296875,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2080,1367.742203125,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2070,1963.7105,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2060,1681.6034296875,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2045,516.69115234375,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2050,716.26878515625,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2035,527.19692578125,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2040,492.0455859375,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2025,442.7435546875,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2030,564.76110546875,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Capacity|Electricity|Wind,GW,2020,283.20659375,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2100,161.5358083680013,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2090,163.4535472990654,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2080,175.2373209277638,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2070,170.8760543611796,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2060,160.593676934724,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2050,131.6856773800398,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2045,128.8486305624246,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2035,58.11055172946656,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2030,7.694243528244141,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2025,0.949042342836338,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2020,0.0,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Capture|Geological Storage|Biomass,Mt CO2/yr,2040,104.8338675351863,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Removal|Land Use,Mt CO2/yr,2100,416.7673488836877,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Removal|Land Use,Mt CO2/yr,2090,422.2777138537601,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Removal|Land Use,Mt CO2/yr,2080,376.6904299800314,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Removal|Land Use,Mt CO2/yr,2070,324.1219645039847,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Removal|Land Use,Mt CO2/yr,2060,223.4436931912579,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Removal|Land Use,Mt CO2/yr,2050,2.754687545295395,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Removal|Land Use,Mt CO2/yr,2045,0.452052753382169,GW3-IIc,GW3b,GW3,ok
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,1,China+ (R10),Carbon Removal|Land Use,Mt CO2/yr,2035,0.318009188078382,GW3-IIc,GW3b,GW3,ok
