model,scenario,version,Climate Category|SCI 2025 [Tier I],missing_iamee_variables,missing_sci_variables,incomplete_variable_count
TIAM-ECN 1.1,ENGAGE-INDCi2030-900f,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1000,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1000-COV,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1000f,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1000f-COV,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1200,1,GW3,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1200f,1,GW3,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1400,1,GW4,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1400f,1,GW4,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-1600,1,GW4,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-800,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-800f,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-900,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
TIAM-ECN 1.1,ENGAGE-NPi2020-900f,1,GW2,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Investment|Energy Supply; Population; Primary Energy|Non-Biomass Renewables; GDP|MER; Land Cover; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,10
GCAM 4.2,SSP1-19,1,GW2,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
GCAM 4.2,SSP1-26,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
IMAGE 3.0,COMMIT-2°C-2030,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-act_u,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-all_u,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-ele_u,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-ref,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
MESSAGEix-GLOBIOM 1.1-BMT-R12,NAVIGATE Demand-2.0°C-tec_u,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
POLES GECO2019,COMMIT-2°C-2020,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
POLES GECO2019,COMMIT-2°C-2030,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
POLES GECO2019,COMMIT-Bridge,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
POLES GECO2019,COMMIT-Bridge-No-Tax,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
REMIND 1.6,EMF30-Slower-to-Faster,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-cost100,1,GW4,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-full,1,GW4,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-limbio,1,GW3,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Sequestration|CCS|Biomass; GDP|MER; Land Cover; Carbon Sequestration|Land Use; Price|Secondary Energy|Electricity; Food Demand|Crops; Food Demand|Livestock; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest|Natural Forest,Emissions|CO2; Investment|Energy Supply; Capacity|Electricity|Wind; Capacity|Electricity|Solar|PV; Final Energy; Final Energy|Electricity; Population; Primary Energy|Coal; Primary Energy|Oil; Primary Energy|Gas; Primary Energy|Nuclear; Primary Energy|Biomass; Primary Energy|Non-Biomass Renewables; Carbon Capture|Geological Storage|Biomass; GDP|MER; Land Cover; Carbon Removal|Land Use; Price|Secondary Energy|Electricity; Food Availability|Crops [per capita]; Food Availability|Livestock [per capita]; Primary Energy|Fossil|w/ CCS; Primary Energy|Fossil|w/o CCS; Land Cover|Forest,23
