Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Capacity|Electricity|Wind,GW,41.31426745605469,76.89432041549682,100.16210076904298,113.0470200805664,111.3680189819336,123.79172021484376,177.77053369140626,,332.32874609375,,364.382654296875,,244.6702080078125,,291.55326904296874,,507.6614599609375
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0,0.0,0.0,0.0817341403944738,334.4399408088065,597.3142285947688,779.300685506314,,834.2067059129477,,889.6928898175247,,1071.1739764374215,,1164.5958025959164,,1204.543212357142
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Carbon Sequestration|Land Use,Mt CO2/yr,68.96595952417574,32.75431894684574,42.46167218077754,134.7963633138294,54.285366403527824,121.07916580992958,94.54214542721884,,95.00329694022132,,54.53363449498066,,142.84695111892842,,8.18403499896222,,122.2870834282942
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Emissions|CO2,Mt CO2/yr,2957.136118839794,3430.432032579109,3906.8934227998334,2807.998189545637,2039.516978131374,1091.353448331229,772.2224719431675,,163.73334854342897,,469.31356942946496,,691.7722575498675,,825.2061997210149,,847.3178737139103
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Final Energy,EJ/yr,31.55189404296875,36.83432958984376,42.8312978515625,39.3857724609375,41.69585205078125,46.0427744140625,50.2625712890625,,59.94525,,73.155419921875,,83.60126953125,,91.3020703125,,101.265958984375
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Final Energy|Electricity,EJ/yr,5.982772277832031,8.043533081054688,10.33217041015625,10.311775390625,11.159894287109376,13.569254394531251,17.24888232421875,,25.62950537109375,,32.077326171875,,36.936002929687504,,43.9638896484375,,50.338041015625
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,GDP|MER,billion USD_2010/yr,3314.0494705593755,4658.44583256875,6306.27443922875,8288.223669480001,10689.60681176,13511.57224628,16775.46390736,,24762.95389068,,34693.41540304,,46256.494036380005,,59145.90521940001,,73184.4050134
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Investment|Energy Supply,billion USD_2010/yr,89.91999921030258,126.66683616891868,152.00699471712025,145.52450979979398,233.3341385655112,343.72204576038666,322.0897533391029,,478.18869074381786,,324.9934670948272,,302.07184565142694,,585.1935207648319,,540.4022337599246
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Land Cover,million ha,500.152025,500.171125,500.171125,500.1573,500.1573,500.1442,500.1442,,500.189925,,500.1958625,,500.195025,,500.1488000000001,,500.15937500000007
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,Land Cover|Forest|Natural Forest,million ha,32.14803828125,31.809471484375003,31.356105859375,31.239745703125003,31.298344140625,31.324096875,31.42954296875,,31.318942968750004,,31.921710546875,,32.6286921875,,32.382172265625,,31.231816015625
